lemma,POS,freq
Tugend,NN,92728
Fachmann,NN,92665
Mietwagen,NN,92608
kommunizieren,VVINF,92587
Kita,NN,92432
kompakt,ADJD,92385
widmen,VVINF,92315
nacht,PTKVZ,92240
Banane,NN,92168
Casino,NN,91988
Ruhestand,NN,91920
Freistaat,NN,91911
Advent,NN,91896
City,NN,91784
Öffnen,NN,91774
Blockade,NN,91692
Neid,NN,91690
fotografieren,VVINF,91629
Großeltern,NN,91546
formulieren,VVINF,91508
Festnetz,NN,91423
Accessoire,NN,91353
Stute,NN,91319
ran,ADV,91186
Fahrbahn,NN,91179
Sommerferien,NN,91149
Base,NN,91129
notfalls,ADV,91085
Hauptschule,NN,91048
Neuzugang,NN,91035
Sitte,NN,91007
grausam,ADJA,91002
Trio,NN,90989
Bundestagswahl,NN,90911
Porto,NN,90880
eigen,ADJD,90878
Telefonat,NN,90816
Haft,NN,90794
kopf,PTKVZ,90748
Übel,NN,90713
konstant,ADJA,90696
Hotline,NN,90639
Weblog,NN,90596
Rollenspiel,NN,90513
Wiederaufbau,NN,90486
Landeshauptstadt,NN,90392
Bronze,NN,90294
Solo,NN,90191
Hüfte,NN,90125
platt,ADJD,90052
Testbericht,NN,90050
Glied,NN,89964
leistungsstark,ADJA,89842
Sorgfalt,NN,89786
Ranking,NN,89774
Profit,NN,89761
Fort,NN,89711
Schrott,NN,89666
Bürgerkrieg,NN,89658
Pokémon,NN,89656
Porträt,NN,89599
markant,ADJA,89595
Wasserfall,NN,89528
²,ADJD,89485
preis,PTKVZ,89418
Polo,NN,89408
Spritze,NN,89405
Enkel,NN,89364
Dosis,NN,89296
Moschee,NN,89208
Facette,NN,89180
Clan,NN,89147
Nächste,NN,89084
o.g.,ADJA,89078
Krebs,NN,89040
Senf,NN,89005
Card,NN,88994
feucht,ADJD,88918
Konsens,NN,88910
Wappen,NN,88861
Stiefel,NN,88828
Athlet,NN,88815
Residenz,NN,88809
Galle,NN,88740
Inhaltsstoff,NN,88703
schlank,ADJD,88560
etablieren,VVINF,88538
nackt,ADJD,88459
Wichtigste,NN,88456
Automat,NN,88397
Dreieck,NN,88262
fortsetzen,VVINF,88214
Edelstahl,NN,88194
Look,NN,88158
sachen,ADJA,88097
Lieferzeit,NN,88065
Straßenbahn,NN,88013
Siegel,NN,87990
Familienmitglied,NN,87962
Altersvorsorge,NN,87961
Halo,NN,87956
Ring|Ringen,NN,87933
Werkstätte,NN,87902
Hauptrolle,NN,87854
Schema,NN,87821
Bremse|Bremsen,NN,87813
Ruhm,NN,87721
Initiator,NN,87680
Drehzahl,NN,87641
Queen,NN,87540
Backofen,NN,87494
Blu-Ray,NN,87484
loswerden,VVINF,87440
Wissenswerte,NN,87432
Außen,NN,87354
Braut,NN,87352
worden,ADJA,87273
Repertoire,NN,87264
u.v.m.,ADV,87171
Schutzumschlag,NN,87168
parat,ADJD,87151
Schach,NN,87146
Meisterwerk,NN,87117
Couch,NN,87102
blicken,VVINF,87079
Synagoge,NN,87072
Puppe,NN,87052
Zorn,NN,87030
outfit,ADJD,86963
Alpha,NN,86911
rauf,ADV,86873
jungüngst,ADJD,86865
Sonnabend,NN,86858
Graben,NN,86855
Schaffen,NN,86743
werben,VVINF,86736
weswegen,PWAV,86729
Arbeitsvertrag,NN,86661
stundenlang,ADJD,86656
quot,ADJD,86533
Freigabe,NN,86431
Blutdruck,NN,86417
Administrator,NN,86415
Datensatz,NN,86359
Audi,NN,86340
Zeitgenosse,NN,86326
Ehegatte,NN,86271
Propaganda,NN,86269
Podcast,NN,86224
kurzerhand,ADV,86193
bisweilen,ADV,86118
rasant,ADJA,86109
Stellenangebot,NN,86107
drucken,VVINF,86037
freitags,ADV,86020
Indiz,NN,85976
Sympathie,NN,85971
Rumpf,NN,85958
Kaufvertrag,NN,85953
Resort,NN,85916
Item,NN,85914
Horn,NN,85893
Stau,NN,85889
Cloud,NN,85869
Lehrbuch,NN,85859
Selbständige,NN,85847
Kampf|Kämpfen,NN,85786
Kombi,NN,85770
kündigen,VVINF,85758
Keks,NN,85753
Weite,NN,85749
Leere,NN,85719
Heu,NN,85717
edit,NN,85669
Jungfrau,NN,85649
schalten,VVINF,85594
ignorieren,VVINF,85584
worüber,PWAV,85557
Klo,NN,85463
Nacken,NN,85442
schlechthin,ADV,85422
sexy,ADJD,85413
Fachwissen,NN,85365
Vgl.,NN,85315
Rüge|Rügen,NN,85239
Flotte,NN,85196
Ski,NN,85176
Wohnsitz,NN,85035
Treiben,NN,85034
Teilhabe,NN,85028
Spielfeld,NN,84966
Arbeitstag,NN,84965
Alien,NN,84935
Theme,NN,84921
Wiedergabe,NN,84834
Renaissance,NN,84832
Ähnliche,NN,84759
Volt,NN,84754
gleichsam,ADJD,84687
Selbstmord,NN,84684
Disco,NN,84683
Sandstrand,NN,84674
Reiten,NN,84669
Vulkan,NN,84646
Kram,NN,84601
Baumarkt,NN,84560
Hoch,NN,84553
Schmetterling,NN,84495
Sitz|Sitzen,NN,84436
zwingen,VVINF,84412
Matrix,NN,84409
reif,ADJD,84343
krass,ADJA,84336
lebenslang,ADJA,84154
Mietvertrag,NN,84113
inwiefern,ADV,83989
m),NN,83937
FAQ,NN,83931
Blech,NN,83913
Terrorismus,NN,83855
mehrfach,ADJA,83823
Kolonie,NN,83772
Scheiß,NN,83719
Rückweg,NN,83676
Bart,NN,83645
Marine,NN,83589
ehesten,ADJD,83572
zehnt,ADJA,83552
Taube,NN,83552
p,ADJA,83539
Säure,NN,83536
Skizze,NN,83532
Schauspiel,NN,83518
reiten,VVINF,83474
binden,VVINF,83469
Themenbereich,NN,83444
Haupt,NN,83409
Grenzwert,NN,83220
spazieren,VVINF,83188
Surfen,NN,83186
Torchance,NN,83185
^^,ADJA,83153
Theologe,NN,83056
Bundesgerichtshof,NN,83013
Blatt|Blättern,NN,82936
Arbeitsweise,NN,82852
Indikator,NN,82656
reinigen,VVINF,82649
Sehen,NN,82508
i.d.R.,ADV,82472
Härte,NN,82423
Mikrofon,NN,82406
Ar,NN,82356
Amtszeit,NN,82311
Niederschlag,NN,82290
Klappe,NN,82273
Limit,NN,82190
Journalismus,NN,82148
hinauf,PTKVZ,82103
basteln,VVINF,82103
Werktag,NN,82057
selbstbewusst,ADJD,82031
Sparte,NN,82022
Alarm,NN,81978
wecken,VVINF,81914
letzt,ADJD,81893
freund,ADJD,81821
Frosch,NN,81804
Portfolio,NN,81725
UMTS,NN,81683
Halbinsel,NN,81659
Kindertagesstätte,NN,81645
Bademode,NN,81622
Record,NN,81595
Präparat,NN,81590
First,NN,81579
Gasthaus,NN,81572
garantieren,VVINF,81506
elementar,ADJA,81485
Handschrift,NN,81436
Touch,NN,81304
nebenan,ADV,81292
Rate,NN,81291
Tüte,NN,81257
Ultra,NN,81224
Manga,NN,81190
Psyche,NN,81180
w.,APPR,81136
Neustart,NN,81112
Bürgerinitiative,NN,81101
Hausarbeit,NN,81098
schwul,ADJA,81087
zeitgemäß,ADJA,81052
Tarifvertrag,NN,81018
Busch,NN,81007
Night,NN,80950
Kontaktdaten,NN,80936
Jeans,NN,80884
Tierschutz,NN,80856
Clip,NN,80842
Horror,NN,80774
Wortlaut,NN,80745
heilen,VVINF,80630
Sims,NN,80625
Sage|Sagen,NN,80613
Dose|Dosis,NN,80557
Gürtel,NN,80534
europaweit,ADJD,80513
Klage|Klagen,NN,80492
kombinieren,VVINF,80410
Sitzplatz,NN,80283
Todesfall,NN,80279
mies,ADJA,80176
Warte|Warten,NN,80174
Neuzeit,NN,80158
Matte,NN,80123
alias,ADV,80018
Schmutz,NN,79915
Klub,NN,79912
streichen,VVINF,79739
Webdesign,NN,79646
Lebensfreude,NN,79620
Hansestadt,NN,79573
Nudel,NN,79566
Preisvergleich,NN,79535
Dampf,NN,79529
III,NN,79512
blond,ADJA,79449
Shopping,NN,79431
Endspiel,NN,79430
hunderte,ADJA,79429
Leitlinie,NN,79336
Rückfahrt,NN,79304
Kult,NN,79113
Ego,NN,79109
Stadtgebiet,NN,79075
Flut,NN,79058
Schub,NN,79047
Leitfaden,NN,79009
Raumschiff,NN,78835
Trieb,NN,78833
Hexe,NN,78763
Panorama,NN,78738
Homöopathie,NN,78392
Studiengebühr,NN,78387
U-Bahn,NN,78359
Tatort,NN,78332
Postkarte,NN,78279
Soundtrack,NN,78219
Lebensstil,NN,78161
Augenmerk,NN,78126
Elektron,NN,78049
Zwilling,NN,78043
Computerspiel,NN,78042
Marktanteil,NN,77912
Inland,NN,77859
Gummi,NN,77771
decken,VVINF,77759
Tritt,NN,77750
transportieren,VVINF,77679
Pinsel,NN,77647
Pfosten,NN,77618
Sonnenuntergang,NN,77612
Landstraße,NN,77608
Facharzt,NN,77590
Wörterbuch,NN,77551
Schnecke,NN,77532
Latte,NN,77526
autonom,ADJA,77512
Schande,NN,77503
orange,ADJA,77486
Girokonto,NN,77457
Ebook,NN,77411
Foul,NN,77378
Koch,NN,77340
Altenheim,NN,77208
Routine,NN,77060
Devise,NN,77049
Run,NN,77011
Soziologie,NN,76941
Mütze,NN,76880
Koran,NN,76867
Normalfall,NN,76865
CMS,NN,76848
Sozialdemokrat,NN,76825
Radfahren,NN,76785
empfohlen,ADJA,76780
Thron,NN,76722
Knoblauch,NN,76675
Muslim,NN,76667
Pyramide,NN,76650
Tanzen,NN,76589
meistern,VVINF,76576
Skill,NN,76543
Delegierte,NN,76525
Widerruf,NN,76507
Kristall,NN,76492
Stockwerk,NN,76395
sinken,VVINF,76395
Rute,NN,76389
Pistole,NN,76353
fangen,VVINF,76324
reißen,VVINF,76290
Decke|Decken,NN,76156
sodann,ADV,76109
Oberlandesgericht,NN,76065
flott,ADJD,76046
Lenkrad,NN,76012
Ära,NN,76012
Bauarbeit,NN,75966
Laufbahn,NN,75962
weinen,VVINF,75911
frech,ADJD,75903
Bundesstaat,NN,75848
lenken,VVINF,75825
Molekül,NN,75772
Echo,NN,75748
Schacht,NN,75735
grausam,ADJD,75731
Psychiatrie,NN,75688
Jahrestag,NN,75683
mieten,VVINF,75678
Hörbuch,NN,75672
Ältere,NN,75594
Neonazi,NN,75577
Prospekt,NN,75466
Staatsanwalt,NN,75435
motivieren,VVINF,75414
Mais,NN,75365
Sprit,NN,75304
Parallele,NN,75251
Naturpark,NN,75186
Schranke,NN,75176
Privatsphäre,NN,75147
j.,APPR,75103
Schlaganfall,NN,75092
Strang,NN,75026
Energieeffizienz,NN,75007
Gilde,NN,74996
Tageslicht,NN,74948
Offensive,NN,74925
String,NN,74920
Portrait,NN,74880
Englische,NN,74875
obgleich,KOUS,74849
Lebensunterhalt,NN,74808
signifikant,ADJA,74784
Affäre,NN,74730
Werkstoff,NN,74675
Science,NN,74646
signifikant,ADJD,74622
Flora,NN,74595
hl,NN,74565
Interface,NN,74542
zeitnah,ADJD,74503
Reiseziel,NN,74473
Eck,NN,74377
Hörspiel,NN,74365
seitdem,KOUS,74349
Arbeitslosengeld,NN,74349
Olivenöl,NN,74324
Weinberg,NN,74319
mein,PPOSS,74297
Energieverbrauch,NN,74267
Buche,NN,74254
Zentrale,NN,74243
Klausel,NN,74227
Stoffwechsel,NN,74221
wochen,ADJD,74200
eisern,ADJA,74186
herein,PTKVZ,74181
fließen,VVINF,74169
Kommen,NN,74112
Damm,NN,74099
Addon,NN,74080
Palme,NN,74018
Trip,NN,74003
separat,ADJD,73937
Statue,NN,73917
sparsam,ADJD,73849
Pflegeheim,NN,73846
Regenwald,NN,73801
Rot,NN,73794
²,NN,73668
u,ADJA,73650
Soul,NN,73586
Guthaben,NN,73495
Letzte,NN,73479
Dunkeln,NN,73426
Süße,NN,73407
Bombe,NN,73353
Freiwillige,NN,73339
Selbstvertrauen,NN,73320
Date,NN,73289
widersprechen,VVINF,73273
Schauplatz,NN,73241
Elfe,NN,73221
Sportplatz,NN,73210
Narbe,NN,73198
souverän,ADJA,73156
Rettungsdienst,NN,73152
Etwas,NN,73151
Quark,NN,73127
kritisieren,VVINF,73127
Migrationshintergrund,NN,73053
Traffic,NN,73013
Pädagoge,NN,73004
immens,ADJA,72976
Inanspruchnahme,NN,72921
deutschlandweit,ADJD,72914
Schwede,NN,72903
Weide,NN,72889
Finanzmarkt,NN,72876
Tattoo,NN,72796
Bauweise,NN,72787
Bohne,NN,72779
Säugling,NN,72757
Depot,NN,72751
Map,NN,72726
Rauch,NN,72717
Satan,NN,72715
Appetit,NN,72684
Kissen,NN,72661
Garde,NN,72609
GHz,NN,72598
Fachzeitschrift,NN,72594
Acht,NN,72580
Frame,NN,72519
Pate,NN,72475
Remis,NN,72460
Buffet,NN,72417
existieren,VVINF,72409
robust,ADJD,72355
Schublade,NN,72354
Firefox,NN,72278
überein,PTKVZ,72274
Jahrbuch,NN,72243
roh,ADJA,72236
Go,NN,72223
Grube,NN,72191
Turbo,NN,72189
Esel,NN,72171
Dirigent,NN,72156
Matratze,NN,72140
Western,NN,72130
lahm,ADJD,72119
klick,ADV,72097
träumen,VVINF,72087
Missstand,NN,71954
Source,NN,71913
Made,NN,71872
Badewanne,NN,71865
Sporthalle,NN,71859
sachen,ADJD,71800
Feierabend,NN,71800
Schwule,NN,71775
Diakonie,NN,71765
°C,NN,71765
fürchten,VVINF,71750
Zweifelsfall,NN,71743
Projektor,NN,71739
schwer,PTKVZ,71631
imposant,ADJA,71572
Mine,NN,71567
Enzym,NN,71559
Spanisch,NN,71502
Musikschule,NN,71411
fossil,ADJA,71388
Leitbild,NN,71290
hochladen,VVINF,71265
näher,PTKVZ,71203
Cocktail,NN,71177
Holocaust,NN,71170
Segel,NN,71162
alleine,PTKVZ,71129
Weitergabe,NN,71121
Dschungel,NN,71089
Steg,NN,71087
brennen,VVINF,71082
a),ADJA,71048
Liebste,NN,71043
Naturschutzgebiet,NN,71036
Durst,NN,71031
Landkarte,NN,70999
PSP,NN,70988
Miss,NN,70949
Parade,NN,70921
Harz,NN,70843
Wollen,NN,70838
jedenfall,NN,70787
Elf,NN,70645
Bauvorhaben,NN,70640
rennen,VVINF,70624
Magnet,NN,70621
rücken,VVINF,70606
Kreuzfahrt,NN,70586
Theaterstück,NN,70580
Huf,NN,70555
Positive,NN,70540
Schlagzeug,NN,70526
Derby,NN,70520
Steckdose,NN,70374
westdeutsch,ADJA,70301
Schwierigkeitsgrad,NN,70281
Rektor,NN,70275
Arbeitswelt,NN,70221
Off,NN,70197
Dichte,NN,70197
Witwe,NN,70189
mies,ADJD,70168
Strauch,NN,70134
vollkommen,ADJA,70005
Lobby,NN,70001
Bulle,NN,69978
Titan,NN,69954
Reisebericht,NN,69937
Schweiß,NN,69924
Mausklick,NN,69838
SS,NN,69763
Frost,NN,69760
Access,NN,69760
Sockel,NN,69749
letzen,ADJA,69694
empfangen,VVINF,69684
norddeutsch,ADJA,69664
Schwelle,NN,69636
füttern,VVINF,69552
Gabel,NN,69537
v,ADJA,69518
Tausch,NN,69456
allererste,ADJA,69449
Rutsch,NN,69425
Schädel,NN,69383
Ross,NN,69332
Bargeld,NN,69270
Napoleon,NN,69231
Weingut,NN,69225
Wirbelsäule,NN,69206
wenigsten,ADV,69136
Schulzeit,NN,69136
Schwachstelle,NN,69132
Schärfe,NN,69132
Manuskript,NN,69121
Algorithmus,NN,69105
Buddha,NN,69076
Testen,NN,69046
gönnen,VVINF,69007
Biografie,NN,69003
Checkliste,NN,68997
Dialekt,NN,68958
LP,NN,68902
Bremse,NN,68857
Depp,NN,68834
Neukunde,NN,68823
Teilnehmerzahl,NN,68807
Kinofilm,NN,68792
Po,NN,68786
Country,NN,68782
Nach,ADV,68753
telefonieren,VVINF,68688
Ziege,NN,68680
Jugendhilfe,NN,68650
stoßen,VVINF,68585
Nähere,NN,68570
plazieren,VVINF,68564
ordnungsgemäß,ADJD,68562
linear,ADJA,68556
Rollstuhl,NN,68536
Control,NN,68443
Flatrate,NN,68409
Niedersachse,NN,68391
Dreh,NN,68379
Okay,NN,68365
Private,NN,68358
Pfote,NN,68348
Flugplatz,NN,68342
weitergeben,VVINF,68320
Kontaktaufnahme,NN,68320
Klartext,NN,68320
Faschismus,NN,68236
Fang,NN,68181
Selbsthilfe,NN,68159
adäquat,ADJA,68106
Jemand,NN,68101
Essay,NN,68091
Vizepräsident,NN,68060
rauchen,VVINF,67996
Marsch,NN,67993
Schraube,NN,67927
Rückrunde,NN,67923
Friede,NN,67893
Cache,NN,67884
Sieg|Siegen,NN,67849
agieren,VVINF,67844
Stromverbrauch,NN,67831
Knabe,NN,67816
Heide,NN,67784
reparieren,VVINF,67776
eben,ADJA,67769
Hygiene,NN,67768
Ende|Enden,NN,67728
Dilemma,NN,67673
Streitkraft,NN,67652
Digitalkamera,NN,67651
Biss,NN,67634
Landratsamt,NN,67630
lohnen,VVINF,67625
Schoß,NN,67623
Selbst,NN,67580
Keim,NN,67577
Wahlkreis,NN,67554
Fördermittel,NN,67528
Hausherr,NN,67480
Dunkel,NN,67460
punkten,VVINF,67458
Sessel,NN,67443
out,NN,67413
Weide|Weiden,NN,67392
Sequenz,NN,67362
Implantat,NN,67346
Kohlenhydrat,NN,67326
malen,VVINF,67310
heben,VVINF,67305
Panel,NN,67280
Maschinenbau,NN,67264
losgehen,VVINF,67246
Bude,NN,67209
CD-ROM,NN,67206
Safari,NN,67191
Wiedersehen,NN,67188
Kondom,NN,67101
Mast,NN,67017
montags,ADV,67004
Landtagswahl,NN,67002
kWh,NN,67001
Reisebüro,NN,66907
Spa,NN,66839
Debüt,NN,66786
Appell,NN,66731
Weizen,NN,66663
Tragödie,NN,66631
Slogan,NN,66606
LCD,NN,66529
Automobil,NN,66527
Sozialhilfe,NN,66523
Heimatstadt,NN,66520
Wette|Wetten,NN,66511
Exponat,NN,66492
dokumentieren,VVINF,66486
Klassenerhalt,NN,66385
Platine,NN,66382
College,NN,66368
strikt,ADJD,66360
Schaltfläche,NN,66352
Misstrauen,NN,66302
Rebell,NN,66285
senkrecht,ADJD,66253
Schlucht,NN,66252
Spezies,NN,66223
Kreisverband,NN,66186
Nische,NN,66177
Kopieren,NN,66164
Bundestagsabgeordnete,NN,66158
scheitern,VVINF,66148
Energy,NN,66110
flott,ADJA,66108
Rechtsstaat,NN,66084
Perle|Perlen,NN,66082
Obergeschoss,NN,66067
interpretieren,VVINF,65997
Endgerät,NN,65961
Kleidungsstück,NN,65931
Gameplay,NN,65922
hinunter,PTKVZ,65919
Hypothese,NN,65917
faul,ADJA,65880
Zombie,NN,65862
Kalorie,NN,65841
FB,NN,65743
Exil,NN,65724
Baumaßnahme,NN,65706
Hebamme,NN,65687
Schlafen,NN,65683
top,ADJA,65679
Ehrgeiz,NN,65671
Startschuss,NN,65638
Kommunismus,NN,65631
fies,ADJA,65619
Kosmos,NN,65586
Gurke,NN,65581
Nokia,NN,65578
Maustaste,NN,65564
Alge,NN,65510
Niederland,NN,65494
Wirkungsgrad,NN,65488
runterladen,VVINF,65486
Zinssatz,NN,65463
Play,NN,65435
ernst,PTKVZ,65414
Mobil|Mobile,NN,65340
Sachschaden,NN,65287
zocken,VVINF,65270
selten,ADV,65267
obendrein,ADV,65262
Public,NN,65223
Förderprogramm,NN,65154
Funktionsweise,NN,65115
ärgern,VVINF,65109
Regelfall,NN,65107
Schadstoff,NN,65074
Stätte,NN,65035
Chemikalie,NN,64998
meckern,VVINF,64965
hautnah,ADJD,64955
Bildungs,NN,64816
Stream,NN,64785
Screen,NN,64759
Baumwolle,NN,64736
Weihnachtsmann,NN,64709
Aura,NN,64705
Bikini,NN,64694
Bruchteil,NN,64678
Häftling,NN,64641
Stellplatz,NN,64637
schen,ADJA,64610
Sauce,NN,64596
dezent,ADJD,64592
Pforte,NN,64533
?...,NN,64515
Schadensersatz,NN,64483
Wohngebiet,NN,64475
Keyword,NN,64444
Hirte,NN,64433
Röhre,NN,64424
wandern,VVINF,64374
Defensive,NN,64332
Badeanzug,NN,64319
Tenor,NN,64301
Force,NN,64258
Demenz,NN,64249
Arbeitsrecht,NN,64249
Kathedrale,NN,64213
Südwesten,NN,64156
Rahmenprogramm,NN,64154
Trade,NN,64129
schwul,ADJD,64079
hauseigen,ADJA,64043
Maßgabe,NN,64024
Leuchte|Leuchten,NN,63955
Kommentator,NN,63934
drüben,ADV,63922
Poesie,NN,63888
Schulklasse,NN,63883
Sekt,NN,63780
Regelwerk,NN,63766
just,ADV,63747
Empfinden,NN,63707
Liberale,NN,63682
Menüpunkt,NN,63641
Ökologie,NN,63625
a.a.O.,ADV,63581
Flop,NN,63550
b),ADJA,63531
Celsius,NN,63525
Garnichts,NN,63497
Weihnachtsfest,NN,63486
matt,ADJD,63477
PR,NN,63476
Arbeitsamt,NN,63463
Visitenkarte,NN,63458
Stillstand,NN,63453
Zeitplan,NN,63407
Ehrenamt,NN,63355
starr,ADJA,63334
Königreich,NN,63299
Bombe|Bomben,NN,63299
spenden,VVINF,63283
Weihnachtszeit,NN,63276
ungeachtet,APPR,63276
Cockpit,NN,63253
Lake,NN,63246
barock,ADJA,63245
Pseudonym,NN,63195
neunt,ADJA,63170
Schnitt|Schnitte,NN,63165
Quadrat,NN,63122
Traube,NN,63120
Kritikpunkt,NN,63107
DNA,NN,63063
downloaden,VVINF,63021
Zweikampf,NN,63019
Briefkasten,NN,63004
weils,KOUS,62976
Eleganz,NN,62972
Finden,NN,62887
Henne,NN,62847
Kanone,NN,62808
hip,ADJD,62719
Stroh,NN,62650
Spielfilm,NN,62636
Vieh,NN,62591
Spring,NN,62579
Wette,NN,62537
Keyboard,NN,62472
Freibad,NN,62455
Webcam,NN,62446
Ork,NN,62422
se,ADJD,62418
selbst,PTKVZ,62409
Major,NN,62370
Mainstream,NN,62239
Strebe|Streben,NN,62223
Ren,NN,62222
Utopie,NN,62192
stürzen,VVINF,62160
Barriere,NN,62150
Bausatz,NN,62147
entlang,PTKVZ,62099
Zentralbank,NN,62079
Cabrio,NN,62054
Schreibweise,NN,62037
Kapsel,NN,61998
Alu,NN,61995
Bluetooth,NN,61984
Adel,NN,61975
punkt,PTKVZ,61930
Heimatland,NN,61927
vielerlei,ADJD,61922
Krankheitsbild,NN,61919
Joghurt,NN,61918
Skala,NN,61908
Farbton,NN,61877
Sonderangebot,NN,61838
Elternhaus,NN,61826
Extrem,NN,61818
Inbetriebnahme,NN,61808
Sonnenlicht,NN,61807
Turnhalle,NN,61766
Hierarchie,NN,61734
Skepsis,NN,61705
Galaxie,NN,61693
a),ADJD,61677
Rückenschmerz,NN,61657
Todesstrafe,NN,61647
Narr,NN,61644
Persönlichkeitsrecht,NN,61624
Milieu,NN,61620
Kreditinstitut,NN,61611
Volume,NN,61597
Salon,NN,61594
jagen,VVINF,61580
rechtsextrem,ADJA,61517
Handball,NN,61499
Speicher|Speichern,NN,61440
Videospiel,NN,61413
ALG,NN,61403
Ärmel,NN,61394
Bote,NN,61370
Echtzeit,NN,61355
Lamm,NN,61351
Historie,NN,61300
Tuning,NN,61290
u.U.,ADV,61259
Fee,NN,61255
nördlich,APPR,61178
Jet,NN,61157
teilhaben,VVINF,61134
Leserbrief,NN,61124
südlich,APPR,61112
Summe|Summen,NN,61104
Lokomotive,NN,61096
Rechtsextremismen,NN,61065
Strahl|Strahlen,NN,60988
seinerseits,ADV,60945
Kommunalwahl,NN,60924
Ohm,NN,60921
meinerseits,ADV,60895
Fußgängerzone,NN,60882
aktualisieren,VVINF,60870
wahren,VVINF,60850
Autonomie,NN,60809
Venus,NN,60752
Interessante,NN,60746
Grinsen,NN,60714
Handarbeit,NN,60683
Segel|Segeln,NN,60677
Lebensform,NN,60662
cd,NN,60641
Speicherplatz,NN,60609
bissl,ADV,60604
Diagramm,NN,60598
Spalte|Spalten,NN,60597
weiterempfehlen,VVINF,60593
Wein|Weinen,NN,60582
Schadensersatzanspruch,NN,60565
Inkrafttreten,NN,60546
ordnungsgemäß,ADJA,60545
Topic,NN,60525
Landesamt,NN,60503
Yacht,NN,60499
Videosequenz,NN,60476
Internetzugang,NN,60476
Festland,NN,60457
schräg,ADJA,60455
Postfach,NN,60434
Fohlen,NN,60431
Meeting,NN,60416
Polizeibeamte,NN,60404
Rechtsstreit,NN,60403
sonntags,ADV,60402
Tierart,NN,60391
rasant,ADJD,60358
at,ADJA,60330
Dokumentarfilm,NN,60297
Upgrade,NN,60281
Drive,NN,60280
regelrecht,ADJA,60249
Omega,NN,60226
Food,NN,60161
Oase,NN,60150
Rampe,NN,60127
Troll,NN,60112
Kindergeld,NN,60111
Baureihe,NN,60110
Endstufe,NN,60077
Parteitag,NN,60072
drittens,ADV,60011
Masche,NN,60009
Autohaus,NN,59990
pc,NN,59977
Jahrgangsstufe,NN,59967
Triumph,NN,59953
Hecke,NN,59921
Moslem,NN,59915
AK,NN,59887
Regionalliga,NN,59878
Sächsische,NN,59872
Brennstoff,NN,59856
Hochhaus,NN,59846
Fettsäure,NN,59793
empfinden,VVINF,59781
Landeskirche,NN,59778
Forst,NN,59747
Gasthof,NN,59717
Setting,NN,59712
Pleite,NN,59659
Schiri,NN,59649
Mathe,NN,59627
Flat,NN,59610
schmecken,VVINF,59605
Parole,NN,59598
Chirurgie,NN,59582
dB,NN,59530
Kurzgeschichte,NN,59516
zweitgroß,ADJA,59510
Zecke,NN,59509
fehl,PTKVZ,59509
Lehrplan,NN,59504
Fachanwalt,NN,59502
Lkw,NN,59499
z.,APPR,59498
Multimedia,NN,59398
Kraftstoff,NN,59391
Gr.,NN,59390
Aminosäure,NN,59367
Strafrecht,NN,59331
Movie,NN,59307
Israeli,NN,59300
Pfarrkirche,NN,59294
Engineering,NN,59288
Bookmark,NN,59251
fliehen,VVINF,59239
As,NN,59225
Talk,NN,59212
Hot,NN,59199
zuvor,PTKVZ,59195
Teilbereich,NN,59192
kaputt,ADJA,59183
Rückschlag,NN,59178
Tatbestand,NN,59146
Blinde,NN,59143
Wahlrecht,NN,59125
Komplex,NN,59104
Wasserstoff,NN,59095
schreien,VVINF,59093
RB,NN,58966
Hecht,NN,58823
Hengst,NN,58821
demonstrieren,VVINF,58817
Oberstufe,NN,58816
Kreistag,NN,58802
Mobbing,NN,58779
kraft,APPR,58765
Zitrone,NN,58756
Kaufmann,NN,58753
Rundschau,NN,58744
Endstand,NN,58733
sinngemäß,ADJD,58705
Tief,NN,58666
strikt,ADJA,58646
Macke,NN,58644
Grille|Grillen,NN,58628
Tabak,NN,58627
Tab,NN,58590
Radius,NN,58575
Reh,NN,58560
Orient,NN,58519
Tabellenplatz,NN,58487
Setup,NN,58447
Kleinstadt,NN,58443
Stopp,NN,58401
Lifestyle,NN,58351
Schriftzug,NN,58330
darüberhinaus,ADV,58327
Baron,NN,58325
Space,NN,58299
soft,ADJD,58244
Sauerland,NN,58163
Minus,NN,58123
Apparat,NN,58112
Freitagabend,NN,58101
Hype,ADJA,58100
heil,ADJD,58083
Fußboden,NN,58024
Äußere,NN,57934
Tacho,NN,57920
Dessousinsel,NN,57891
Manko,NN,57870
html,NN,57844
Buddhismus,NN,57831
Augenhöhe,NN,57827
indessen,ADV,57799
Zoom,NN,57772
Azubi,NN,57760
intakt,ADJA,57752
zeichnen,VVINF,57745
Stop,NN,57695
arg,ADJA,57671
vll,NN,57659
Blase,NN,57638
platt,ADJA,57613
wochen,ADJA,57602
Lesbe,NN,57581
Haube,NN,57567
ostdeutsch,ADJA,57546
Neuwahl,NN,57513
deuten,VVINF,57506
Nordosten,NN,57497
Tribüne,NN,57489
Mikro,NN,57464
Kost,NN,57431
sicherstellen,VVINF,57430
Lösungsansatz,NN,57416
Grundriss,NN,57409
Kragen,NN,57387
Asphalt,NN,57303
Senator,NN,57296
Fahrplan,NN,57291
Hausfrau,NN,57277
Dreharbeit,NN,57252
maßgeschneidert,ADJA,57243
Drang,NN,57231
selbstbewusst,ADJA,57224
Hypnose,NN,57191
exklusive,APPR,57182
