lemma,POS,freq
Tafel,NN,211343
schuld,ADJD,211339
Decke,NN,211300
Sünde,NN,209711
hängen,VVINF,209544
Diplom,NN,209533
Broschüre,NN,209492
Wohl,NN,208966
Stock,NN,208821
Villa,NN,208696
Alte,NN,208414
Pflanze,NN,207626
Topf,NN,207369
Rätsel,NN,206970
Kongress,NN,206962
Können,NN,206541
Pfad,NN,205201
Account,NN,204811
Stamm,NN,203470
reduzieren,VVINF,203359
Leiden,NN,203190
Gleiche,NN,203092
Episode,NN,202930
Zone,NN,202740
akzeptieren,VVINF,201860
fassen,VVINF,201734
leiden,VVINF,201624
Hölle,NN,201483
Jury,NN,201065
Kid,NN,200969
posten,VVINF,200922
Label,NN,199952
Papa,NN,199942
Schaf,NN,199612
Löwe,NN,199284
Stall,NN,198888
Chip,NN,198795
Wohnen,NN,198768
Miete,NN,198553
bilden,VVINF,198371
Lächeln,NN,197481
Konsole,NN,197343
Labor,NN,196670
Folie,NN,196277
wachsen,VVINF,195693
messen,VVINF,195674
Track,NN,195515
brauchen,VVINF,194990
Match,NN,194842
Jagd,NN,194811
Gramm,NN,194569
Höhle,NN,194182
weis,PTKVZ,193926
Fremde,NN,193851
Pirat,NN,193824
Laufen,NN,192984
Weiß,NN,192938
Franke,NN,192871
Pool,NN,192711
braun,ADJA,192117
braun,ADJD,108097
Hit,NN,191250
Gipfel,NN,190846
Budget,NN,190778
Winkel,NN,190742
Brille,NN,190540
Rose,NN,190384
reichen,VVINF,190035
kühl,ADJA,189982
kühl,ADJD,135536
Hundert,NN,188977
solide,ADJA,188963
solide,ADJD,45070
Kraut,NN,188901
Prognose,NN,188816
steigern,VVINF,188547
registrieren,VVINF,187797
flach,ADJA,187755
flach,ADJD,139936
flach,PTKVZ,11989
Oma,NN,187676
Bad,NN,187271
Streifen,NN,187117
Kulisse,NN,186457
Heim,NN,186299
Kartoffel,NN,186106
Jazz,NN,185968
Wunde,NN,185523
Fülle,NN,185213
Helm,NN,185084
Brett,NN,185035
Franzose,NN,184843
steigen,VVINF,184289
Café,NN,183585
Sack,NN,183553
Börse,NN,183497
gucken,VVINF,183488
Magen,NN,183467
Award,NN,182903
merken,VVINF,182710
Reiz,NN,182594
Mythos,NN,182479
Würde,NN,182469
Fonds,NN,181946
Port,NN,181756
stecken,VVINF,181344
Bug,NN,181268
Watt,NN,181082
investieren,VVINF,180710
trennen,VVINF,180698
Kürze,NN,180262
Faden,NN,180054
töten,VVINF,179332
Kälte,NN,178536
realisieren,VVINF,178531
Schlange,NN,178231
heran,PTKVZ,178166
konzentrieren,VVINF,178120
arg,ADJD,178104
arg,ADJA,57671
singen,VVINF,177998
schlau,ADJD,177908
schlau,ADJA,50901
Wut,NN,177630
Dusche,NN,177204
Differenz,NN,177017
sanft,ADJA,176945
sanft,ADJD,163446
Hass,NN,176916
Tank,NN,176005
Dom,NN,175807
Prophet,NN,175635
Bass,NN,175541
Kante,NN,175449
Smiley,NN,174791
Gras,NN,174540
Strich,NN,174526
Brand,NN,174398
drücken,VVINF,173552
frei,PTKVZ,172983
treu,ADJD,172803
treu,ADJA,138743
kontrollieren,VVINF,172086
pur,ADJD,171713
pur,ADJA,159063
Staub,NN,171680
Kranke,NN,171376
Segen,NN,171199
Diabetes,NN,170873
Kompromiss,NN,170785
schief,ADJD,170547
schief,ADJA,35332
stimmen,VVINF,170503
Wüste,NN,170452
Schrank,NN,170003
Mod,NN,169524
profitieren,VVINF,169509
probieren,VVINF,169417
wonach,PWAV,169240
Sensor,NN,169123
Patch,NN,168884
Laie,NN,168841
Kontinent,NN,168404
Fell,NN,168020
Rhythmus,NN,167661
Hase,NN,167601
akut,ADJA,167305
akut,ADJD,37475
inmitten,APPR,167210
fett,ADJA,167111
fett,ADJD,136368
Komfort,NN,167086
bitten,VVINF,167018
organisieren,VVINF,166917
Fakt,NN,166775
Huhn,NN,166478
Krone,NN,166154
greifen,VVINF,166136
Ostern,NN,166042
Maske,NN,165484
Teich,NN,165315
rege,ADJA,165172
rege,ADJD,18217
Pro,NN,164955
Pech,NN,164818
Arena,NN,164364
Halt,NN,163986
Käse,NN,163759
Index,NN,163751
Akt,NN,163622
Deckel,NN,163355
separat,ADJA,162581
separat,ADJD,73937
Leiche,NN,162054
Schlacht,NN,161926
Säule,NN,161817
lieben,VVINF,161791
Horizont,NN,161711
Dreck,NN,161318
unten,PTKVZ,161175
Wolf,NN,160949
Kilo,NN,160912
Salat,NN,160872
wach,ADJD,160580
wach,ADJA,26195
wach,PTKVZ,24623
Posten,NN,160419
Gabe,NN,160155
Eisen,NN,159256
Fassade,NN,159089
Chat,NN,158988
Hast,NN,158734
seiten,APPR,158278
Schau,NN,158261
Stille,NN,158096
Kerze,NN,157778
High,NN,157716
Kapitän,NN,157619
Gnade,NN,157331
Onkel,NN,157323
Fahne,NN,157231
Toilette,NN,157054
Diesel,NN,156970
Alt,NN,156303
Blitz,NN,156213
Münze,NN,156152
Bruch,NN,155920
Alp,NN,155811
Teppich,NN,155798
Kontrast,NN,155778
äußern,VVINF,155548
Rohr,NN,155277
Konkurrent,NN,155037
Drama,NN,155010
Lady,NN,154913
speichern,VVINF,154726
richten,VVINF,154548
studieren,VVINF,154368
planen,VVINF,154085
Mönch,NN,153820
Hügel,NN,153613
Comic,NN,153398
Jacke,NN,152903
kriegen,VVINF,152870
Nagel,NN,152809
Sektor,NN,152594
Dutzend,NN,152270
Tropfen,NN,152248
Ferne,NN,152240
Paradies,NN,151913
Kamerad,NN,151832
Ex,NN,151695
Elite,NN,150961
Richtige,NN,150684
Diät,NN,150492
schätzen,VVINF,150365
senden,VVINF,150101
Süd,NN,150100
Gunst,NN,150069
üben,VVINF,149801
Schalk,NN,149265
Lack,NN,149180
Rabatt,NN,148989
Fund,NN,148944
Defizit,NN,148939
Wurf,NN,148929
Tunnel,NN,148724
Bucht,NN,148643
Pfeil,NN,148370
Flamme,NN,148293
Zaun,NN,148132
Epoche,NN,147948
Schokolade,NN,147944
Zwang,NN,147848
Lektüre,NN,147805
Nebel,NN,147787
Creme,NN,147684
Pilz,NN,147658
Zwerg,NN,147601
Shop,NN,147569
Volumen,NN,147368
Bach,NN,147351
schick,ADJD,147122
schick,ADJA,140798
Zigarette,NN,147052
Arsch,NN,146668
Mühle,NN,146474
explizit,ADJD,146423
explizit,ADJA,36699
treten,VVINF,146355
Client,NN,146206
Justiz,NN,146205
Bonus,NN,145921
Kai,NN,145854
Achse,NN,145714
trainieren,VVINF,145674
Filiale,NN,145536
Schmuck,NN,145469
Stolz,NN,145206
feucht,ADJA,144849
feucht,ADJD,88918
Ofen,NN,144781
Pixel,NN,144430
Model,NN,144409
Zwiebel,NN,144377
kompakt,ADJA,144323
kompakt,ADJD,92385
Freie,NN,144321
Tasse,NN,144195
Fürst,NN,144172
Ambiente,NN,144085
Los,NN,143857
Reserve,NN,143814
produzieren,VVINF,143748
Heilige,NN,143696
nirgends,ADV,143485
Charme,NN,143092
integrieren,VVINF,142144
Lärm,NN,142097
Coach,NN,141970
Lok,NN,141656
buchen,VVINF,141627
buchen,ADJD,34334
Schöne,NN,141417
schießen,VVINF,141223
blind,ADJD,141212
blind,ADJA,117615
ran,PTKVZ,141028
ran,ADV,91186
Mechanismus,NN,141001
Atem,NN,140976
Schlauch,NN,140787
schenken,VVINF,140176
Taxi,NN,140032
Knopf,NN,139904
Kapelle,NN,139736
Zoo,NN,139617
Sauna,NN,139594
aktivieren,VVINF,139467
Käfig,NN,139260
Felge,NN,139060
laden,VVINF,138944
Allianz,NN,138917
Russe,NN,138173
Hang,NN,138050
Schiene,NN,138026
Vampir,NN,137836
Sofa,NN,137681
Extra,NN,137605
satt,ADJD,137335
satt,ADJA,101564
Lexikon,NN,137221
Audio,NN,136779
Haken,NN,136747
gen,APPR,136717
Tante,NN,136409
Philosoph,NN,136075
zart,ADJA,136068
zart,ADJD,53139
Felsen,NN,135936
Cookie,NN,135882
Brunnen,NN,135799
Tuch,NN,135385
Kneipe,NN,135223
Dämon,NN,134990
Terror,NN,134966
Plus,NN,134886
Tumor,NN,133754
Faust,NN,133663
nieder,PTKVZ,133513
Kommando,NN,133204
steil,ADJA,132806
steil,ADJD,108647
senken,VVINF,132701
Moderne,NN,132657
treiben,VVINF,132561
souverän,ADJD,132502
souverän,ADJA,73156
Stirn,NN,131935
klicken,VVINF,131639
Hürde,NN,131476
Zweite,NN,131189
Cup,NN,131021
Bock,NN,130932
Pille,NN,130845
steuern,VVINF,130558
krass,ADJD,130063
krass,ADJA,84336
Review,NN,130024
Glanz,NN,129579
Akzent,NN,129569
Orden,NN,129514
Patent,NN,129456
Trinken,NN,129093
Zettel,NN,129051
Schale,NN,128973
Same,NN,128838
Trikot,NN,128826
Türke,NN,128808
Sattel,NN,128307
Camp,NN,128182
zählen,VVINF,128153
finanzieren,VVINF,127311
binnen,APPR,127093
Güte,NN,126980
Schweigen,NN,126743
Mehl,NN,126661
Saft,NN,126647
Luxus,NN,126180
Export,NN,125919
Luke,NN,125883
Duell,NN,125754
stören,VVINF,125682
zivil,ADJA,125652
zivil,ADJD,17558
Kostüm,NN,125608
Suppe,NN,125431
identifizieren,VVINF,125403
Crew,NN,125189
meinen,VVINF,124737
konstant,ADJD,124656
konstant,ADJA,90696
Palette,NN,124514
mild,ADJA,124345
mild,ADJD,45678
worum,PWAV,124207
Teig,NN,124088
Graf,NN,123795
happy,ADJD,123788
Wild,NN,123730
Boy,NN,123639
Reis,NN,123548
Knoten,NN,123440
Gleis,NN,123391
Wirken,NN,123298
Ast,NN,122974
Variable,NN,122855
reisen,VVINF,122838
Flecken,NN,122598
Diskurs,NN,122476
acht,ADJA,122237
Ventil,NN,121993
springen,VVINF,121925
schaden,VVINF,121741
Honig,NN,121678
indirekt,ADJD,121578
indirekt,ADJA,96488
Yoga,NN,121264
Fahren,NN,121167
Mini,NN,121071
Stahl,NN,121024
Ratte,NN,120890
Attacke,NN,120840
Blau,NN,120754
Pizza,NN,120714
gründen,VVINF,120582
kochen,VVINF,120570
Pfund,NN,120526
Duo,NN,120295
Tomate,NN,120281
Rind,NN,119878
füllen,VVINF,119847
Bauen,NN,119624
Wurst,NN,119597
Gift,NN,119511
Schwimmen,NN,119486
Metropole,NN,119324
fix,ADJD,118987
fix,ADJA,55215
File,NN,118982
Seil,NN,118966
Boss,NN,118911
Taste,NN,118910
Bike,NN,118900
Prinz,NN,118873
Stange,NN,118628
faul,ADJD,118431
faul,ADJA,65880
Etappe,NN,118392
definieren,VVINF,118373
smart,ADJD,118235
smart,ADJA,21465
Stift,NN,118182
Karton,NN,118075
pflegen,VVINF,117995
Biene,NN,117922
willen,APPO,117832
Wurm,NN,117603
Insekt,NN,117224
Riss,NN,117080
Regime,NN,117058
Shirt,NN,116800
Hemd,NN,116782
Schock,NN,116767
raten,VVINF,116728
nass,ADJD,116591
nass,ADJA,106232
Orgel,NN,116566
Bob,NN,116532
Agent,NN,116242
Klamotte,NN,116066
brav,ADJD,115982
brav,ADJA,47854
Spam,NN,115874
präzise,ADJD,115769
präzise,ADJA,113131
Part,NN,115489
nackt,ADJA,115455
nackt,ADJD,88459
Punk,NN,115372
Fähre,NN,115267
stoppen,VVINF,115213
scheiß,ADJA,115165
Agenda,NN,115055
Kuss,NN,114777
Pumpe,NN,114688
Balance,NN,114664
Rakete,NN,114649
wundern,VVINF,114398
Hirn,NN,114161
Schrecken,NN,114119
Heil,NN,114002
Nest,NN,113994
Doppel,NN,113250
wider,APPR,112741
wider,PTKVZ,96159
klappen,VVINF,112606
Notiz,NN,112505
Takt,NN,112433
Kabine,NN,112197
Style,NN,112164
Riese,NN,112040
Sturz,NN,111942
Sterben,NN,111873
defekt,ADJD,111674
defekt,ADJA,103222
davon,PTKVZ,111415
Ami,NN,111371
Zweig,NN,111323
Attribut,NN,111269
Stab,NN,111245
Mantel,NN,110850
Taufe,NN,110800
tauschen,VVINF,110752
Photo,NN,110723
circa,ADV,110573
Predigt,NN,110559
kopieren,VVINF,110380
Draht,NN,110342
Lunge,NN,110300
Atom,NN,110222
klug,ADJA,110177
klug,ADJD,108958
Wäsche,NN,110053
Schwarze,NN,110046
Klient,NN,109992
orientieren,VVINF,109414
Flanke,NN,109392
Lupe,NN,109374
Leine,NN,109248
Korn,NN,109043
Moor,NN,108801
Rasen,NN,108708
packen,VVINF,108568
Szenario,NN,108558
Speed,NN,108503
Niere,NN,108461
spitz,ADJA,108377
spitz,ADJD,27517
Brauch,NN,108273
Opa,NN,108172
Guide,NN,107898
Chart,NN,107655
Trost,NN,107352
wagen,VVINF,107350
Report,NN,107240
Pastor,NN,107142
Ost,NN,106898
wohnen,VVINF,106646
Quatsch,NN,106531
Stich,NN,106357
Krimi,NN,106350
rufen,VVINF,106325
Ozean,NN,106284
Bande,NN,106227
landen,VVINF,106065
Tun,NN,106062
Scheitern,NN,106041
Funk,NN,105961
robust,ADJA,105928
robust,ADJD,72355
regeln,VVINF,105921
dato,ADV,105921
Campus,NN,105894
Rendite,NN,105775
Hormon,NN,105734
Pfanne,NN,105732
reif,ADJA,105715
reif,ADJD,84343
Scheiße,NN,105268
Stick,NN,105173
Opus,NN,105028
Schwanz,NN,104995
schweigen,VVINF,104964
Affe,NN,104769
Wehr,NN,104725
inne,PTKVZ,104645
Sklave,NN,104599
Rekord,NN,104441
siebt,ADJA,104341
Icon,NN,104035
Import,NN,104024
silbern,ADJA,103831
Sau,NN,103809
Rache,NN,103773
Zyklus,NN,103743
Flair,NN,103723
korrigieren,VVINF,103606
Darm,NN,103593
Mars,NN,103475
Sahne,NN,103464
Pack,NN,103435
schieben,VVINF,103266
Bachelor,NN,103249
Weib,NN,103127
brechen,VVINF,103064
Lord,NN,103029
Ruine,NN,102604
Socke,NN,102586
heiraten,VVINF,102434
Fluch,NN,102287
Wirt,NN,102169
Glocke,NN,102151
Ampel,NN,101878
Würfel,NN,101818
Medaille,NN,101695
Haben,NN,101494
Spalte,NN,101464
Suite,NN,101219
Grill,NN,101197
engagieren,VVINF,101167
Sucht,NN,101015
Treue,NN,100936
leiten,VVINF,100856
Wange,NN,100844
Deck,NN,100729
Pop,NN,100431
Palast,NN,100426
Wandern,NN,100363
Pony,NN,100230
Dose,NN,99909
Gasse,NN,99823
Idiot,NN,99737
Hall,NN,99469
Maul,NN,99346
Meile,NN,99244
Subjekt,NN,99196
schneiden,VVINF,99017
Grün,NN,98879
Hebel,NN,98769
not,PTKVZ,98758
Brite,NN,98698
Schirm,NN,98575
Stempel,NN,98376
Klischee,NN,98282
Furcht,NN,98237
danken,VVINF,98225
klingen,VVINF,98174
Sir,NN,98116
Spot,NN,98103
Prämie,NN,98046
Nadel,NN,97904
Applaus,NN,97896
Schüssel,NN,97756
Korb,NN,97700
Hülle,NN,97650
Balken,NN,97573
kommentieren,VVINF,97569
Hauch,NN,97493
fertig,PTKVZ,97440
wehren,VVINF,97240
Aroma,NN,96972
Fresse,NN,96865
optimieren,VVINF,96859
enden,VVINF,96853
schlank,ADJA,96782
schlank,ADJD,88560
Nuss,NN,96779
mini,ADJA,96771
worin,PWAV,96696
tanzen,VVINF,96189
Fass,NN,96183
Okay,ADJD,96136
Okay,NN,68365
Hai,NN,96125
Rüde,NN,96033
Flagge,NN,96028
streiten,VVINF,95966
Skript,NN,95893
Frust,NN,95756
Lüge,NN,95740
Satellit,NN,95712
fordern,VVINF,95708
Fuchs,NN,95696
Fleck,NN,95640
Apostel,NN,95461
Piste,NN,95333
Asche,NN,95318
Heck,NN,94895
prompt,ADJD,94695
prompt,ADJA,12871
Periode,NN,94287
Hören,NN,94275
waschen,VVINF,94250
Hahn,NN,94241
Fehlen,NN,94200
schwimmen,VVINF,94148
Elend,NN,94148
Scherz,NN,94116
Matt,NN,93659
rosa,ADJD,93637
schräg,ADJD,93623
schräg,ADJA,60455
rauh,ADJA,93506
rauh,ADJD,39844
Birne,NN,93469
Bann,NN,93465
fressen,VVINF,93426
Genau,ADV,93162
doll,ADJD,93120
doll,ADJA,53404
Soll,NN,92920
Modem,NN,92864
Puls,NN,92863
Dieb,NN,92830
Orange,NN,92732
Tugend,NN,92728
kommunizieren,VVINF,92587
Kita,NN,92432
widmen,VVINF,92315
Banane,NN,92168
Casino,NN,91988
Advent,NN,91896
City,NN,91784
Öffnen,NN,91774
Blockade,NN,91692
Neid,NN,91690
fotografieren,VVINF,91629
formulieren,VVINF,91508
Accessoire,NN,91353
Stute,NN,91319
Base,NN,91129
Sitte,NN,91007
Trio,NN,90989
Porto,NN,90880
Haft,NN,90794
kopf,PTKVZ,90748
Übel,NN,90713
Bronze,NN,90294
Solo,NN,90191
Hüfte,NN,90125
platt,ADJD,90052
platt,ADJA,57613
Glied,NN,89964
Profit,NN,89761
Fort,NN,89711
Schrott,NN,89666
Pokémon,NN,89656
Porträt,NN,89599
markant,ADJA,89595
markant,ADJD,17069
preis,PTKVZ,89418
preis,VVINF,12418
Polo,NN,89408
Spritze,NN,89405
Enkel,NN,89364
Dosis,NN,89296
Moschee,NN,89208
Facette,NN,89180
Clan,NN,89147
Krebs,NN,89040
Senf,NN,89005
Card,NN,88994
Konsens,NN,88910
Wappen,NN,88861
Stiefel,NN,88828
Athlet,NN,88815
Galle,NN,88740
etablieren,VVINF,88538
Look,NN,88158
Siegel,NN,87990
Halo,NN,87956
Schema,NN,87821
Ruhm,NN,87721
Queen,NN,87540
Außen,NN,87354
Braut,NN,87352
worden,ADJA,87273
Repertoire,NN,87264
parat,ADJD,87151
Schach,NN,87146
Couch,NN,87102
blicken,VVINF,87079
Synagoge,NN,87072
Puppe,NN,87052
Zorn,NN,87030
Alpha,NN,86911
rauf,ADV,86873
Graben,NN,86855
Schaffen,NN,86743
werben,VVINF,86736
Audi,NN,86340
Propaganda,NN,86269
rasant,ADJA,86109
rasant,ADJD,60358
drucken,VVINF,86037
Indiz,NN,85976
Rumpf,NN,85958
Resort,NN,85916
Item,NN,85914
Horn,NN,85893
Stau,NN,85889
Cloud,NN,85869
Kombi,NN,85770
kündigen,VVINF,85758
Keks,NN,85753
Heu,NN,85717
schalten,VVINF,85594
ignorieren,VVINF,85584
Klo,NN,85463
Nacken,NN,85442
sexy,ADJD,85413
sexy,ADJA,40595
Flotte,NN,85196
Ski,NN,85176
Treiben,NN,85034
Alien,NN,84935
Renaissance,NN,84832
Volt,NN,84754
Disco,NN,84683
Reiten,NN,84669
Vulkan,NN,84646
Kram,NN,84601
Hoch,NN,84553
zwingen,VVINF,84412
Matrix,NN,84409
Blech,NN,83913
Kolonie,NN,83772
Scheiß,NN,83719
Bart,NN,83645
Marine,NN,83589
Taube,NN,83552
Skizze,NN,83532
reiten,VVINF,83474
binden,VVINF,83469
Haupt,NN,83409
spazieren,VVINF,83188
Surfen,NN,83186
Theologe,NN,83056
reinigen,VVINF,82649
Sehen,NN,82508
Klappe,NN,82273
Limit,NN,82190
basteln,VVINF,82103
Sparte,NN,82022
Alarm,NN,81978
wecken,VVINF,81914
freund,ADJD,81821
Frosch,NN,81804
Record,NN,81595
First,NN,81579
garantieren,VVINF,81506
elementar,ADJA,81485
elementar,ADJD,19769
Touch,NN,81304
Rate,NN,81291
Tüte,NN,81257
Ultra,NN,81224
Manga,NN,81190
Psyche,NN,81180
schwul,ADJA,81087
schwul,ADJD,64079
Busch,NN,81007
Jeans,NN,80884
Clip,NN,80842
Horror,NN,80774
heilen,VVINF,80630
Sims,NN,80625
Gürtel,NN,80534
kombinieren,VVINF,80410
mies,ADJA,80176
mies,ADJD,70168
Matte,NN,80123
alias,ADV,80018
Schmutz,NN,79915
Klub,NN,79912
streichen,VVINF,79739
Nudel,NN,79566
Dampf,NN,79529
blond,ADJA,79449
blond,ADJD,43232
Kult,NN,79113
Ego,NN,79109
Flut,NN,79058
Schub,NN,79047
Trieb,NN,78833
Hexe,NN,78763
Panorama,NN,78738
Elektron,NN,78049
Zwilling,NN,78043
Inland,NN,77859
Gummi,NN,77771
decken,VVINF,77759
Tritt,NN,77750
transportieren,VVINF,77679
Pinsel,NN,77647
Pfosten,NN,77618
Schnecke,NN,77532
Latte,NN,77526
Schande,NN,77503
orange,ADJA,77486
Foul,NN,77378
Koch,NN,77340
Routine,NN,77060
Devise,NN,77049
Run,NN,77011
Mütze,NN,76880
Koran,NN,76867
Thron,NN,76722
Knoblauch,NN,76675
Muslim,NN,76667
Pyramide,NN,76650
Tanzen,NN,76589
meistern,VVINF,76576
Delegierte,NN,76525
Kristall,NN,76492
sinken,VVINF,76395
Rute,NN,76389
Pistole,NN,76353
fangen,VVINF,76324
reißen,VVINF,76290
flott,ADJD,76046
flott,ADJA,66108
Ära,NN,76012
weinen,VVINF,75911
frech,ADJD,75903
frech,ADJA,48672
lenken,VVINF,75825
Molekül,NN,75772
Echo,NN,75748
Schacht,NN,75735
mieten,VVINF,75678
Prospekt,NN,75466
motivieren,VVINF,75414
Mais,NN,75365
Sprit,NN,75304
Schranke,NN,75176
Strang,NN,75026
Gilde,NN,74996
String,NN,74920
Portrait,NN,74880
Affäre,NN,74730
Flora,NN,74595
Eck,NN,74377
mein,PPOSS,74297
Buche,NN,74254
Zentrale,NN,74243
Klausel,NN,74227
eisern,ADJA,74186
eisern,ADJD,10335
fließen,VVINF,74169
Kommen,NN,74112
Damm,NN,74099
Palme,NN,74018
Trip,NN,74003
Statue,NN,73917
Rot,NN,73794
Soul,NN,73586
Letzte,NN,73479
Süße,NN,73407
Bombe,NN,73353
Date,NN,73289
Elfe,NN,73221
Narbe,NN,73198
Etwas,NN,73151
Quark,NN,73127
kritisieren,VVINF,73127
Pädagoge,NN,73004
immens,ADJA,72976
immens,ADJD,48479
Schwede,NN,72903
Weide,NN,72889
Tattoo,NN,72796
Bohne,NN,72779
Depot,NN,72751
Rauch,NN,72717
Satan,NN,72715
Appetit,NN,72684
Kissen,NN,72661
Garde,NN,72609
Acht,NN,72580
Pate,NN,72475
Remis,NN,72460
Buffet,NN,72417
existieren,VVINF,72409
roh,ADJA,72236
roh,ADJD,41103
Go,NN,72223
Grube,NN,72191
Turbo,NN,72189
Esel,NN,72171
Matratze,NN,72140
Western,NN,72130
lahm,ADJD,72119
lahm,ADJA,21989
klick,ADV,72097
träumen,VVINF,72087
Made,NN,71872
Schwule,NN,71775
fürchten,VVINF,71750
schwer,PTKVZ,71631
Mine,NN,71567
Enzym,NN,71559
Spanisch,NN,71502
fossil,ADJA,71388
Holocaust,NN,71170
Segel,NN,71162
Dschungel,NN,71089
Steg,NN,71087
brennen,VVINF,71082
Durst,NN,71031
Miss,NN,70949
Parade,NN,70921
Harz,NN,70843
Wollen,NN,70838
Elf,NN,70645
rennen,VVINF,70624
Magnet,NN,70621
rücken,VVINF,70606
Huf,NN,70555
Derby,NN,70520
Rektor,NN,70275
Off,NN,70197
Dichte,NN,70197
Witwe,NN,70189
Strauch,NN,70134
Lobby,NN,70001
Bulle,NN,69978
Titan,NN,69954
Schweiß,NN,69924
Frost,NN,69760
Sockel,NN,69749
empfangen,VVINF,69684
empfangen,ADJA,20930
Schwelle,NN,69636
füttern,VVINF,69552
Gabel,NN,69537
Tausch,NN,69456
Rutsch,NN,69425
Schädel,NN,69383
Ross,NN,69332
Manuskript,NN,69121
Algorithmus,NN,69105
Buddha,NN,69076
Testen,NN,69046
gönnen,VVINF,69007
Dialekt,NN,68958
Bremse,NN,68857
Depp,NN,68834
Po,NN,68786
Country,NN,68782
Nach,ADV,68753
telefonieren,VVINF,68688
Ziege,NN,68680
stoßen,VVINF,68585
plazieren,VVINF,68564
linear,ADJA,68556
linear,ADJD,40466
Dreh,NN,68379
Private,NN,68358
Pfote,NN,68348
Fang,NN,68181
adäquat,ADJA,68106
adäquat,ADJD,34784
Jemand,NN,68101
Essay,NN,68091
rauchen,VVINF,67996
Marsch,NN,67993
Schraube,NN,67927
Friede,NN,67893
Cache,NN,67884
agieren,VVINF,67844
Knabe,NN,67816
Heide,NN,67784
reparieren,VVINF,67776
Hygiene,NN,67768
Dilemma,NN,67673
Biss,NN,67634
lohnen,VVINF,67625
Schoß,NN,67623
Selbst,NN,67580
Keim,NN,67577
Dunkel,NN,67460
Sessel,NN,67443
out,NN,67413
malen,VVINF,67310
heben,VVINF,67305
Panel,NN,67280
Bude,NN,67209
Safari,NN,67191
Kondom,NN,67101
Mast,NN,67017
Spa,NN,66839
Debüt,NN,66786
Appell,NN,66731
Weizen,NN,66663
Slogan,NN,66606
dokumentieren,VVINF,66486
Platine,NN,66382
College,NN,66368
strikt,ADJD,66360
strikt,ADJA,58646
Rebell,NN,66285
Schlucht,NN,66252
Spezies,NN,66223
Nische,NN,66177
Kopieren,NN,66164
scheitern,VVINF,66148
interpretieren,VVINF,65997
Hypothese,NN,65917
Zombie,NN,65862
Exil,NN,65724
Hebamme,NN,65687
Schlafen,NN,65683
fies,ADJA,65619
fies,ADJD,43429
Kosmos,NN,65586
Gurke,NN,65581
Nokia,NN,65578
Alge,NN,65510
ernst,PTKVZ,65414
zocken,VVINF,65270
ärgern,VVINF,65109
Stätte,NN,65035
meckern,VVINF,64965
Stream,NN,64785
Aura,NN,64705
Bikini,NN,64694
Sauce,NN,64596
Pforte,NN,64533
Hirte,NN,64433
Röhre,NN,64424
wandern,VVINF,64374
Tenor,NN,64301
Kathedrale,NN,64213
Sekt,NN,63780
just,ADV,63747
Flop,NN,63550
Celsius,NN,63525
matt,ADJD,63477
matt,ADJA,42437
starr,ADJA,63334
starr,ADJD,39734
spenden,VVINF,63283
Lake,NN,63246
barock,ADJA,63245
Quadrat,NN,63122
Traube,NN,63120
Finden,NN,62887
Henne,NN,62847
Kanone,NN,62808
hip,ADJD,62719
hip,ADJA,13862
Stroh,NN,62650
Vieh,NN,62591
Spring,NN,62579
Wette,NN,62537
Ork,NN,62422
Major,NN,62370
Ren,NN,62222
stürzen,VVINF,62160
Barriere,NN,62150
Kapsel,NN,61998
Alu,NN,61995
Adel,NN,61975
punkt,PTKVZ,61930
Joghurt,NN,61918
Skala,NN,61908
Extrem,NN,61818
Skepsis,NN,61705
Narr,NN,61644
Milieu,NN,61620
Salon,NN,61594
jagen,VVINF,61580
Ärmel,NN,61394
Bote,NN,61370
Lamm,NN,61351
Tuning,NN,61290
Fee,NN,61255
Jet,NN,61157
Ohm,NN,60921
aktualisieren,VVINF,60870
wahren,VVINF,60850
Venus,NN,60752
Interessante,NN,60746
Grinsen,NN,60714
Diagramm,NN,60598
Yacht,NN,60499
Fohlen,NN,60431
Drive,NN,60280
Omega,NN,60226
Food,NN,60161
Oase,NN,60150
Rampe,NN,60127
Troll,NN,60112
Masche,NN,60009
Triumph,NN,59953
Hecke,NN,59921
Moslem,NN,59915
Forst,NN,59747
Pleite,NN,59659
Mathe,NN,59627
schmecken,VVINF,59605
Parole,NN,59598
Zecke,NN,59509
fehl,PTKVZ,59509
Movie,NN,59307
fliehen,VVINF,59239
As,NN,59225
Talk,NN,59212
Komplex,NN,59104
schreien,VVINF,59093
Hecht,NN,58823
Hengst,NN,58821
demonstrieren,VVINF,58817
kraft,APPR,58765
Zitrone,NN,58756
Tief,NN,58666
Macke,NN,58644
Tabak,NN,58627
Tab,NN,58590
Radius,NN,58575
Reh,NN,58560
Orient,NN,58519
Setup,NN,58447
Stopp,NN,58401
Baron,NN,58325
soft,ADJD,58244
Minus,NN,58123
Hype,ADJA,58100
heil,ADJD,58083
heil,ADJA,47104
Tacho,NN,57920
Manko,NN,57870
Zoom,NN,57772
intakt,ADJA,57752
intakt,ADJD,29216
zeichnen,VVINF,57745
Stop,NN,57695
Blase,NN,57638
Lesbe,NN,57581
Haube,NN,57567
deuten,VVINF,57506
Tribüne,NN,57489
Mikro,NN,57464
Kost,NN,57431
Kragen,NN,57387
Asphalt,NN,57303
Drang,NN,57231
Hypnose,NN,57191
Farm,NN,57096
