sfx,iter,period,factor,sample_size,n_types,entropy
er,56,1750-1849,0.0625,4,4,2.0
er,57,1750-1849,1.0,57,24,4.0137569532575315
er,57,1750-1849,0.5,29,16,3.676440908696869
er,57,1750-1849,0.25,15,10,3.056564762130954
er,57,1750-1849,0.125,8,4,1.811278124459133
er,57,1750-1849,0.0625,4,4,2.0
er,58,1750-1849,1.0,57,24,4.0137569532575315
er,58,1750-1849,0.5,29,17,3.755423462333189
er,58,1750-1849,0.25,15,10,3.139572261986723
er,58,1750-1849,0.125,8,7,2.75
er,58,1750-1849,0.0625,4,3,1.5
er,59,1750-1849,1.0,57,24,4.0137569532575315
er,59,1750-1849,0.5,29,16,3.547084014748141
er,59,1750-1849,0.25,15,10,3.056564762130954
er,59,1750-1849,0.125,8,7,2.75
er,59,1750-1849,0.0625,4,3,1.5
er,60,1750-1849,1.0,57,24,4.0137569532575315
er,60,1750-1849,0.5,29,12,3.0340550299696036
er,60,1750-1849,0.25,15,11,3.240223928941852
er,60,1750-1849,0.125,8,4,1.5487949406953987
er,60,1750-1849,0.0625,4,4,2.0
er,61,1750-1849,1.0,57,24,4.0137569532575315
er,61,1750-1849,0.5,29,16,3.547636167541365
er,61,1750-1849,0.25,15,10,3.189898095464288
er,61,1750-1849,0.125,8,5,2.1556390622295667
er,61,1750-1849,0.0625,4,4,2.0
er,62,1750-1849,1.0,57,24,4.0137569532575315
er,62,1750-1849,0.5,29,16,3.676440908696869
er,62,1750-1849,0.25,15,9,2.9232314287976213
er,62,1750-1849,0.125,8,6,2.4056390622295667
er,62,1750-1849,0.0625,4,3,1.5
er,63,1750-1849,1.0,57,24,4.0137569532575315
er,63,1750-1849,0.5,29,15,3.646966668273649
er,63,1750-1849,0.25,15,9,2.866247897312731
er,63,1750-1849,0.125,8,5,2.1556390622295667
er,63,1750-1849,0.0625,4,4,2.0
er,64,1750-1849,1.0,57,24,4.0137569532575315
er,64,1750-1849,0.5,29,13,3.314156859501124
er,64,1750-1849,0.25,15,8,2.682588730501833
er,64,1750-1849,0.125,8,7,2.75
er,64,1750-1849,0.0625,4,3,1.5
er,65,1750-1849,1.0,57,24,4.0137569532575315
er,65,1750-1849,0.5,29,14,3.3836745295357282
er,65,1750-1849,0.25,15,12,3.456564762130954
er,65,1750-1849,0.125,8,7,2.75
er,65,1750-1849,0.0625,4,4,2.0
er,66,1750-1849,1.0,57,24,4.0137569532575315
er,66,1750-1849,0.5,29,16,3.672997271796528
er,66,1750-1849,0.25,15,11,3.240223928941852
er,66,1750-1849,0.125,8,7,2.75
er,66,1750-1849,0.0625,4,4,2.0
er,67,1750-1849,1.0,57,24,4.0137569532575315
er,67,1750-1849,0.5,29,17,3.7714370294611252
er,67,1750-1849,0.25,15,8,2.599581230646064
er,67,1750-1849,0.125,8,7,2.75
er,67,1750-1849,0.0625,4,4,2.0
er,68,1750-1849,1.0,57,24,4.0137569532575315
er,68,1750-1849,0.5,29,13,3.2592041683482518
er,68,1750-1849,0.25,15,9,2.866247897312731
er,68,1750-1849,0.125,8,5,2.0
er,68,1750-1849,0.0625,4,3,1.5
er,69,1750-1849,1.0,57,24,4.0137569532575315
er,69,1750-1849,0.5,29,17,3.6335059949783672
er,69,1750-1849,0.25,15,10,3.056564762130954
er,69,1750-1849,0.125,8,5,2.1556390622295667
er,69,1750-1849,0.0625,4,3,1.5
er,70,1750-1849,1.0,57,24,4.0137569532575315
er,70,1750-1849,0.5,29,16,3.715932185515029
er,70,1750-1849,0.25,15,8,2.732914563979398
er,70,1750-1849,0.125,8,5,2.1556390622295667
er,70,1750-1849,0.0625,4,3,1.5
er,71,1750-1849,1.0,57,24,4.0137569532575315
er,71,1750-1849,0.5,29,19,3.9783335811852627
er,71,1750-1849,0.25,15,12,3.506890595608519
er,71,1750-1849,0.125,8,5,2.25
er,71,1750-1849,0.0625,4,4,2.0
er,72,1750-1849,1.0,57,24,4.0137569532575315
er,72,1750-1849,0.5,29,18,3.685567202024123
er,72,1750-1849,0.25,15,10,3.1068905956085193
er,72,1750-1849,0.125,8,7,2.75
er,72,1750-1849,0.0625,4,4,2.0
er,73,1750-1849,1.0,57,24,4.0137569532575315
er,73,1750-1849,0.5,29,14,3.4091529802653815
er,73,1750-1849,0.25,15,11,3.323231428797621
er,73,1750-1849,0.125,8,7,2.75
er,73,1750-1849,0.0625,4,4,2.0
er,74,1750-1849,1.0,57,24,4.0137569532575315
er,74,1750-1849,0.5,29,15,3.5914618243275522
er,74,1750-1849,0.25,15,9,2.866247897312731
er,74,1750-1849,0.125,8,6,2.4056390622295667
er,74,1750-1849,0.0625,4,4,2.0
er,75,1750-1849,1.0,57,24,4.0137569532575315
er,75,1750-1849,0.5,29,16,3.6209360647507713
er,75,1750-1849,0.25,15,10,3.056564762130954
er,75,1750-1849,0.125,8,4,1.75
er,75,1750-1849,0.0625,4,3,1.5
er,76,1750-1849,1.0,57,24,4.0137569532575315
er,76,1750-1849,0.5,29,21,4.185230132909401
er,76,1750-1849,0.25,15,9,2.9735572622751856
er,76,1750-1849,0.125,8,6,2.5
er,76,1750-1849,0.0625,4,4,2.0
er,77,1750-1849,1.0,57,24,4.0137569532575315
er,77,1750-1849,0.5,29,15,3.507592737929979
er,77,1750-1849,0.25,15,11,3.323231428797621
er,77,1750-1849,0.125,8,7,2.75
er,77,1750-1849,0.0625,4,3,1.5
er,78,1750-1849,1.0,57,24,4.0137569532575315
er,78,1750-1849,0.5,29,17,3.840402546702505
er,78,1750-1849,0.25,15,10,3.1068905956085193
er,78,1750-1849,0.125,8,8,3.0
er,78,1750-1849,0.0625,4,3,1.5
er,79,1750-1849,1.0,57,24,4.0137569532575315
er,79,1750-1849,0.5,29,16,3.5224963070861737
er,79,1750-1849,0.25,15,10,3.1068905956085193
er,79,1750-1849,0.125,8,5,2.1556390622295667
er,79,1750-1849,0.0625,4,4,2.0
er,80,1750-1849,1.0,57,24,4.0137569532575315
er,80,1750-1849,0.5,29,12,3.1247167707658337
er,80,1750-1849,0.25,15,8,2.8225797618424915
er,80,1750-1849,0.125,8,6,2.5
er,80,1750-1849,0.0625,4,4,2.0
er,81,1750-1849,1.0,57,24,4.0137569532575315
er,81,1750-1849,0.5,29,13,3.2274909083984586
er,81,1750-1849,0.25,15,9,2.866247897312731
er,81,1750-1849,0.125,8,7,2.75
er,81,1750-1849,0.0625,4,4,2.0
er,82,1750-1849,1.0,57,24,4.0137569532575315
er,82,1750-1849,0.5,29,15,3.507592737929979
er,82,1750-1849,0.25,15,10,3.1068905956085193
er,82,1750-1849,0.125,8,5,2.1556390622295667
er,82,1750-1849,0.0625,4,4,2.0
er,83,1750-1849,1.0,57,24,4.0137569532575315
er,83,1750-1849,0.5,29,16,3.6335059949783672
er,83,1750-1849,0.25,15,8,2.706890595608519
er,83,1750-1849,0.125,8,6,2.4056390622295667
er,83,1750-1849,0.0625,4,4,2.0
er,84,1750-1849,1.0,57,24,4.0137569532575315
er,84,1750-1849,0.5,29,16,3.6933452188924916
er,84,1750-1849,0.25,15,13,3.5898980954642874
er,84,1750-1849,0.125,8,6,2.5
er,84,1750-1849,0.0625,4,4,2.0
er,85,1750-1849,1.0,57,24,4.0137569532575315
er,85,1750-1849,0.5,29,15,3.521605564018486
er,85,1750-1849,0.25,15,8,2.7898980954642876
er,85,1750-1849,0.125,8,7,2.75
er,85,1750-1849,0.0625,4,3,1.5
er,86,1750-1849,1.0,57,24,4.0137569532575315
er,86,1750-1849,0.5,29,16,3.57800115103227
er,86,1750-1849,0.25,15,11,3.240223928941852
er,86,1750-1849,0.125,8,5,2.1556390622295667
er,86,1750-1849,0.0625,4,4,2.0
er,87,1750-1849,1.0,57,24,4.0137569532575315
er,87,1750-1849,0.5,29,12,3.210586598202836
er,87,1750-1849,0.25,15,9,2.9232314287976213
er,87,1750-1849,0.125,8,6,2.4056390622295667
er,87,1750-1849,0.0625,4,3,1.5
er,88,1750-1849,1.0,57,24,4.0137569532575315
er,88,1750-1849,0.5,29,15,3.452640046777107
er,88,1750-1849,0.25,15,9,3.006238928653389
er,88,1750-1849,0.125,8,5,2.25
er,88,1750-1849,0.0625,4,3,1.5
er,89,1750-1849,1.0,57,24,4.0137569532575315
er,89,1750-1849,0.5,29,15,3.5519705475093915
er,89,1750-1849,0.25,15,10,3.056564762130954
er,89,1750-1849,0.125,8,7,2.75
er,89,1750-1849,0.0625,4,3,1.5
er,90,1750-1849,1.0,57,24,4.0137569532575315
er,90,1750-1849,0.5,29,11,3.0517554638308897
er,90,1750-1849,0.25,15,10,3.1068905956085193
er,90,1750-1849,0.125,8,6,2.5
er,90,1750-1849,0.0625,4,3,1.5
er,91,1750-1849,1.0,57,24,4.0137569532575315
er,91,1750-1849,0.5,29,15,3.5190526701858325
er,91,1750-1849,0.25,15,8,2.732914563979398
er,91,1750-1849,0.125,8,7,2.75
er,91,1750-1849,0.0625,4,4,2.0
er,92,1750-1849,1.0,57,24,4.0137569532575315
er,92,1750-1849,0.5,29,15,3.4864486671683528
er,92,1750-1849,0.25,15,12,3.506890595608519
er,92,1750-1849,0.125,8,5,2.1556390622295667
er,92,1750-1849,0.0625,4,4,2.0
er,93,1750-1849,1.0,57,24,4.0137569532575315
er,93,1750-1849,0.5,29,18,3.641284011846734
er,93,1750-1849,0.25,15,9,2.8159220638351665
er,93,1750-1849,0.125,8,7,2.75
er,93,1750-1849,0.0625,4,3,1.5
er,94,1750-1849,1.0,57,24,4.0137569532575315
er,94,1750-1849,0.5,29,14,3.395692306970099
er,94,1750-1849,0.25,15,9,2.739572261986723
er,94,1750-1849,0.125,8,6,2.4056390622295667
er,94,1750-1849,0.0625,4,3,1.5
er,95,1750-1849,1.0,57,24,4.0137569532575315
er,95,1750-1849,0.5,29,18,3.857306856898128
er,95,1750-1849,0.25,15,10,3.240223928941852
er,95,1750-1849,0.125,8,4,1.811278124459133
er,95,1750-1849,0.0625,4,3,1.5
er,96,1750-1849,1.0,57,24,4.0137569532575315
er,96,1750-1849,0.5,29,15,3.4351835837882603
er,96,1750-1849,0.25,15,9,2.9735572622751856
er,96,1750-1849,0.125,8,5,2.1556390622295667
er,96,1750-1849,0.0625,4,4,2.0
er,97,1750-1849,1.0,57,24,4.0137569532575315
er,97,1750-1849,0.5,29,16,3.57800115103227
er,97,1750-1849,0.25,15,10,2.9995812306460645
er,97,1750-1849,0.125,8,6,2.5
er,97,1750-1849,0.0625,4,4,2.0
er,98,1750-1849,1.0,57,24,4.0137569532575315
er,98,1750-1849,0.5,29,16,3.564540477736988
er,98,1750-1849,0.25,15,9,2.866247897312731
er,98,1750-1849,0.125,8,6,2.5
er,98,1750-1849,0.0625,4,3,1.5
er,99,1750-1849,1.0,57,24,4.0137569532575315
er,99,1750-1849,0.5,29,14,3.40057883973135
er,99,1750-1849,0.25,15,10,3.189898095464288
er,99,1750-1849,0.125,8,7,2.75
er,99,1750-1849,0.0625,4,4,2.0
er,100,1750-1849,1.0,57,24,4.0137569532575315
er,100,1750-1849,0.5,29,14,3.512479270691231
er,100,1750-1849,0.25,15,9,2.739572261986723
er,100,1750-1849,0.125,8,7,2.75
er,100,1750-1849,0.0625,4,4,2.0
er,1,1850-1914,1.0,56,30,4.455737342205622
er,1,1850-1914,0.5,28,19,3.981661512101756
er,1,1850-1914,0.25,14,12,3.467720100474499
er,1,1850-1914,0.125,7,7,2.8073549220576037
er,1,1850-1914,0.0625,4,4,2.0
er,2,1850-1914,1.0,56,30,4.455737342205622
er,2,1850-1914,0.5,28,20,4.137537511266052
er,2,1850-1914,0.25,14,10,3.09306920777189
er,2,1850-1914,0.125,7,6,2.521640636343318
er,2,1850-1914,0.0625,4,4,2.0
er,3,1850-1914,1.0,56,30,4.455737342205622
er,3,1850-1914,0.5,28,16,3.7534343861887844
er,3,1850-1914,0.25,14,9,3.039148671903071
er,3,1850-1914,0.125,7,7,2.8073549220576037
er,3,1850-1914,0.0625,4,4,2.0
er,4,1850-1914,1.0,56,30,4.455737342205622
er,4,1850-1914,0.5,28,17,3.749867762256289
er,4,1850-1914,0.25,14,10,3.1820058147602133
er,4,1850-1914,0.125,7,7,2.8073549220576037
er,4,1850-1914,0.0625,4,4,2.0
er,5,1850-1914,1.0,56,30,4.455737342205622
er,5,1850-1914,0.5,28,18,3.8927249051134316
er,5,1850-1914,0.25,14,12,3.5216406363433177
er,5,1850-1914,0.125,7,6,2.521640636343318
er,5,1850-1914,0.0625,4,2,0.8112781244591328
er,6,1850-1914,1.0,56,30,4.455737342205622
er,6,1850-1914,0.5,28,18,3.8927249051134316
er,6,1850-1914,0.25,14,10,3.1820058147602133
er,6,1850-1914,0.125,7,6,2.521640636343318
er,6,1850-1914,0.0625,4,4,2.0
er,7,1850-1914,1.0,56,30,4.455737342205622
er,7,1850-1914,0.5,28,15,3.6820058147602133
er,7,1850-1914,0.25,14,11,3.3248629576173565
er,7,1850-1914,0.125,7,6,2.521640636343318
er,7,1850-1914,0.0625,4,4,2.0
er,8,1850-1914,1.0,56,30,4.455737342205622
er,8,1850-1914,0.5,28,20,4.06610893983748
er,8,1850-1914,0.25,14,10,3.1820058147602133
er,8,1850-1914,0.125,7,7,2.8073549220576037
er,8,1850-1914,0.0625,4,3,1.5
er,9,1850-1914,1.0,56,30,4.455737342205622
er,9,1850-1914,0.5,28,19,3.9407598325400897
er,9,1850-1914,0.25,14,12,3.5216406363433177
er,9,1850-1914,0.125,7,5,2.2359263506290326
er,9,1850-1914,0.0625,4,4,2.0
er,10,1850-1914,1.0,56,30,4.455737342205622
er,10,1850-1914,0.5,28,18,3.8693312611115176
er,10,1850-1914,0.25,14,13,3.6644977792004605
er,10,1850-1914,0.125,7,7,2.8073549220576037
er,10,1850-1914,0.0625,4,4,2.0
er,11,1850-1914,1.0,56,30,4.455737342205622
er,11,1850-1914,0.5,28,17,3.878783493486175
er,11,1850-1914,0.25,14,11,3.378783493486175
er,11,1850-1914,0.125,7,7,2.8073549220576037
er,11,1850-1914,0.0625,4,4,2.0
er,12,1850-1914,1.0,56,30,4.455737342205622
er,12,1850-1914,0.5,28,17,3.7709424217485368
er,12,1850-1914,0.25,14,10,3.1820058147602133
er,12,1850-1914,0.125,7,6,2.521640636343318
er,12,1850-1914,0.0625,4,4,2.0
er,13,1850-1914,1.0,56,30,4.455737342205622
er,13,1850-1914,0.5,28,20,4.137537511266052
er,13,1850-1914,0.25,14,11,3.378783493486175
er,13,1850-1914,0.125,7,6,2.521640636343318
er,13,1850-1914,0.0625,4,4,2.0
er,14,1850-1914,1.0,56,30,4.455737342205622
er,14,1850-1914,0.5,28,19,3.9946803684089085
er,14,1850-1914,0.25,14,11,3.3248629576173565
er,14,1850-1914,0.125,7,7,2.8073549220576037
er,14,1850-1914,0.0625,4,4,2.0
er,15,1850-1914,1.0,56,30,4.455737342205622
er,15,1850-1914,0.5,28,18,3.9371932086075936
er,15,1850-1914,0.25,14,11,3.378783493486175
er,15,1850-1914,0.125,7,6,2.521640636343318
er,15,1850-1914,0.0625,4,4,2.0
er,16,1850-1914,1.0,56,30,4.455737342205622
er,16,1850-1914,0.5,28,18,3.967720100474499
er,16,1850-1914,0.25,14,14,3.8073549220576033
er,16,1850-1914,0.125,7,6,2.521640636343318
er,16,1850-1914,0.0625,4,3,1.5
er,17,1850-1914,1.0,56,30,4.455737342205622
er,17,1850-1914,0.5,28,20,4.137537511266052
er,17,1850-1914,0.25,14,9,2.835237745312118
er,17,1850-1914,0.125,7,6,2.521640636343318
er,17,1850-1914,0.0625,4,4,2.0
er,18,1850-1914,1.0,56,30,4.455737342205622
er,18,1850-1914,0.5,28,17,3.8388043692446128
er,18,1850-1914,0.25,14,11,3.378783493486175
er,18,1850-1914,0.125,7,4,1.6644977792004612
er,18,1850-1914,0.0625,4,4,2.0
er,19,1850-1914,1.0,56,30,4.455737342205622
er,19,1850-1914,0.5,28,16,3.605516191543203
er,19,1850-1914,0.25,14,8,2.842370993177109
er,19,1850-1914,0.125,7,7,2.8073549220576037
er,19,1850-1914,0.0625,4,4,2.0
er,20,1850-1914,1.0,56,30,4.455737342205622
er,20,1850-1914,0.5,28,19,4.056656707462823
er,20,1850-1914,0.25,14,10,3.128085278891394
er,20,1850-1914,0.125,7,6,2.521640636343318
er,20,1850-1914,0.0625,4,4,2.0
er,21,1850-1914,1.0,56,30,4.455737342205622
er,21,1850-1914,0.5,28,22,4.351823225551766
er,21,1850-1914,0.25,14,9,2.9502120649147474
er,21,1850-1914,0.125,7,6,2.521640636343318
er,21,1850-1914,0.0625,4,4,2.0
er,22,1850-1914,1.0,56,30,4.455737342205622
er,22,1850-1914,0.5,28,20,4.080050351464737
er,22,1850-1914,0.25,14,10,3.128085278891394
er,22,1850-1914,0.125,7,7,2.8073549220576037
er,22,1850-1914,0.0625,4,3,1.5
er,23,1850-1914,1.0,56,30,4.455737342205622
er,23,1850-1914,0.5,28,18,3.8657646371790224
er,23,1850-1914,0.25,14,12,3.5216406363433177
er,23,1850-1914,0.125,7,7,2.8073549220576037
er,23,1850-1914,0.0625,4,4,2.0
er,24,1850-1914,1.0,56,30,4.455737342205622
er,24,1850-1914,0.5,28,17,3.8388043692446128
er,24,1850-1914,0.25,14,12,3.5216406363433177
er,24,1850-1914,0.125,7,3,1.4488156357251847
er,24,1850-1914,0.0625,4,4,2.0
er,25,1850-1914,1.0,56,30,4.455737342205622
er,25,1850-1914,0.5,28,20,4.137537511266052
er,25,1850-1914,0.25,14,13,3.6644977792004605
er,25,1850-1914,0.125,7,6,2.521640636343318
er,25,1850-1914,0.0625,4,4,2.0
er,26,1850-1914,1.0,56,30,4.455737342205622
er,26,1850-1914,0.5,28,19,3.9641534765420032
er,26,1850-1914,0.25,14,12,3.5216406363433177
er,26,1850-1914,0.125,7,5,2.2359263506290326
er,26,1850-1914,0.0625,4,4,2.0
er,27,1850-1914,1.0,56,30,4.455737342205622
er,27,1850-1914,0.5,28,18,3.9371932086075936
er,27,1850-1914,0.25,14,10,3.1820058147602133
er,27,1850-1914,0.125,7,6,2.521640636343318
er,27,1850-1914,0.0625,4,4,2.0
er,28,1850-1914,1.0,56,30,4.455737342205622
er,28,1850-1914,0.5,28,20,4.080050351464737
er,28,1850-1914,0.25,14,11,3.3248629576173565
er,28,1850-1914,0.125,7,5,2.128085278891394
er,28,1850-1914,0.0625,4,4,2.0
er,29,1850-1914,1.0,56,30,4.455737342205622
er,29,1850-1914,0.5,28,19,3.9641534765420032
er,29,1850-1914,0.25,14,13,3.6644977792004605
er,29,1850-1914,0.125,7,6,2.521640636343318
er,29,1850-1914,0.0625,4,3,1.5
er,30,1850-1914,1.0,56,30,4.455737342205622
er,30,1850-1914,0.5,28,17,3.7638091738835464
er,30,1850-1914,0.25,14,12,3.467720100474499
er,30,1850-1914,0.125,7,7,2.8073549220576037
er,30,1850-1914,0.0625,4,4,2.0
er,31,1850-1914,1.0,56,30,4.455737342205622
er,31,1850-1914,0.5,28,18,3.9232517969803373
er,31,1850-1914,0.25,14,10,2.978094888169261
er,31,1850-1914,0.125,7,5,2.2359263506290326
er,31,1850-1914,0.0625,4,4,2.0
er,32,1850-1914,1.0,56,30,4.455737342205622
er,32,1850-1914,0.5,28,19,3.981661512101756
er,32,1850-1914,0.25,14,9,3.0930692077718893
er,32,1850-1914,0.125,7,7,2.8073549220576037
er,32,1850-1914,0.0625,4,4,2.0
er,33,1850-1914,1.0,56,30,4.455737342205622
er,33,1850-1914,0.5,28,18,3.9502120649147465
er,33,1850-1914,0.25,14,8,2.842370993177109
er,33,1850-1914,0.125,7,5,2.2359263506290326
er,33,1850-1914,0.0625,4,4,2.0
er,34,1850-1914,1.0,56,30,4.455737342205622
er,34,1850-1914,0.5,28,17,3.8388043692446128
er,34,1850-1914,0.25,14,12,3.467720100474499
er,34,1850-1914,0.125,7,6,2.521640636343318
er,34,1850-1914,0.0625,4,4,2.0
er,35,1850-1914,1.0,56,30,4.455737342205622
er,35,1850-1914,0.5,28,19,3.9946803684089085
er,35,1850-1914,0.25,14,12,3.5216406363433177
er,35,1850-1914,0.125,7,6,2.521640636343318
er,35,1850-1914,0.0625,4,4,2.0
er,36,1850-1914,1.0,56,30,4.455737342205622
er,36,1850-1914,0.5,28,17,3.753434386188785
er,36,1850-1914,0.25,14,9,2.896291529045928
er,36,1850-1914,0.125,7,7,2.8073549220576037
er,36,1850-1914,0.0625,4,3,1.5
er,37,1850-1914,1.0,56,30,4.455737342205622
er,37,1850-1914,0.5,28,16,3.7709424217485368
er,37,1850-1914,0.25,14,12,3.5216406363433177
er,37,1850-1914,0.125,7,6,2.521640636343318
er,37,1850-1914,0.0625,4,3,1.5
er,38,1850-1914,1.0,56,30,4.455737342205622
er,38,1850-1914,0.5,28,18,3.9102329406731844
er,38,1850-1914,0.25,14,12,3.5216406363433177
er,38,1850-1914,0.125,7,6,2.521640636343318
er,38,1850-1914,0.0625,4,3,1.5
er,39,1850-1914,1.0,56,30,4.455737342205622
er,39,1850-1914,0.5,28,19,4.03914867190307
er,39,1850-1914,0.25,14,13,3.6644977792004605
er,39,1850-1914,0.125,7,4,1.8423709931771086
er,39,1850-1914,0.0625,4,4,2.0
er,40,1850-1914,1.0,56,30,4.455737342205622
er,40,1850-1914,0.5,28,16,3.548029031741888
er,40,1850-1914,0.25,14,12,3.5216406363433177
er,40,1850-1914,0.125,7,5,2.2359263506290326
er,40,1850-1914,0.0625,4,4,2.0
er,41,1850-1914,1.0,56,30,4.455737342205622
er,41,1850-1914,0.5,28,20,4.093069207771889
er,41,1850-1914,0.25,14,10,3.1820058147602133
er,41,1850-1914,0.125,7,6,2.521640636343318
er,41,1850-1914,0.0625,4,4,2.0
er,42,1850-1914,1.0,56,30,4.455737342205622
er,42,1850-1914,0.5,28,18,3.824862957617356
er,42,1850-1914,0.25,14,13,3.6644977792004605
er,42,1850-1914,0.125,7,7,2.8073549220576037
er,42,1850-1914,0.0625,4,4,2.0
er,43,1850-1914,1.0,56,30,4.455737342205622
er,43,1850-1914,0.5,28,20,4.093069207771889
er,43,1850-1914,0.25,14,12,3.467720100474499
er,43,1850-1914,0.125,7,7,2.8073549220576037
er,43,1850-1914,0.0625,4,4,2.0
er,44,1850-1914,1.0,56,30,4.455737342205622
er,44,1850-1914,0.5,28,16,3.69594722638747
er,44,1850-1914,0.25,14,12,3.5216406363433177
er,44,1850-1914,0.125,7,5,2.2359263506290326
er,44,1850-1914,0.0625,4,4,2.0
er,45,1850-1914,1.0,56,30,4.455737342205622
er,45,1850-1914,0.5,28,19,3.9407598325400897
er,45,1850-1914,0.25,14,14,3.8073549220576033
er,45,1850-1914,0.125,7,7,2.8073549220576037
er,45,1850-1914,0.0625,4,4,2.0
er,46,1850-1914,1.0,56,30,4.455737342205622
er,46,1850-1914,0.5,28,20,4.093069207771889
er,46,1850-1914,0.25,14,13,3.6644977792004605
er,46,1850-1914,0.125,7,7,2.8073549220576037
er,46,1850-1914,0.0625,4,4,2.0
er,47,1850-1914,1.0,56,30,4.455737342205622
er,47,1850-1914,0.5,28,19,3.9946803684089085
er,47,1850-1914,0.25,14,12,3.5216406363433177
er,47,1850-1914,0.125,7,7,2.8073549220576037
er,47,1850-1914,0.0625,4,4,2.0
er,48,1850-1914,1.0,56,30,4.455737342205622
er,48,1850-1914,0.5,28,20,4.107010619399146
er,48,1850-1914,0.25,14,12,3.467720100474499
er,48,1850-1914,0.125,7,6,2.521640636343318
er,48,1850-1914,0.0625,4,4,2.0
er,49,1850-1914,1.0,56,30,4.455737342205622
er,49,1850-1914,0.5,28,18,3.8423709931771084
er,49,1850-1914,0.25,14,11,3.378783493486175
er,49,1850-1914,0.125,7,6,2.521640636343318
er,49,1850-1914,0.0625,4,3,1.5
er,50,1850-1914,1.0,56,30,4.455737342205622
er,50,1850-1914,0.5,28,20,4.208966082694623
er,50,1850-1914,0.25,14,12,3.5216406363433177
er,50,1850-1914,0.125,7,6,2.521640636343318
er,50,1850-1914,0.0625,4,3,1.5
er,51,1850-1914,1.0,56,30,4.455737342205622
er,51,1850-1914,0.5,28,16,3.655045546825804
er,51,1850-1914,0.25,14,7,2.6644977792004614
er,51,1850-1914,0.125,7,6,2.521640636343318
er,51,1850-1914,0.0625,4,4,2.0
er,52,1850-1914,1.0,56,30,4.455737342205622
er,52,1850-1914,0.5,28,17,3.82129633368486
er,52,1850-1914,0.25,14,10,3.1820058147602133
er,52,1850-1914,0.125,7,7,2.8073549220576037
er,52,1850-1914,0.0625,4,4,2.0
er,53,1850-1914,1.0,56,30,4.455737342205622
er,53,1850-1914,0.5,28,19,4.03914867190307
er,53,1850-1914,0.25,14,12,3.5216406363433177
er,53,1850-1914,0.125,7,5,2.128085278891394
er,53,1850-1914,0.0625,4,4,2.0
er,54,1850-1914,1.0,56,30,4.455737342205622
er,54,1850-1914,0.5,28,18,3.8927249051134316
er,54,1850-1914,0.25,14,11,3.3248629576173565
er,54,1850-1914,0.125,7,6,2.521640636343318
er,54,1850-1914,0.0625,4,3,1.5
er,55,1850-1914,1.0,56,30,4.455737342205622
er,55,1850-1914,0.5,28,17,3.6959472263874704
er,55,1850-1914,0.25,14,12,3.5216406363433177
er,55,1850-1914,0.125,7,7,2.8073549220576037
er,55,1850-1914,0.0625,4,4,2.0
er,56,1850-1914,1.0,56,30,4.455737342205622
er,56,1850-1914,0.5,28,17,3.797902689682946
er,56,1850-1914,0.25,14,10,3.1820058147602133
er,56,1850-1914,0.125,7,7,2.8073549220576037
er,56,1850-1914,0.0625,4,4,2.0
er,57,1850-1914,1.0,56,30,4.455737342205622
er,57,1850-1914,0.5,28,19,4.008621780036165
er,57,1850-1914,0.25,14,10,3.1820058147602133
er,57,1850-1914,0.125,7,6,2.521640636343318
er,57,1850-1914,0.0625,4,4,2.0
er,58,1850-1914,1.0,56,30,4.455737342205622
er,58,1850-1914,0.5,28,21,4.280394654123194
er,58,1850-1914,0.25,14,14,3.8073549220576033
er,58,1850-1914,0.125,7,5,2.128085278891394
er,58,1850-1914,0.0625,4,3,1.5
er,59,1850-1914,1.0,56,30,4.455737342205622
er,59,1850-1914,0.5,28,17,3.7214130664659364
er,59,1850-1914,0.25,14,9,3.039148671903071
er,59,1850-1914,0.125,7,6,2.521640636343318
er,59,1850-1914,0.0625,4,4,2.0
er,60,1850-1914,1.0,56,30,4.455737342205622
er,60,1850-1914,0.5,28,19,3.8912304772574884
er,60,1850-1914,0.25,14,12,3.5216406363433177
er,60,1850-1914,0.125,7,6,2.521640636343318
er,60,1850-1914,0.0625,4,4,2.0
er,61,1850-1914,1.0,56,30,4.455737342205622
er,61,1850-1914,0.5,28,17,3.6194576031704595
er,61,1850-1914,0.25,14,11,3.378783493486175
er,61,1850-1914,0.125,7,6,2.521640636343318
er,61,1850-1914,0.0625,4,4,2.0
er,62,1850-1914,1.0,56,30,4.455737342205622
er,62,1850-1914,0.5,28,17,3.7214130664659364
er,62,1850-1914,0.25,14,12,3.5216406363433177
er,62,1850-1914,0.125,7,6,2.521640636343318
er,62,1850-1914,0.0625,4,4,2.0
er,63,1850-1914,1.0,56,30,4.455737342205622
er,63,1850-1914,0.5,28,21,4.178439190827718
er,63,1850-1914,0.25,14,12,3.5216406363433177
er,63,1850-1914,0.125,7,5,2.2359263506290326
er,63,1850-1914,0.0625,4,4,2.0
er,64,1850-1914,1.0,56,30,4.455737342205622
er,64,1850-1914,0.5,28,19,3.981661512101756
er,64,1850-1914,0.25,14,11,3.3248629576173565
er,64,1850-1914,0.125,7,7,2.8073549220576037
er,64,1850-1914,0.0625,4,4,2.0
er,65,1850-1914,1.0,56,30,4.455737342205622
er,65,1850-1914,0.5,28,21,4.2359263506290326
er,65,1850-1914,0.25,14,11,3.3248629576173565
er,65,1850-1914,0.125,7,5,2.128085278891394
er,65,1850-1914,0.0625,4,4,2.0
