sfx,iter,factor,sample_size,n_types,entropy
-eV,12,1.0,5222,185,6.10163871091269
-eV,12,0.5,2611,158,6.03701996711551
-eV,12,0.25,1306,140,6.059602563686331
-eV,12,0.125,653,104,5.840028404869666
-eV,12,0.0625,327,83,5.7671385980600345
-eV,13,1.0,5222,185,6.10163871091269
-eV,13,0.5,2611,170,6.088302371697743
-eV,13,0.25,1306,135,5.934780510762298
-eV,13,0.125,653,114,5.922655182798906
-eV,13,0.0625,327,91,5.802463770275287
-eV,14,1.0,5222,185,6.10163871091269
-eV,14,0.5,2611,162,6.023704923907042
-eV,14,0.25,1306,140,6.031451049272009
-eV,14,0.125,653,115,5.977625882632694
-eV,14,0.0625,327,88,5.789422809761482
-eV,15,1.0,5222,185,6.10163871091269
-eV,15,0.5,2611,173,6.03045256303695
-eV,15,0.25,1306,137,6.043706873884415
-eV,15,0.125,653,110,5.859372748130705
-eV,15,0.0625,327,90,5.864330580795506
-eV,16,1.0,5222,185,6.10163871091269
-eV,16,0.5,2611,161,6.028975986477351
-eV,16,0.25,1306,134,6.030186655085141
-eV,16,0.125,653,113,5.945531988973494
-eV,16,0.0625,327,90,5.849947157449882
-eV,17,1.0,5222,185,6.10163871091269
-eV,17,0.5,2611,167,6.077074034429956
-eV,17,0.25,1306,140,6.008658536824527
-eV,17,0.125,653,116,6.005692256146205
-eV,17,0.0625,327,84,5.727396624033498
-eV,18,1.0,5222,185,6.10163871091269
-eV,18,0.5,2611,170,6.08776030834982
-eV,18,0.25,1306,137,5.996880730147136
-eV,18,0.125,653,115,5.930905970083793
-eV,18,0.0625,327,82,5.624865031135678
-eV,19,1.0,5222,185,6.10163871091269
-eV,19,0.5,2611,165,6.114974593339813
-eV,19,0.25,1306,136,5.971614555269994
-eV,19,0.125,653,122,5.964841663925838
-eV,19,0.0625,327,82,5.827687003748714
-eV,20,1.0,5222,185,6.10163871091269
-eV,20,0.5,2611,162,6.100586310087335
-eV,20,0.25,1306,144,5.989708643126976
-eV,20,0.125,653,106,5.890003917133232
-eV,20,0.0625,327,85,5.675805782258859
-eV,21,1.0,5222,185,6.10163871091269
-eV,21,0.5,2611,167,6.131614200348769
-eV,21,0.25,1306,139,6.046051901475095
-eV,21,0.125,653,110,5.87986040913324
-eV,21,0.0625,327,77,5.637658700401794
-eV,22,1.0,5222,185,6.10163871091269
-eV,22,0.5,2611,162,6.032366957954408
-eV,22,0.25,1306,134,5.998778304631839
-eV,22,0.125,653,113,5.935514704569656
-eV,22,0.0625,327,89,5.809419232199061
-eV,23,1.0,5222,185,6.10163871091269
-eV,23,0.5,2611,159,6.059066816918342
-eV,23,0.25,1306,142,6.0606249967734875
-eV,23,0.125,653,109,5.897987181438429
-eV,23,0.0625,327,83,5.76273674716008
-eV,24,1.0,5222,185,6.10163871091269
-eV,24,0.5,2611,170,6.058043523063234
-eV,24,0.25,1306,135,5.9739354274796375
-eV,24,0.125,653,114,5.932486985709003
-eV,24,0.0625,327,88,5.829734560350964
-eV,25,1.0,5222,185,6.10163871091269
-eV,25,0.5,2611,163,6.073328310704405
-eV,25,0.25,1306,138,5.999457274148481
-eV,25,0.125,653,109,5.877932864548364
-eV,25,0.0625,327,88,5.846270498122766
-eV,26,1.0,5222,185,6.10163871091269
-eV,26,0.5,2611,161,6.051539560718344
-eV,26,0.25,1306,140,6.011313799119312
-eV,26,0.125,653,117,5.9981714058721805
-eV,26,0.0625,327,89,5.835978311767407
-eV,27,1.0,5222,185,6.10163871091269
-eV,27,0.5,2611,168,6.09206475440343
-eV,27,0.25,1306,140,6.010923485359743
-eV,27,0.125,653,108,5.880621360865174
-eV,27,0.0625,327,95,5.9155063545273165
-eV,28,1.0,5222,185,6.10163871091269
-eV,28,0.5,2611,156,6.049359417541031
-eV,28,0.25,1306,132,5.967344601173574
-eV,28,0.125,653,114,5.88644709622666
-eV,28,0.0625,327,88,5.801823309864335
-eV,29,1.0,5222,185,6.10163871091269
-eV,29,0.5,2611,163,6.035769652656131
-eV,29,0.25,1306,143,6.042758940926742
-eV,29,0.125,653,106,5.938595327853915
-eV,29,0.0625,327,82,5.705362961479273
-eV,30,1.0,5222,185,6.10163871091269
-eV,30,0.5,2611,166,6.104052648560684
-eV,30,0.25,1306,136,6.084753616502457
-eV,30,0.125,653,120,6.096869626579036
-eV,30,0.0625,327,81,5.622628412836896
-eV,31,1.0,5222,185,6.10163871091269
-eV,31,0.5,2611,165,6.072258560154463
-eV,31,0.25,1306,139,6.079385801852466
-eV,31,0.125,653,104,5.860324922074222
-eV,31,0.0625,327,84,5.725931074048053
-eV,32,1.0,5222,185,6.10163871091269
-eV,32,0.5,2611,165,6.051938289599523
-eV,32,0.25,1306,143,6.0649929092283
-eV,32,0.125,653,108,5.890274456310086
-eV,32,0.0625,327,76,5.582032635682943
-eV,33,1.0,5222,185,6.10163871091269
-eV,33,0.5,2611,158,6.0459239739529975
-eV,33,0.25,1306,132,5.9294852649343115
-eV,33,0.125,653,116,6.051425779456645
-eV,33,0.0625,327,88,5.7893260042957495
-eV,34,1.0,5222,185,6.10163871091269
-eV,34,0.5,2611,164,6.062880675507573
-eV,34,0.25,1306,136,5.977225774082817
-eV,34,0.125,653,109,5.978885839226048
-eV,34,0.0625,327,85,5.71322612906728
-eV,35,1.0,5222,185,6.10163871091269
-eV,35,0.5,2611,159,6.04774781516399
-eV,35,0.25,1306,141,6.005557155077337
-eV,35,0.125,653,115,5.942219725669001
-eV,35,0.0625,327,91,5.845111204387748
-eV,36,1.0,5222,185,6.10163871091269
-eV,36,0.5,2611,167,6.070173298665935
-eV,36,0.25,1306,134,5.9522640638889595
-eV,36,0.125,653,114,5.934203298305493
-eV,36,0.0625,327,87,5.74465933758581
-eV,37,1.0,5222,185,6.10163871091269
-eV,37,0.5,2611,160,6.081010944363579
-eV,37,0.25,1306,140,6.048742645845601
-eV,37,0.125,653,120,6.050009954666181
-eV,37,0.0625,327,90,5.7985395377588205
-eV,38,1.0,5222,185,6.10163871091269
-eV,38,0.5,2611,159,6.054246136243067
-eV,38,0.25,1306,146,6.038241161828486
-eV,38,0.125,653,104,5.846762734978786
-eV,38,0.0625,327,91,5.824624387465566
-eV,39,1.0,5222,185,6.10163871091269
-eV,39,0.5,2611,161,6.073346067853459
-eV,39,0.25,1306,141,6.037396996718188
-eV,39,0.125,653,108,5.874854266538273
-eV,39,0.0625,327,88,5.7817657217499185
-eV,40,1.0,5222,185,6.10163871091269
-eV,40,0.5,2611,160,6.116531318955981
-eV,40,0.25,1306,143,6.100556420081526
-eV,40,0.125,653,123,5.963088602552677
-eV,40,0.0625,327,86,5.872377895545981
-eV,41,1.0,5222,185,6.10163871091269
-eV,41,0.5,2611,165,6.069590279891316
-eV,41,0.25,1306,137,6.042313909910001
-eV,41,0.125,653,119,6.009748921591887
-eV,41,0.0625,327,82,5.666887919975721
-eV,42,1.0,5222,185,6.10163871091269
-eV,42,0.5,2611,170,6.057022088724219
-eV,42,0.25,1306,140,5.982756310624492
-eV,42,0.125,653,102,5.827948429330675
-eV,42,0.0625,327,90,5.869340611461783
-eV,43,1.0,5222,185,6.10163871091269
-eV,43,0.5,2611,167,6.041186588747252
-eV,43,0.25,1306,139,5.969730844442491
-eV,43,0.125,653,111,5.947528799585063
-eV,43,0.0625,327,78,5.6853898672608025
-eV,44,1.0,5222,185,6.10163871091269
-eV,44,0.5,2611,172,6.077560861365704
-eV,44,0.25,1306,145,6.035107510205007
-eV,44,0.125,653,108,5.890462002750671
-eV,44,0.0625,327,88,5.785272039301091
-eV,45,1.0,5222,185,6.10163871091269
-eV,45,0.5,2611,166,6.0793953700340575
-eV,45,0.25,1306,136,6.046336742940729
-eV,45,0.125,653,105,5.90044150489253
-eV,45,0.0625,327,86,5.737426587899964
-eV,46,1.0,5222,185,6.10163871091269
-eV,46,0.5,2611,164,6.068297865588655
-eV,46,0.25,1306,142,6.011375477625968
-eV,46,0.125,653,110,5.934913777398995
-eV,46,0.0625,327,86,5.639914066462057
-eV,47,1.0,5222,185,6.10163871091269
-eV,47,0.5,2611,162,6.058723572904594
-eV,47,0.25,1306,142,6.0439428108814734
-eV,47,0.125,653,104,5.881246126222649
-eV,47,0.0625,327,88,5.776536450289398
-eV,48,1.0,5222,185,6.10163871091269
-eV,48,0.5,2611,165,6.085709647243057
-eV,48,0.25,1306,131,5.953031346045465
-eV,48,0.125,653,113,5.941082196677971
-eV,48,0.0625,327,87,5.713040922548738
-eV,49,1.0,5222,185,6.10163871091269
-eV,49,0.5,2611,167,6.090019568834974
-eV,49,0.25,1306,133,6.007165147572703
-eV,49,0.125,653,110,5.932061894569575
-eV,49,0.0625,327,94,5.886782014762264
-eV,50,1.0,5222,185,6.10163871091269
-eV,50,0.5,2611,161,6.067175271148133
-eV,50,0.25,1306,141,6.015995702288982
-eV,50,0.125,653,113,5.965575526727455
-eV,50,0.0625,327,84,5.7556306120144685
-eV,51,1.0,5222,185,6.10163871091269
-eV,51,0.5,2611,157,6.036200437298809
-eV,51,0.25,1306,138,5.9722669407402105
-eV,51,0.125,653,105,5.91839510263567
-eV,51,0.0625,327,81,5.725629419061714
-eV,52,1.0,5222,185,6.10163871091269
-eV,52,0.5,2611,165,6.061742927643825
-eV,52,0.25,1306,135,5.961762045440073
-eV,52,0.125,653,114,5.918911844259212
-eV,52,0.0625,327,82,5.6951492647818345
-eV,53,1.0,5222,185,6.10163871091269
-eV,53,0.5,2611,165,6.106570497774405
-eV,53,0.25,1306,143,6.068958055842803
-eV,53,0.125,653,112,6.013271803489297
-eV,53,0.0625,327,84,5.746564186755311
-eV,54,1.0,5222,185,6.10163871091269
-eV,54,0.5,2611,170,6.09999630781166
-eV,54,0.25,1306,133,5.9821763663303456
-eV,54,0.125,653,115,5.909381037459939
-eV,54,0.0625,327,88,5.792700713429321
-eV,55,1.0,5222,185,6.10163871091269
-eV,55,0.5,2611,169,6.10108891862757
-eV,55,0.25,1306,133,5.990961383041226
-eV,55,0.125,653,103,5.818636289783486
-eV,55,0.0625,327,81,5.793179436726225
-eV,56,1.0,5222,185,6.10163871091269
-eV,56,0.5,2611,161,6.098716726048757
-eV,56,0.25,1306,139,6.031838663642018
-eV,56,0.125,653,114,5.942634179466005
-eV,56,0.0625,327,88,5.77196219520624
-eV,57,1.0,5222,185,6.10163871091269
-eV,57,0.5,2611,165,6.091993655281141
-eV,57,0.25,1306,137,6.055951780358851
-eV,57,0.125,653,110,5.965743609813085
-eV,57,0.0625,327,90,5.785296388841895
-eV,58,1.0,5222,185,6.10163871091269
-eV,58,0.5,2611,162,6.071525241471095
-eV,58,0.25,1306,146,6.073951360196587
-eV,58,0.125,653,115,5.950967224222447
-eV,58,0.0625,327,83,5.800964042676591
-eV,59,1.0,5222,185,6.10163871091269
-eV,59,0.5,2611,166,6.066993908886864
-eV,59,0.25,1306,140,6.018458169843353
-eV,59,0.125,653,107,5.911635451912164
-eV,59,0.0625,327,93,5.943727216116502
-eV,60,1.0,5222,185,6.10163871091269
-eV,60,0.5,2611,167,6.0782602656536
-eV,60,0.25,1306,138,6.059020594535362
-eV,60,0.125,653,109,5.881059291370665
-eV,60,0.0625,327,92,5.908636996727807
-eV,61,1.0,5222,185,6.10163871091269
-eV,61,0.5,2611,169,6.055018875861518
-eV,61,0.25,1306,137,6.043062227338774
-eV,61,0.125,653,108,5.868858524603187
-eV,61,0.0625,327,95,5.93598259658431
-eV,62,1.0,5222,185,6.10163871091269
-eV,62,0.5,2611,160,6.031069153603777
-eV,62,0.25,1306,127,5.968594719722977
-eV,62,0.125,653,110,5.951325299512004
-eV,62,0.0625,327,85,5.818450491619633
-eV,63,1.0,5222,185,6.10163871091269
-eV,63,0.5,2611,172,6.104736053157131
-eV,63,0.25,1306,139,6.004002339139555
-eV,63,0.125,653,120,6.010053270166154
-eV,63,0.0625,327,84,5.795972988528259
-eV,64,1.0,5222,185,6.10163871091269
-eV,64,0.5,2611,161,6.039876675678214
-eV,64,0.25,1306,131,5.949992509799411
-eV,64,0.125,653,106,5.843806085288474
-eV,64,0.0625,327,83,5.69915312237452
-eV,65,1.0,5222,185,6.10163871091269
-eV,65,0.5,2611,162,6.012742550432968
-eV,65,0.25,1306,137,6.014075808646508
-eV,65,0.125,653,110,5.897802632355376
-eV,65,0.0625,327,89,5.788727434852726
-eV,66,1.0,5222,185,6.10163871091269
-eV,66,0.5,2611,167,6.08585308932577
-eV,66,0.25,1306,138,5.952819672163269
-eV,66,0.125,653,107,5.915124779810935
-eV,66,0.0625,327,89,5.8013997932604235
-eV,67,1.0,5222,185,6.10163871091269
-eV,67,0.5,2611,161,6.043491974760844
-eV,67,0.25,1306,136,6.044656926406492
-eV,67,0.125,653,109,5.862634443999001
-eV,67,0.0625,327,83,5.697667145933792
-eV,68,1.0,5222,185,6.10163871091269
-eV,68,0.5,2611,171,6.11306403279423
-eV,68,0.25,1306,134,5.991365031970473
-eV,68,0.125,653,106,5.825104840740093
-eV,68,0.0625,327,88,5.793377396277834
-eV,69,1.0,5222,185,6.10163871091269
-eV,69,0.5,2611,157,6.066267281729762
-eV,69,0.25,1306,139,5.989240301198917
-eV,69,0.125,653,110,5.990539392673348
-eV,69,0.0625,327,88,5.779810475570061
-eV,70,1.0,5222,185,6.10163871091269
-eV,70,0.5,2611,167,6.079409555995718
-eV,70,0.25,1306,139,5.98517733327281
-eV,70,0.125,653,112,5.906883482192734
-eV,70,0.0625,327,86,5.77207629655412
-eV,71,1.0,5222,185,6.10163871091269
-eV,71,0.5,2611,162,5.998534010426329
-eV,71,0.25,1306,141,6.071283032089573
-eV,71,0.125,653,106,5.9798020671732734
-eV,71,0.0625,327,90,5.967849424943322
-eV,72,1.0,5222,185,6.10163871091269
-eV,72,0.5,2611,163,6.058140701436142
-eV,72,0.25,1306,139,6.004842597705131
-eV,72,0.125,653,121,5.943620178348725
-eV,72,0.0625,327,84,5.783673010597053
-eV,73,1.0,5222,185,6.10163871091269
-eV,73,0.5,2611,164,6.042475416397239
-eV,73,0.25,1306,139,6.06191533970358
-eV,73,0.125,653,105,5.8403003163316285
-eV,73,0.0625,327,92,5.886791449875339
-eV,74,1.0,5222,185,6.10163871091269
-eV,74,0.5,2611,164,6.054110013311837
-eV,74,0.25,1306,145,6.04911525408887
-eV,74,0.125,653,110,5.871601859633371
-eV,74,0.0625,327,89,5.739026217058332
-eV,75,1.0,5222,185,6.10163871091269
-eV,75,0.5,2611,164,6.0684999888360265
-eV,75,0.25,1306,140,6.050157741135834
-eV,75,0.125,653,103,5.802215405192819
-eV,75,0.0625,327,84,5.803447889062457
-eV,76,1.0,5222,185,6.10163871091269
-eV,76,0.5,2611,169,6.130568838306153
-eV,76,0.25,1306,142,6.052328859960298
-eV,76,0.125,653,112,5.881034376697375
-eV,76,0.0625,327,90,5.866347048314627
-eV,77,1.0,5222,185,6.10163871091269
-eV,77,0.5,2611,165,6.080537025538634
-eV,77,0.25,1306,137,6.010566243847801
-eV,77,0.125,653,101,5.842549435903244
-eV,77,0.0625,327,90,5.858261819186646
-eV,78,1.0,5222,185,6.10163871091269
-eV,78,0.5,2611,165,6.109067207460031
-eV,78,0.25,1306,143,6.079569432322506
-eV,78,0.125,653,116,5.995900182890138
-eV,78,0.0625,327,85,5.751768437916423
-eV,79,1.0,5222,185,6.10163871091269
-eV,79,0.5,2611,163,6.099275638068718
-eV,79,0.25,1306,129,5.908649657973928
-eV,79,0.125,653,112,5.954531199862393
-eV,79,0.0625,327,91,5.887835187913612
-eV,80,1.0,5222,185,6.10163871091269
-eV,80,0.5,2611,166,6.068605328331673
-eV,80,0.25,1306,138,6.064484911453587
-eV,80,0.125,653,109,5.982529581383989
-eV,80,0.0625,327,82,5.720521646292845
-eV,81,1.0,5222,185,6.10163871091269
-eV,81,0.5,2611,167,6.116873922191055
-eV,81,0.25,1306,138,6.026982849964565
-eV,81,0.125,653,107,5.857555886506668
-eV,81,0.0625,327,77,5.610520243686749
-eV,82,1.0,5222,185,6.10163871091269
-eV,82,0.5,2611,160,6.08049409612932
-eV,82,0.25,1306,139,6.007071608794804
-eV,82,0.125,653,104,5.900301277770591
-eV,82,0.0625,327,81,5.654837651251099
-eV,83,1.0,5222,185,6.10163871091269
-eV,83,0.5,2611,158,6.043070712464775
-eV,83,0.25,1306,134,6.0604848134167035
-eV,83,0.125,653,106,5.925351707000614
-eV,83,0.0625,327,77,5.613320711577795
-eV,84,1.0,5222,185,6.10163871091269
-eV,84,0.5,2611,163,6.06778826416235
-eV,84,0.25,1306,141,6.019953523322209
-eV,84,0.125,653,109,5.892474156872259
-eV,84,0.0625,327,90,5.875764757796574
-eV,85,1.0,5222,185,6.10163871091269
-eV,85,0.5,2611,168,6.087121361604513
-eV,85,0.25,1306,142,6.004625850595361
-eV,85,0.125,653,118,5.9484266536530495
-eV,85,0.0625,327,79,5.6796296712599545
-eV,86,1.0,5222,185,6.10163871091269
-eV,86,0.5,2611,167,6.0936288420826745
-eV,86,0.25,1306,139,5.966777137555592
-eV,86,0.125,653,106,5.973705097920137
-eV,86,0.0625,327,82,5.741296499389413
-eV,87,1.0,5222,185,6.10163871091269
-eV,87,0.5,2611,168,6.1456031644125515
-eV,87,0.25,1306,145,6.104502600967346
-eV,87,0.125,653,111,5.959905006275909
-eV,87,0.0625,327,77,5.558746542322552
-eV,88,1.0,5222,185,6.10163871091269
-eV,88,0.5,2611,161,6.060993015598987
-eV,88,0.25,1306,135,6.003823297864703
-eV,88,0.125,653,113,5.8225641905411605
-eV,88,0.0625,327,83,5.622545132294531
-eV,89,1.0,5222,185,6.10163871091269
-eV,89,0.5,2611,167,6.071932245107805
-eV,89,0.25,1306,141,6.064941634701112
-eV,89,0.125,653,113,5.8988507381478525
-eV,89,0.0625,327,86,5.77397668198554
-eV,90,1.0,5222,185,6.10163871091269
-eV,90,0.5,2611,165,6.033995821282752
-eV,90,0.25,1306,139,6.062368952325781
-eV,90,0.125,653,98,5.864086471220184
-eV,90,0.0625,327,92,5.826529289521166
-eV,91,1.0,5222,185,6.10163871091269
-eV,91,0.5,2611,165,6.077859571822632
-eV,91,0.25,1306,148,6.047617202444475
-eV,91,0.125,653,111,5.992517932471671
-eV,91,0.0625,327,80,5.679322679301539
-eV,92,1.0,5222,185,6.10163871091269
-eV,92,0.5,2611,164,6.131861888479639
-eV,92,0.25,1306,142,6.107201276033449
-eV,92,0.125,653,102,5.784320599268114
-eV,92,0.0625,327,91,5.854087791783874
-eV,93,1.0,5222,185,6.10163871091269
-eV,93,0.5,2611,169,6.054634176953487
-eV,93,0.25,1306,135,6.01335388007821
-eV,93,0.125,653,114,5.970957079496044
-eV,93,0.0625,327,91,5.855945995512498
-eV,94,1.0,5222,185,6.10163871091269
-eV,94,0.5,2611,163,6.1015388348139235
-eV,94,0.25,1306,144,6.078354276468773
-eV,94,0.125,653,111,5.898004266683438
-eV,94,0.0625,327,86,5.7701171330463605
-eV,95,1.0,5222,185,6.10163871091269
-eV,95,0.5,2611,162,6.0890827156495435
-eV,95,0.25,1306,136,5.983477619542614
-eV,95,0.125,653,113,5.91310140542579
-eV,95,0.0625,327,84,5.818951861680896
-eV,96,1.0,5222,185,6.10163871091269
-eV,96,0.5,2611,162,6.1048222452505145
-eV,96,0.25,1306,140,6.0089758495237096
-eV,96,0.125,653,109,5.941347160862804
-eV,96,0.0625,327,88,5.8685997351207515
-eV,97,1.0,5222,185,6.10163871091269
-eV,97,0.5,2611,162,6.0336322970332645
-eV,97,0.25,1306,134,6.00265041369605
-eV,97,0.125,653,114,5.969887206719256
-eV,97,0.0625,327,87,5.7649333593410885
-eV,98,1.0,5222,185,6.10163871091269
-eV,98,0.5,2611,165,6.059836493702343
-eV,98,0.25,1306,136,6.02440884132053
-eV,98,0.125,653,113,5.934665263379891
-eV,98,0.0625,327,80,5.709869382986646
-eV,99,1.0,5222,185,6.10163871091269
-eV,99,0.5,2611,166,6.0362154162572095
-eV,99,0.25,1306,135,6.00730469350544
-eV,99,0.125,653,104,5.852316264358015
-eV,99,0.0625,327,89,5.859587393345249
-eV,100,1.0,5222,185,6.10163871091269
-eV,100,0.5,2611,167,6.07979713151151
-eV,100,0.25,1306,138,6.047386241884515
-eV,100,0.125,653,117,5.979914833850046
-eV,100,0.0625,327,89,5.796215091922826
-heit,1,1.0,19835,1099,6.941749956658082
-heit,1,0.5,9918,802,6.860405468701799
-heit,1,0.25,4959,619,6.840855415258643
-heit,1,0.125,2480,424,6.694405049156156
-heit,1,0.0625,1240,277,6.466899728771923
-heit,2,1.0,19835,1099,6.941749956658082
-heit,2,0.5,9918,810,6.893082210102487
-heit,2,0.25,4959,575,6.805791503071639
-heit,2,0.125,2480,419,6.686523246361211
-heit,2,0.0625,1240,315,6.677767238371496
-heit,3,1.0,19835,1099,6.941749956658082
-heit,3,0.5,9918,823,6.904327250875683
-heit,3,0.25,4959,567,6.737015074989037
-heit,3,0.125,2480,422,6.715198928490883
-heit,3,0.0625,1240,294,6.548060941182069
-heit,4,1.0,19835,1099,6.941749956658082
-heit,4,0.5,9918,825,6.883070766399476
-heit,4,0.25,4959,596,6.800363665499018
-heit,4,0.125,2480,401,6.65766294066762
-heit,4,0.0625,1240,270,6.4262028081490765
-heit,5,1.0,19835,1099,6.941749956658082
-heit,5,0.5,9918,805,6.847560344460764
-heit,5,0.25,4959,590,6.804644860647884
-heit,5,0.125,2480,415,6.679692787992978
-heit,5,0.0625,1240,301,6.635514163422486
-heit,6,1.0,19835,1099,6.941749956658082
-heit,6,0.5,9918,817,6.902112617086917
-heit,6,0.25,4959,577,6.82517237619136
-heit,6,0.125,2480,408,6.698229733937817
-heit,6,0.0625,1240,300,6.592391332270563
-heit,7,1.0,19835,1099,6.941749956658082
-heit,7,0.5,9918,827,6.895092240839816
-heit,7,0.25,4959,602,6.84080519748083
-heit,7,0.125,2480,431,6.762809143056112
-heit,7,0.0625,1240,291,6.550794601196419
-heit,8,1.0,19835,1099,6.941749956658082
-heit,8,0.5,9918,827,6.888047425481093
-heit,8,0.25,4959,592,6.764597060711076
-heit,8,0.125,2480,415,6.775985173389403
-heit,8,0.0625,1240,309,6.690900503298999
-heit,9,1.0,19835,1099,6.941749956658082
-heit,9,0.5,9918,829,6.901705091005367
-heit,9,0.25,4959,595,6.769311303405577
-heit,9,0.125,2480,425,6.6787037345669065
-heit,9,0.0625,1240,281,6.520561305860354
-heit,10,1.0,19835,1099,6.941749956658082
-heit,10,0.5,9918,788,6.863214914235322
-heit,10,0.25,4959,582,6.763718343924044
-heit,10,0.125,2480,415,6.6832000391354445
-heit,10,0.0625,1240,293,6.639776047442135
-heit,11,1.0,19835,1099,6.941749956658082
-heit,11,0.5,9918,817,6.8813079553180065
-heit,11,0.25,4959,618,6.832495730279526
-heit,11,0.125,2480,416,6.748028629450756
-heit,11,0.0625,1240,289,6.606673659915576
-heit,12,1.0,19835,1099,6.941749956658082
-heit,12,0.5,9918,824,6.871290188429719
-heit,12,0.25,4959,611,6.8363851578326225
-heit,12,0.125,2480,436,6.791957421597709
-heit,12,0.0625,1240,291,6.452307482674312
-heit,13,1.0,19835,1099,6.941749956658082
-heit,13,0.5,9918,822,6.876776694586337
-heit,13,0.25,4959,607,6.8447053720593365
-heit,13,0.125,2480,412,6.6385353603334165
-heit,13,0.0625,1240,293,6.568972594370219
-heit,14,1.0,19835,1099,6.941749956658082
-heit,14,0.5,9918,833,6.89908280325623
-heit,14,0.25,4959,593,6.868935625150562
-heit,14,0.125,2480,399,6.594970918127349
-heit,14,0.0625,1240,278,6.333007964519036
-heit,15,1.0,19835,1099,6.941749956658082
-heit,15,0.5,9918,812,6.858446831386832
-heit,15,0.25,4959,598,6.819578675030929
-heit,15,0.125,2480,431,6.722202313804053
-heit,15,0.0625,1240,295,6.575746852588676
-heit,16,1.0,19835,1099,6.941749956658082
-heit,16,0.5,9918,837,6.906893724960245
-heit,16,0.25,4959,615,6.827880720559448
-heit,16,0.125,2480,423,6.744834262568548
-heit,16,0.0625,1240,288,6.478175764126718
-heit,17,1.0,19835,1099,6.941749956658082
-heit,17,0.5,9918,820,6.894647573550639
-heit,17,0.25,4959,577,6.79522557334217
-heit,17,0.125,2480,413,6.6589592547404
-heit,17,0.0625,1240,297,6.604227094378793
-heit,18,1.0,19835,1099,6.941749956658082
-heit,18,0.5,9918,825,6.893097112084246
-heit,18,0.25,4959,593,6.837023296251489
-heit,18,0.125,2480,423,6.791306809417194
-heit,18,0.0625,1240,302,6.519111662281629
-heit,19,1.0,19835,1099,6.941749956658082
-heit,19,0.5,9918,825,6.911034044615482
-heit,19,0.25,4959,606,6.816243988653601
-heit,19,0.125,2480,416,6.625057825556962
-heit,19,0.0625,1240,296,6.586913898677513
-heit,20,1.0,19835,1099,6.941749956658082
-heit,20,0.5,9918,816,6.887403574421573
-heit,20,0.25,4959,604,6.848608895459713
-heit,20,0.125,2480,416,6.673409004134482
-heit,20,0.0625,1240,294,6.578981167485293
-heit,21,1.0,19835,1099,6.941749956658082
-heit,21,0.5,9918,809,6.879419625395379
-heit,21,0.25,4959,614,6.823098707899517
-heit,21,0.125,2480,408,6.679571625972593
-heit,21,0.0625,1240,301,6.541135687045765
-heit,22,1.0,19835,1099,6.941749956658082
-heit,22,0.5,9918,809,6.917726143763734
-heit,22,0.25,4959,597,6.783137562670568
-heit,22,0.125,2480,433,6.783306496454655
-heit,22,0.0625,1240,302,6.659049811643012
-heit,23,1.0,19835,1099,6.941749956658082
-heit,23,0.5,9918,828,6.8937742469400565
-heit,23,0.25,4959,574,6.789869823997067
-heit,23,0.125,2480,425,6.708202954644037
-heit,23,0.0625,1240,290,6.552799773716741
-heit,24,1.0,19835,1099,6.941749956658082
-heit,24,0.5,9918,847,6.915374217583084
-heit,24,0.25,4959,583,6.779792882662411
-heit,24,0.125,2480,435,6.670545991864451
-heit,24,0.0625,1240,289,6.583349257454147
-heit,25,1.0,19835,1099,6.941749956658082
-heit,25,0.5,9918,819,6.88807784618307
-heit,25,0.25,4959,602,6.831984273741871
-heit,25,0.125,2480,426,6.708692806313635
-heit,25,0.0625,1240,289,6.550271182262123
-heit,26,1.0,19835,1099,6.941749956658082
-heit,26,0.5,9918,816,6.870790621112839
-heit,26,0.25,4959,594,6.862267577079659
-heit,26,0.125,2480,416,6.697579402512676
-heit,26,0.0625,1240,269,6.511210597867818
-heit,27,1.0,19835,1099,6.941749956658082
-heit,27,0.5,9918,818,6.861668489576856
-heit,27,0.25,4959,591,6.797982483841801
-heit,27,0.125,2480,410,6.653687896798169
-heit,27,0.0625,1240,296,6.655879065638713
-heit,28,1.0,19835,1099,6.941749956658082
-heit,28,0.5,9918,812,6.854340107546283
-heit,28,0.25,4959,606,6.828961145387275
-heit,28,0.125,2480,430,6.788305340499473
-heit,28,0.0625,1240,294,6.560745661101668
-heit,29,1.0,19835,1099,6.941749956658082
-heit,29,0.5,9918,852,6.916028523451775
-heit,29,0.25,4959,595,6.78594760711493
-heit,29,0.125,2480,394,6.594999189320698
-heit,29,0.0625,1240,275,6.40513600939857
-heit,30,1.0,19835,1099,6.941749956658082
-heit,30,0.5,9918,824,6.891940556456815
-heit,30,0.25,4959,596,6.784776706513789
-heit,30,0.125,2480,405,6.697005628670543
-heit,30,0.0625,1240,285,6.461901445639205
-heit,31,1.0,19835,1099,6.941749956658082
-heit,31,0.5,9918,812,6.885413145366499
-heit,31,0.25,4959,575,6.814853346348516
-heit,31,0.125,2480,417,6.647273073720055
-heit,31,0.0625,1240,284,6.49866436799229
-heit,32,1.0,19835,1099,6.941749956658082
-heit,32,0.5,9918,826,6.90761781314734
-heit,32,0.25,4959,595,6.883799733288544
-heit,32,0.125,2480,418,6.6721559368611985
-heit,32,0.0625,1240,285,6.521988405783939
-heit,33,1.0,19835,1099,6.941749956658082
