sfx,iter,factor,sample_size,n_types,entropy
-age,1,1.0,1403,12,1.938233966792555
-age,1,0.5,702,12,1.8520338474365128
-age,1,0.25,351,9,1.8326227446346042
-age,1,0.125,176,7,1.899395639005103
-age,1,0.0625,88,7,1.808931009467591
-age,2,1.0,1403,12,1.9080012426371238
-age,2,0.5,702,12,1.9293735633518594
-age,2,0.25,351,12,1.8983007678116244
-age,2,0.125,176,8,1.8034800847288677
-age,2,0.0625,88,7,1.8510701976124673
-age,3,1.0,1403,14,1.895501240645265
-age,3,0.5,702,11,1.874525869484378
-age,3,0.25,351,10,1.9436057189709823
-age,3,0.125,176,8,1.6774857193834922
-age,3,0.0625,88,7,1.9316953059155906
-age,4,1.0,1403,11,1.8328339489234438
-age,4,0.5,702,11,1.9024451477634692
-age,4,0.25,351,10,1.919405060035596
-age,4,0.125,176,9,1.714512115033922
-age,4,0.0625,88,7,1.9031309086266086
-age,5,1.0,1403,14,1.9132884470793794
-age,5,0.5,702,13,1.9569349187870146
-age,5,0.25,351,12,1.9797446877242524
-age,5,0.125,176,9,1.9228259679876276
-age,5,0.0625,88,5,1.5452455055097647
-age,6,1.0,1403,12,1.884437234630784
-age,6,0.5,702,12,1.8093550367288787
-age,6,0.25,351,10,1.7824881847832097
-age,6,0.125,176,10,1.8436511526631392
-age,6,0.0625,88,8,1.8152294845891666
-age,7,1.0,1403,13,1.9582839721186558
-age,7,0.5,702,11,1.8459986894048548
-age,7,0.25,351,10,1.8669839160138955
-age,7,0.125,176,8,1.6748398617060072
-age,7,0.0625,88,7,1.7541844234747896
-age,8,1.0,1403,13,1.9247805088169652
-age,8,0.5,702,12,1.9218623481490373
-age,8,0.25,351,10,1.9451824747579456
-age,8,0.125,176,9,1.9157510516174
-age,8,0.0625,88,9,2.076555718612771
-age,9,1.0,1403,13,1.9044182828137144
-age,9,0.5,702,12,1.9344884097922703
-age,9,0.25,351,10,1.7531578123162814
-age,9,0.125,176,9,1.8115700227367777
-age,9,0.0625,88,6,1.5076788051033316
-age,10,1.0,1403,12,1.8729366976388138
-age,10,0.5,702,12,2.0062083837921882
-age,10,0.25,351,9,1.8295018694536667
-age,10,0.125,176,7,1.6983512958141858
-age,10,0.0625,88,6,1.8202201125594561
-age,11,1.0,1403,11,1.8946187185559125
-age,11,0.5,702,13,1.9577972641096504
-age,11,0.25,351,7,1.854870639661695
-age,11,0.125,176,10,2.0390136289667353
-age,11,0.0625,88,8,1.8402365492649033
-age,12,1.0,1403,12,1.8748494584068678
-age,12,0.5,702,10,1.7886592023685806
-age,12,0.25,351,10,1.8029084400876574
-age,12,0.125,176,9,1.7547516273244428
-age,12,0.0625,88,9,1.9811858117455856
-age,13,1.0,1403,12,1.8006990441853983
-age,13,0.5,702,12,1.833194950463248
-age,13,0.25,351,11,1.9782929250662444
-age,13,0.125,176,7,1.7114244402909573
-age,13,0.0625,88,6,1.7288244247174906
-age,14,1.0,1403,14,1.9654739948558329
-age,14,0.5,702,10,1.8606521826479274
-age,14,0.25,351,11,1.9146104990844561
-age,14,0.125,176,11,1.8123311046704635
-age,14,0.0625,88,7,1.7499352260734582
-age,15,1.0,1403,13,1.887319070781279
-age,15,0.5,702,10,1.8203476603307696
-age,15,0.25,351,9,1.7449133098196516
-age,15,0.125,176,9,1.7697630996625087
-age,15,0.0625,88,7,1.7746903418807887
-age,16,1.0,1403,13,1.8711760766466043
-age,16,0.5,702,9,1.8247198403176894
-age,16,0.25,351,9,1.7338268651491155
-age,16,0.125,176,9,1.8926113354060952
-age,16,0.0625,88,7,1.6934767224389335
-age,17,1.0,1403,11,1.8946132607861623
-age,17,0.5,702,14,1.9202945454481297
-age,17,0.25,351,9,1.8784974933972118
-age,17,0.125,176,6,1.5029797723185379
-age,17,0.0625,88,9,2.041820544452398
-age,18,1.0,1403,12,1.9384888607933346
-age,18,0.5,702,10,1.8634061177369716
-age,18,0.25,351,11,1.9434701751157641
-age,18,0.125,176,8,1.899675425215318
-age,18,0.0625,88,6,1.6293801966433161
-age,19,1.0,1403,12,1.9301441157269204
-age,19,0.5,702,9,1.8733988981688623
-age,19,0.25,351,9,1.746784445091119
-age,19,0.125,176,8,1.776584583538051
-age,19,0.0625,88,7,1.8855763617016505
-age,20,1.0,1403,14,1.915430616672585
-age,20,0.5,702,11,1.9166813158084548
-age,20,0.25,351,11,1.9162382680082666
-age,20,0.125,176,8,1.868416572491056
-age,20,0.0625,88,8,1.9707308580867409
-age,21,1.0,1403,13,1.8290708023198112
-age,21,0.5,702,11,1.8721747937996063
-age,21,0.25,351,13,1.986128700722266
-age,21,0.125,176,7,1.7740106758782435
-age,21,0.0625,88,6,1.7858697261741032
-age,22,1.0,1403,13,1.9171411017491007
-age,22,0.5,702,11,1.9073815228676068
-age,22,0.25,351,10,1.8546128037222425
-age,22,0.125,176,7,1.8384218064454478
-age,22,0.0625,88,8,1.668540763254748
-age,23,1.0,1403,10,1.9019029892016288
-age,23,0.5,702,12,1.9660021754900714
-age,23,0.25,351,11,1.818479182114969
-age,23,0.125,176,9,1.864004756632939
-age,23,0.0625,88,6,1.720819155359419
-age,24,1.0,1403,13,1.8985201132573952
-age,24,0.5,702,11,1.9317660706190865
-age,24,0.25,351,11,1.9852060150713615
-age,24,0.125,176,8,1.7380719171994397
-age,24,0.0625,88,7,1.9522714142787219
-age,25,1.0,1403,12,1.8486153580100817
-age,25,0.5,702,13,1.8027855879836634
-age,25,0.25,351,8,1.9478501186775103
-age,25,0.125,176,8,1.9731230599624925
-age,25,0.0625,88,7,1.6162012517842512
-age,26,1.0,1403,12,1.899312510308259
-age,26,0.5,702,9,1.7703995023423131
-age,26,0.25,351,11,1.7644288963977643
-age,26,0.125,176,9,1.9273409599170692
-age,26,0.0625,88,7,1.6297013848484465
-age,27,1.0,1403,13,1.9227286129745187
-age,27,0.5,702,11,1.8967486222347407
-age,27,0.25,351,9,1.7746666330392242
-age,27,0.125,176,9,1.7862789745812435
-age,27,0.0625,88,6,1.4626173771546191
-age,28,1.0,1403,14,1.905041525316352
-age,28,0.5,702,10,1.7744114898023051
-age,28,0.25,351,10,1.7566003721084256
-age,28,0.125,176,11,1.9263387912711636
-age,28,0.0625,88,6,1.7054285956141217
-age,29,1.0,1403,14,1.860605818811587
-age,29,0.5,702,11,1.8621864640557217
-age,29,0.25,351,10,1.9078669298705073
-age,29,0.125,176,10,1.633864908610061
-age,29,0.0625,88,7,1.768902557669472
-age,30,1.0,1403,12,1.8972693760637498
-age,30,0.5,702,11,1.8819882138655997
-age,30,0.25,351,9,1.941744752254401
-age,30,0.125,176,9,1.8547620408825074
-age,30,0.0625,88,7,1.8175365701153503
-age,31,1.0,1403,14,1.9852243093866475
-age,31,0.5,702,9,1.9201364867900221
-age,31,0.25,351,9,2.067289812837582
-age,31,0.125,176,10,1.9704251243540034
-age,31,0.0625,88,7,1.7515516974447631
-age,32,1.0,1403,12,1.9075069413749601
-age,32,0.5,702,13,1.8916832330903626
-age,32,0.25,351,8,1.6433438896454131
-age,32,0.125,176,9,2.002981800978239
-age,32,0.0625,88,8,1.7736104137959396
-age,33,1.0,1403,11,1.8813984771108978
-age,33,0.5,702,10,1.8573181447096976
-age,33,0.25,351,11,1.9880691765890361
-age,33,0.125,176,9,1.9990863534290924
-age,33,0.0625,88,9,1.7946111771401985
-age,34,1.0,1403,13,1.8664733860498968
-age,34,0.5,702,10,1.800869784476961
-age,34,0.25,351,8,1.7554929691993988
-age,34,0.125,176,10,1.9147871711803606
-age,34,0.0625,88,6,1.8793462674053043
-age,35,1.0,1403,13,1.973999759882538
-age,35,0.5,702,10,1.887744418222668
-age,35,0.25,351,13,1.9403852045580336
-age,35,0.125,176,10,1.8551079103257757
-age,35,0.0625,88,6,1.6117653480846703
-age,36,1.0,1403,13,1.8262835117234189
-age,36,0.5,702,12,1.9082800345062645
-age,36,0.25,351,10,1.8593900151819587
-age,36,0.125,176,9,1.9694894253431143
-age,36,0.0625,88,7,1.859199185854828
-age,37,1.0,1403,12,1.9451860170174395
-age,37,0.5,702,11,1.814667076785055
-age,37,0.25,351,10,1.98008467035464
-age,37,0.125,176,9,1.8626606036977797
-age,37,0.0625,88,8,1.8772543168555396
-age,38,1.0,1403,13,1.9777735382165977
-age,38,0.5,702,10,1.8629059257056977
-age,38,0.25,351,9,1.7957106568822345
-age,38,0.125,176,10,2.1262155681661876
-age,38,0.0625,88,9,1.8942119919049305
-age,39,1.0,1403,12,1.8344111945653694
-age,39,0.5,702,12,1.828928754617651
-age,39,0.25,351,10,1.7737928698561998
-age,39,0.125,176,9,1.9857724060813344
-age,39,0.0625,88,6,1.7504698498499844
-age,40,1.0,1403,13,1.8709365465146017
-age,40,0.5,702,10,1.8067045733988094
-age,40,0.25,351,9,1.8754965817012936
-age,40,0.125,176,8,1.9841131045323437
-age,40,0.0625,88,10,2.1617767317792973
-age,41,1.0,1403,13,2.0244443848445752
-age,41,0.5,702,10,1.8197380124675322
-age,41,0.25,351,10,1.81994604740447
-age,41,0.125,176,9,1.750355010671336
-age,41,0.0625,88,7,1.7665875745830948
-age,42,1.0,1403,13,1.936087252523886
-age,42,0.5,702,13,1.8638117375152357
-age,42,0.25,351,12,1.9957222655830416
-age,42,0.125,176,6,1.5614532721872336
-age,42,0.0625,88,8,1.7577348987556922
-age,43,1.0,1403,12,1.8978736683650508
-age,43,0.5,702,10,1.8597675452196905
-age,43,0.25,351,10,1.6756666826535953
-age,43,0.125,176,8,1.8148932322732512
-age,43,0.0625,88,8,1.749316828428938
-age,44,1.0,1403,12,1.9367872173436504
-age,44,0.5,702,12,2.0185054119964003
-age,44,0.25,351,12,1.8990443300798205
-age,44,0.125,176,9,1.923918476644988
-age,44,0.0625,88,8,1.856609794011088
-age,45,1.0,1403,13,1.863706732888863
-age,45,0.5,702,11,1.9071476501475666
-age,45,0.25,351,8,1.8943684590821503
-age,45,0.125,176,10,2.039078488530963
-age,45,0.0625,88,7,1.7500996851134145
-age,46,1.0,1403,11,1.8744952915047668
-age,46,0.5,702,12,1.839955575073663
-age,46,0.25,351,12,1.9707969699099428
-age,46,0.125,176,7,1.7291986414520917
-age,46,0.0625,88,8,1.8880509794102422
-age,47,1.0,1403,13,1.9862049670489161
-age,47,0.5,702,10,1.8411013136599055
-age,47,0.25,351,10,1.916898152333351
-age,47,0.125,176,10,1.997573102692617
-age,47,0.0625,88,8,1.8101787359975394
-age,48,1.0,1403,13,1.9118799899975323
-age,48,0.5,702,11,1.89490961619191
-age,48,0.25,351,10,1.758432884534592
-age,48,0.125,176,11,1.8637064946447002
-age,48,0.0625,88,7,1.7068946872605308
-age,49,1.0,1403,14,1.8766947480083211
-age,49,0.5,702,11,1.8886993219229482
-age,49,0.25,351,11,1.9574765161073333
-age,49,0.125,176,9,1.9089612368871833
-age,49,0.0625,88,7,1.7145558713757567
-age,50,1.0,1403,12,1.8638248021129173
-age,50,0.5,702,11,1.8953723306096415
-age,50,0.25,351,12,1.951129689793474
-age,50,0.125,176,9,1.7867084600440035
-age,50,0.0625,88,7,1.8832543500734635
-age,51,1.0,1403,12,1.8408597143400423
-age,51,0.5,702,11,1.8031567357194873
-age,51,0.25,351,12,1.8913192160844756
-age,51,0.125,176,8,1.9121031782943987
-age,51,0.0625,88,8,1.929440617524283
-age,52,1.0,1403,11,1.85061824574927
-age,52,0.5,702,12,1.9511850739482837
-age,52,0.25,351,10,1.8453736137529795
-age,52,0.125,176,8,1.7613066144089842
-age,52,0.0625,88,9,1.8853570841532334
-age,53,1.0,1403,13,1.8668538758604796
-age,53,0.5,702,12,2.0208154775015497
-age,53,0.25,351,11,1.9436354666936677
-age,53,0.125,176,8,1.8118663285129608
-age,53,0.0625,88,9,2.0369470176358186
-age,54,1.0,1403,14,1.866435602606834
-age,54,0.5,702,11,1.8558143873454676
-age,54,0.25,351,10,1.8688596496667889
-age,54,0.125,176,7,1.7948100689630404
-age,54,0.0625,88,6,1.6895530805738743
-age,55,1.0,1403,13,1.9757479989570201
-age,55,0.5,702,11,1.8457714998215
-age,55,0.25,351,10,2.0160986906632368
-age,55,0.125,176,8,1.6801098478460939
-age,55,0.0625,88,7,1.606239826589596
-age,56,1.0,1403,13,1.9185562501705982
-age,56,0.5,702,10,1.8504742605426139
-age,56,0.25,351,11,2.004656437571399
-age,56,0.125,176,11,2.215736516169019
-age,56,0.0625,88,8,1.8694287250555708
-age,57,1.0,1403,12,1.8873589882917228
-age,57,0.5,702,11,1.9093858608124532
-age,57,0.25,351,11,2.0469725370639944
-age,57,0.125,176,10,2.0572480349442706
-age,57,0.0625,88,9,1.955673618160241
-age,58,1.0,1403,14,1.9400260856318166
-age,58,0.5,702,11,1.9426189389552224
-age,58,0.25,351,12,1.9963495853784552
-age,58,0.125,176,6,1.7127310138622824
-age,58,0.0625,88,8,1.8925442941117325
-age,59,1.0,1403,13,1.8577343052311452
-age,59,0.5,702,11,1.8121833081741991
-age,59,0.25,351,11,2.0241161376605943
-age,59,0.125,176,9,1.9220586337232959
-age,59,0.0625,88,8,2.049294334602307
-age,60,1.0,1403,13,1.9453259226915673
-age,60,0.5,702,12,1.8478568794966839
-age,60,0.25,351,11,1.8258401478267765
-age,60,0.125,176,10,1.964884461647571
-age,60,0.0625,88,7,1.631541959032024
-age,61,1.0,1403,13,1.880157970780549
-age,61,0.5,702,11,2.0141634493424645
-age,61,0.25,351,8,1.8623232201680913
-age,61,0.125,176,9,1.8963130107269897
-age,61,0.0625,88,7,1.7990279492680195
-age,62,1.0,1403,13,1.858701077587768
-age,62,0.5,702,14,1.9409177148056613
-age,62,0.25,351,8,1.7684225988435154
-age,62,0.125,176,11,1.931228322667705
-age,62,0.0625,88,8,1.8019585838419818
-age,63,1.0,1403,12,1.8637184727313114
-age,63,0.5,702,12,1.8772037519423643
-age,63,0.25,351,9,1.8499156947376183
-age,63,0.125,176,9,1.9156082071981326
-age,63,0.0625,88,8,1.763053728627085
-age,64,1.0,1403,12,1.9127511806652602
-age,64,0.5,702,12,1.9239448900998786
-age,64,0.25,351,12,1.9462557669782972
-age,64,0.125,176,9,2.007941266770023
-age,64,0.0625,88,7,1.6806595104747735
-age,65,1.0,1403,13,1.9375575515585444
-age,65,0.5,702,10,1.9377674343797207
-age,65,0.25,351,9,1.8333783730505062
-age,65,0.125,176,9,1.8314515417098125
-age,65,0.0625,88,7,1.82387457224142
-age,66,1.0,1403,11,1.930406862782686
-age,66,0.5,702,11,1.8438681913856962
-age,66,0.25,351,11,1.86707024159526
-age,66,0.125,176,8,1.7391661796637705
-age,66,0.0625,88,7,1.967725516350461
-age,67,1.0,1403,13,1.8806353733000527
-age,67,0.5,702,11,1.8898432699588545
-age,67,0.25,351,8,1.9596180459157826
-age,67,0.125,176,9,2.026742015357152
-age,67,0.0625,88,9,2.007893821840101
-age,68,1.0,1403,11,1.925964956105634
-age,68,0.5,702,12,1.8586889815043006
-age,68,0.25,351,10,1.8656024140622234
-age,68,0.125,176,8,1.7298374631812439
-age,68,0.0625,88,6,1.7590934302311765
-age,69,1.0,1403,14,1.9470688857186824
-age,69,0.5,702,10,1.7884877159208368
-age,69,0.25,351,10,1.8645760775596665
-age,69,0.125,176,7,1.7786770784913994
-age,69,0.0625,88,9,1.857676501560866
-age,70,1.0,1403,14,1.999843513844419
-age,70,0.5,702,9,1.9118732318109617
-age,70,0.25,351,10,1.859291690767317
-age,70,0.125,176,9,1.7279242471430558
-age,70,0.0625,88,7,1.7315507795126204
-age,71,1.0,1403,12,1.906223521521851
-age,71,0.5,702,10,1.883011056119492
-age,71,0.25,351,10,1.9485244175807235
-age,71,0.125,176,8,1.7877935999444672
-age,71,0.0625,88,6,1.7410145727373008
-age,72,1.0,1403,13,1.9365441080017036
-age,72,0.5,702,11,1.907098924540577
-age,72,0.25,351,12,1.9726997551092282
-age,72,0.125,176,9,1.931918535698021
-age,72,0.0625,88,10,1.9315233674071037
-age,73,1.0,1403,12,1.8983534454632294
-age,73,0.5,702,13,1.9050585452689288
-age,73,0.25,351,8,1.7113311830415057
-age,73,0.125,176,7,1.9228967602124138
-age,73,0.0625,88,8,1.8347693927649134
-age,74,1.0,1403,13,1.8361396102638528
-age,74,0.5,702,11,1.9176400321199194
-age,74,0.25,351,11,1.911418734312602
-age,74,0.125,176,9,1.8550726373568402
-age,74,0.0625,88,8,1.7580138206331155
-age,75,1.0,1403,11,1.9623179156857251
-age,75,0.5,702,12,1.9373617215711352
-age,75,0.25,351,11,1.9380483555331238
-age,75,0.125,176,10,1.8799600136038395
-age,75,0.0625,88,8,1.7438648149758822
-age,76,1.0,1403,14,1.938837502097034
-age,76,0.5,702,12,1.9384985063270566
-age,76,0.25,351,11,1.8388218925866902
-age,76,0.125,176,10,1.889513802930341
-age,76,0.0625,88,9,1.933831207912712
-age,77,1.0,1403,13,1.9057450684345387
-age,77,0.5,702,12,1.8359667725909419
-age,77,0.25,351,8,1.8398047194962097
-age,77,0.125,176,9,1.9867408423164687
-age,77,0.0625,88,8,1.9219353663446326
-age,78,1.0,1403,10,1.8765584071371948
-age,78,0.5,702,10,1.8488407898511126
-age,78,0.25,351,8,1.7215748012343237
-age,78,0.125,176,10,1.9426693652275961
-age,78,0.0625,88,6,1.5607852811350507
-age,79,1.0,1403,11,1.85067354274129
-age,79,0.5,702,13,1.9172126762373776
-age,79,0.25,351,9,2.0018418007044585
-age,79,0.125,176,10,1.9602804351676597
-age,79,0.0625,88,6,1.7947246339258005
-age,80,1.0,1403,12,1.864002853565882
-age,80,0.5,702,12,1.993452070240496
-age,80,0.25,351,10,1.8887795018293423
-age,80,0.125,176,10,1.8433828470959968
-age,80,0.0625,88,8,1.9394253182894288
-age,81,1.0,1403,13,1.9804438227717993
-age,81,0.5,702,11,1.9264630369178481
-age,81,0.25,351,10,1.7530887934951063
-age,81,0.125,176,10,1.8431013838033707
-age,81,0.0625,88,7,1.7265895557016648
-age,82,1.0,1403,11,1.8730142636896039
-age,82,0.5,702,10,1.9357552774207616
-age,82,0.25,351,9,1.7448684040234046
-age,82,0.125,176,8,1.9030881798148418
-age,82,0.0625,88,9,2.0802741287571873
-age,83,1.0,1403,13,1.8728098190034448
-age,83,0.5,702,11,1.9593480773081238
-age,83,0.25,351,8,2.0059657470667602
-age,83,0.125,176,9,1.9062079722034908
-age,83,0.0625,88,8,2.125487520712803
-age,84,1.0,1403,14,1.8783045969847527
-age,84,0.5,702,10,1.81794147420838
-age,84,0.25,351,9,1.9494782343721395
-age,84,0.125,176,9,1.947761416801912
-age,84,0.0625,88,8,1.566872456965336
-age,85,1.0,1403,10,1.8613583453049887
-age,85,0.5,702,11,1.896182420269162
-age,85,0.25,351,9,1.7873962651064057
-age,85,0.125,176,8,1.559481885539734
-age,85,0.0625,88,8,1.8853474429009953
-age,86,1.0,1403,13,1.8239956743062886
-age,86,0.5,702,13,1.9860657732899447
-age,86,0.25,351,9,1.9190361812543655
-age,86,0.125,176,8,1.8063462534977843
-age,86,0.0625,88,9,1.9453219394089476
-age,87,1.0,1403,14,1.8601491405645219
-age,87,0.5,702,9,1.7274475249692678
-age,87,0.25,351,9,1.90482262405317
-age,87,0.125,176,7,1.7259195077393932
-age,87,0.0625,88,6,1.5732725983288594
-age,88,1.0,1403,13,1.9378425233937826
-age,88,0.5,702,11,1.8749981844892198
-age,88,0.25,351,11,1.9058355473242266
-age,88,0.125,176,10,1.9756126499111955
-age,88,0.0625,88,8,1.9619069482960367
-age,89,1.0,1403,13,1.8660192156344133
-age,89,0.5,702,13,1.8498973013519804
-age,89,0.25,351,10,1.8734260003468772
-age,89,0.125,176,10,1.8608541957986333
-age,89,0.0625,88,11,1.957775450513631
-age,90,1.0,1403,12,1.946166410528984
-age,90,0.5,702,12,1.9112390464338191
-age,90,0.25,351,9,1.851125356112109
-age,90,0.125,176,8,1.8298888130051794
-age,90,0.0625,88,8,1.8410311063814986
-age,91,1.0,1403,12,1.9208470021996258
-age,91,0.5,702,11,2.0115950253173573
-age,91,0.25,351,10,1.7914955502692649
-age,91,0.125,176,11,2.0736958973117208
-age,91,0.0625,88,5,1.5684246947015192
-age,92,1.0,1403,13,1.9552510054634507
-age,92,0.5,702,12,1.9652836202731925
-age,92,0.25,351,9,1.852827771033785
-age,92,0.125,176,8,1.8525667855980323
-age,92,0.0625,88,8,1.7810917046737689
-age,93,1.0,1403,12,1.8768356727044877
-age,93,0.5,702,11,1.9072220178313388
-age,93,0.25,351,8,1.8983457824829362
-age,93,0.125,176,8,1.9569980495649173
-age,93,0.0625,88,6,1.705111329876083
-age,94,1.0,1403,12,1.8674534100986389
-age,94,0.5,702,10,1.8681317301898648
-age,94,0.25,351,12,1.8440398216883889
-age,94,0.125,176,7,1.8992512017001237
-age,94,0.0625,88,7,1.7803661460023212
-age,95,1.0,1403,14,1.9230347762022764
-age,95,0.5,702,10,1.8042487363432462
-age,95,0.25,351,10,1.8267560378947822
-age,95,0.125,176,7,1.8281759912221665
-age,95,0.0625,88,6,1.8219655136772184
-age,96,1.0,1403,12,1.9436012711147983
-age,96,0.5,702,12,1.8918818155608002
-age,96,0.25,351,11,1.980621382440373
-age,96,0.125,176,10,1.8093732961062163
-age,96,0.0625,88,7,2.0036105720895914
-age,97,1.0,1403,11,1.8754262133017516
-age,97,0.5,702,11,1.9108719630728805
-age,97,0.25,351,8,1.8686249633439826
-age,97,0.125,176,7,1.8814794773240928
-age,97,0.0625,88,6,1.6493553999373924
-age,98,1.0,1403,13,1.9366620295315793
-age,98,0.5,702,13,1.9709423285796666
-age,98,0.25,351,9,1.9405930395925377
-age,98,0.125,176,9,1.7481366818414878
-age,98,0.0625,88,5,1.6208511999778175
-age,99,1.0,1403,12,1.9140679518830193
-age,99,0.5,702,11,1.816835426964003
-age,99,0.25,351,12,1.9353787279704922
-age,99,0.125,176,8,1.8830444615000494
-age,99,0.0625,88,8,1.651384229114669
-age,100,1.0,1403,14,1.9147359308281302
-age,100,0.5,702,12,1.8740877971162986
-age,100,0.25,351,9,1.850150094326694
-age,100,0.125,176,9,1.8041222546438374
-age,100,0.0625,88,7,1.9292105770397465
-ament,1,1.0,4452,3,1.147366293463298
-ament,1,0.5,2226,3,1.1444177823880628
-ament,1,0.25,1113,3,1.1302177920546448
-ament,1,0.125,557,3,1.1051751792806903
-ament,1,0.0625,279,3,1.1440066687400925
-ament,2,1.0,4452,3,1.1333292965803645
-ament,2,0.5,2226,3,1.1263278993025791
-ament,2,0.25,1113,3,1.1798771597545343
-ament,2,0.125,557,3,1.2090991254429346
-ament,2,0.0625,279,3,1.1695005998295203
-ament,3,1.0,4452,3,1.1688377093989661
-ament,3,0.5,2226,3,1.1439133765711638
-ament,3,0.25,1113,3,1.1060934795435302
-ament,3,0.125,557,3,1.1604713074470323
-ament,3,0.0625,279,3,1.0463410881017745
-ament,4,1.0,4452,3,1.1378830314563466
-ament,4,0.5,2226,3,1.1518142380053185
-ament,4,0.25,1113,3,1.139525249910799
-ament,4,0.125,557,3,1.132851652417868
-ament,4,0.0625,279,3,1.203592496839176
-ament,5,1.0,4452,3,1.1306816864708296
-ament,5,0.5,2226,3,1.160286354865157
-ament,5,0.25,1113,3,1.111741730495593
-ament,5,0.125,557,3,1.1402244111579578
-ament,5,0.0625,279,3,1.1421808044338015
-ament,6,1.0,4452,3,1.1300604720240954
-ament,6,0.5,2226,3,1.1653135427866679
-ament,6,0.25,1113,3,1.1694534458623336
-ament,6,0.125,557,3,1.1949774183542474
-ament,6,0.0625,279,3,1.127209849861475
-ament,7,1.0,4452,3,1.1575128398386423
-ament,7,0.5,2226,3,1.1411671605541462
-ament,7,0.25,1113,3,1.157444093577793
-ament,7,0.125,557,3,1.1490601424932745
-ament,7,0.0625,279,3,1.1138518016568004
-ament,8,1.0,4452,3,1.1362977017595965
-ament,8,0.5,2226,3,1.1631329691860082
-ament,8,0.25,1113,3,1.1361411349646557
-ament,8,0.125,557,3,1.1240817194366408
-ament,8,0.0625,279,3,1.0695873998666965
-ament,9,1.0,4452,3,1.1479892151850408
-ament,9,0.5,2226,3,1.149629863696167
-ament,9,0.25,1113,3,1.1341849873824648
-ament,9,0.125,557,3,1.1353440555511611
-ament,9,0.0625,279,3,1.1086230104997277
-ament,10,1.0,4452,3,1.1394743441044028
-ament,10,0.5,2226,3,1.1493375976541202
-ament,10,0.25,1113,3,1.1498926865459764
-ament,10,0.125,557,3,1.1524981686090232
-ament,10,0.0625,279,3,1.1280692127817469
-ament,11,1.0,4452,3,1.1521449253860234
-ament,11,0.5,2226,3,1.1413488010495838
-ament,11,0.25,1113,3,1.1771597477552227
-ament,11,0.125,557,3,1.145842092791109
-ament,11,0.0625,279,3,1.1437024677982595
-ament,12,1.0,4452,3,1.1645963300851725
-ament,12,0.5,2226,3,1.1510095783807304
-ament,12,0.25,1113,3,1.1472889860415258
-ament,12,0.125,557,3,1.1963039365131158
-ament,12,0.0625,279,3,1.1988404151363359
-ament,13,1.0,4452,3,1.1511146316612098
-ament,13,0.5,2226,3,1.1644280120068218
-ament,13,0.25,1113,3,1.157653680820938
-ament,13,0.125,557,3,1.1728661325144722
-ament,13,0.0625,279,3,1.1585556026396413
-ament,14,1.0,4452,3,1.1354242504887573
-ament,14,0.5,2226,3,1.1558019140796074
-ament,14,0.25,1113,3,1.178789552378065
-ament,14,0.125,557,3,1.1733660014306155
-ament,14,0.0625,279,3,1.154811558498566
-ament,15,1.0,4452,3,1.1577291251737705
-ament,15,0.5,2226,3,1.126740062811663
-ament,15,0.25,1113,3,1.1377380448576113
-ament,15,0.125,557,3,1.1572190450243234
-ament,15,0.0625,279,3,1.0837357240971421
-ament,16,1.0,4452,3,1.1455120755719321
-ament,16,0.5,2226,3,1.155593370963288
-ament,16,0.25,1113,3,1.1689018745291622
-ament,16,0.125,557,3,1.15917336920035
-ament,16,0.0625,279,3,1.1440066687400925
-ament,17,1.0,4452,3,1.1447524289188764
-ament,17,0.5,2226,3,1.1545964214920494
-ament,17,0.25,1113,3,1.1559706352513097
-ament,17,0.125,557,3,1.1733660014306155
-ament,17,0.0625,279,3,1.1723766412952263
-ament,18,1.0,4452,3,1.1386973449963975
-ament,18,0.5,2226,3,1.1595128867691753
-ament,18,0.25,1113,3,1.1452208212702284
-ament,18,0.125,557,3,1.109559666189638
-ament,18,0.0625,279,3,1.128220753974075
-ament,19,1.0,4452,3,1.1488847614482134
-ament,19,0.5,2226,3,1.1531984014639465
-ament,19,0.25,1113,3,1.1675280309577427
-ament,19,0.125,557,3,1.1248626096213974
-ament,19,0.0625,279,3,1.1568754295377552
-ament,20,1.0,4452,3,1.1345993035306807
-ament,20,0.5,2226,3,1.1433604972710234
-ament,20,0.25,1113,3,1.166853716958192
-ament,20,0.125,557,3,1.1849731614428372
-ament,20,0.0625,279,3,1.14023908813071
-ament,21,1.0,4452,3,1.141802857373605
-ament,21,0.5,2226,3,1.1629981822121542
-ament,21,0.25,1113,3,1.1373719859539313
-ament,21,0.125,557,3,1.1122841646532664
-ament,21,0.0625,279,3,1.1695005998295203
-ament,22,1.0,4452,3,1.138228303040609
-ament,22,0.5,2226,3,1.1371809053470014
-ament,22,0.25,1113,3,1.1366451011456584
-ament,22,0.125,557,3,1.1406067051010802
-ament,22,0.0625,279,3,1.154712690532118
-ament,23,1.0,4452,3,1.1366927807616138
-ament,23,0.5,2226,3,1.133295338042056
-ament,23,0.25,1113,3,1.1464229200684874
-ament,23,0.125,557,3,1.1572190450243234
-ament,23,0.0625,279,3,1.1086230104997277
-ament,24,1.0,4452,3,1.1520050566976117
-ament,24,0.5,2226,3,1.155337611476273
-ament,24,0.25,1113,3,1.126379834480427
-ament,24,0.125,557,3,1.1385032276876244
-ament,24,0.0625,279,3,1.111682490303664
-ament,25,1.0,4452,3,1.1408487214988106
-ament,25,0.5,2226,3,1.1513944441450636
