sfx,iter,factor,sample_size,n_types,entropy
-eur,37,1.0,3225,25,3.4054952473301157
-eur,37,0.5,1613,23,3.441821094635418
-eur,37,0.25,807,23,3.4646871485219823
-eur,37,0.125,404,21,3.359513104779232
-eur,37,0.0625,202,20,3.3078344181602652
-eur,38,1.0,3225,25,3.435743992849406
-eur,38,0.5,1613,22,3.360566593369815
-eur,38,0.25,807,21,3.3282240109606143
-eur,38,0.125,404,20,3.3726433115673786
-eur,38,0.0625,202,18,3.3428812817207123
-eur,39,1.0,3225,24,3.4286621147567717
-eur,39,0.5,1613,23,3.3960496072697683
-eur,39,0.25,807,23,3.4233778356463374
-eur,39,0.125,404,20,3.405226388861691
-eur,39,0.0625,202,16,3.35637498932719
-eur,40,1.0,3225,23,3.3883408697964894
-eur,40,0.5,1613,25,3.415196116520168
-eur,40,0.25,807,21,3.4455037308433756
-eur,40,0.125,404,21,3.309244569437535
-eur,40,0.0625,202,17,3.2990330856811605
-eur,41,1.0,3225,25,3.4225626717174347
-eur,41,0.5,1613,24,3.374131381709844
-eur,41,0.25,807,21,3.3585083185922913
-eur,41,0.125,404,21,3.40837710092818
-eur,41,0.0625,202,18,3.314180949235159
-eur,42,1.0,3225,25,3.428850121377857
-eur,42,0.5,1613,24,3.3464735086037165
-eur,42,0.25,807,21,3.3968665414095556
-eur,42,0.125,404,20,3.3421357494781376
-eur,42,0.0625,202,17,3.296588752568525
-eur,43,1.0,3225,26,3.408684751400609
-eur,43,0.5,1613,23,3.3813985964036095
-eur,43,0.25,807,21,3.3953783571963667
-eur,43,0.125,404,19,3.453228518656068
-eur,43,0.0625,202,18,3.428401528157416
-eur,44,1.0,3225,25,3.440585744588436
-eur,44,0.5,1613,22,3.3705310711804257
-eur,44,0.25,807,22,3.374263436686922
-eur,44,0.125,404,20,3.3745721730600375
-eur,44,0.0625,202,18,3.2536418117101653
-eur,45,1.0,3225,25,3.4231534553781784
-eur,45,0.5,1613,22,3.4372388275663517
-eur,45,0.25,807,23,3.508688665638636
-eur,45,0.125,404,19,3.355286252124899
-eur,45,0.0625,202,18,3.545561797300434
-eur,46,1.0,3225,25,3.401945788599389
-eur,46,0.5,1613,24,3.413352189692565
-eur,46,0.25,807,21,3.3877919564527197
-eur,46,0.125,404,19,3.4082295712386808
-eur,46,0.0625,202,20,3.4756029892686358
-eur,47,1.0,3225,24,3.444174198657039
-eur,47,0.5,1613,24,3.4325388796173786
-eur,47,0.25,807,22,3.337972916801685
-eur,47,0.125,404,19,3.3584251807189727
-eur,47,0.0625,202,16,3.279134469100781
-eur,48,1.0,3225,24,3.4006673062711767
-eur,48,0.5,1613,22,3.3584882741346616
-eur,48,0.25,807,24,3.3941379970313394
-eur,48,0.125,404,21,3.372324046685813
-eur,48,0.0625,202,16,3.1783313283187336
-eur,49,1.0,3225,24,3.42603456216416
-eur,49,0.5,1613,22,3.4320592191375985
-eur,49,0.25,807,23,3.36636457419405
-eur,49,0.125,404,21,3.4097211483093233
-eur,49,0.0625,202,18,3.4616135969148405
-eur,50,1.0,3225,23,3.3634538793647386
-eur,50,0.5,1613,24,3.446235223266841
-eur,50,0.25,807,21,3.4519646441563174
-eur,50,0.125,404,17,3.276010181606441
-eur,50,0.0625,202,19,3.4217561764525253
-eur,51,1.0,3225,25,3.4340359615229827
-eur,51,0.5,1613,23,3.4134746695217264
-eur,51,0.25,807,20,3.4343053486429547
-eur,51,0.125,404,20,3.374728653198505
-eur,51,0.0625,202,16,3.3182621600966415
-eur,52,1.0,3225,25,3.429833515475274
-eur,52,0.5,1613,23,3.40632267098765
-eur,52,0.25,807,22,3.4478530103607268
-eur,52,0.125,404,19,3.418559167539382
-eur,52,0.0625,202,19,3.4477113996598163
-eur,53,1.0,3225,25,3.428981591275842
-eur,53,0.5,1613,24,3.4750771780615226
-eur,53,0.25,807,22,3.3456111199657736
-eur,53,0.125,404,22,3.5860895140383273
-eur,53,0.0625,202,16,3.286856312734861
-eur,54,1.0,3225,25,3.4160225272362186
-eur,54,0.5,1613,22,3.4407752186935743
-eur,54,0.25,807,23,3.4688888340104205
-eur,54,0.125,404,19,3.41027617487467
-eur,54,0.0625,202,18,3.4083709396197213
-eur,55,1.0,3225,26,3.4850194953639884
-eur,55,0.5,1613,23,3.3873182606103835
-eur,55,0.25,807,22,3.3731979211529843
-eur,55,0.125,404,22,3.4046282574620013
-eur,55,0.0625,202,19,3.3837169964321365
-eur,56,1.0,3225,26,3.406426045780701
-eur,56,0.5,1613,21,3.440837116569473
-eur,56,0.25,807,21,3.373278019363764
-eur,56,0.125,404,20,3.543082366958228
-eur,56,0.0625,202,15,3.219134250623645
-eur,57,1.0,3225,24,3.40758509328426
-eur,57,0.5,1613,25,3.423947678832046
-eur,57,0.25,807,23,3.483612459915384
-eur,57,0.125,404,19,3.428159128914835
-eur,57,0.0625,202,18,3.390405749990738
-eur,58,1.0,3225,24,3.3910191988329395
-eur,58,0.5,1613,23,3.468462288180901
-eur,58,0.25,807,21,3.403287138214739
-eur,58,0.125,404,20,3.33227798729404
-eur,58,0.0625,202,19,3.4357899443981137
-eur,59,1.0,3225,24,3.3576532602669547
-eur,59,0.5,1613,25,3.434754784771377
-eur,59,0.25,807,21,3.3358957513945904
-eur,59,0.125,404,22,3.4566067973901857
-eur,59,0.0625,202,18,3.3551462460888635
-eur,60,1.0,3225,24,3.425485040855101
-eur,60,0.5,1613,24,3.4888621606068653
-eur,60,0.25,807,24,3.362568637793894
-eur,60,0.125,404,20,3.3639981761436375
-eur,60,0.0625,202,18,3.3855286659332813
-eur,61,1.0,3225,25,3.423211152017873
-eur,61,0.5,1613,25,3.4863239778784387
-eur,61,0.25,807,21,3.4092339041196325
-eur,61,0.125,404,20,3.325141440620603
-eur,61,0.0625,202,20,3.3333882497637073
-eur,62,1.0,3225,25,3.428654332136558
-eur,62,0.5,1613,25,3.4945681738667402
-eur,62,0.25,807,21,3.4851255550678992
-eur,62,0.125,404,20,3.460343458073223
-eur,62,0.0625,202,16,3.256142010755098
-eur,63,1.0,3225,25,3.453720740483566
-eur,63,0.5,1613,21,3.406641781861752
-eur,63,0.25,807,20,3.432247652313451
-eur,63,0.125,404,20,3.3095374098564108
-eur,63,0.0625,202,17,3.3506356237268897
-eur,64,1.0,3225,26,3.42137765443617
-eur,64,0.5,1613,25,3.4004278421601364
-eur,64,0.25,807,22,3.396463504569518
-eur,64,0.125,404,22,3.4819126102099203
-eur,64,0.0625,202,16,3.3509370958920743
-eur,65,1.0,3225,24,3.3896700390539443
-eur,65,0.5,1613,23,3.4775222065936022
-eur,65,0.25,807,24,3.4318018337843625
-eur,65,0.125,404,22,3.475675966752691
-eur,65,0.0625,202,20,3.2432077753658892
-eur,66,1.0,3225,24,3.4606126986909778
-eur,66,0.5,1613,24,3.4368793272921745
-eur,66,0.25,807,21,3.4780064955840566
-eur,66,0.125,404,19,3.3184879811076393
-eur,66,0.0625,202,19,3.5263789127423277
-eur,67,1.0,3225,26,3.453469612520546
-eur,67,0.5,1613,24,3.401965187912249
-eur,67,0.25,807,22,3.4976279863159467
-eur,67,0.125,404,20,3.4440148798857972
-eur,67,0.0625,202,18,3.226617867217449
-eur,68,1.0,3225,26,3.431098309871058
-eur,68,0.5,1613,24,3.408294596915803
-eur,68,0.25,807,22,3.429945882904439
-eur,68,0.125,404,21,3.492595759040356
-eur,68,0.0625,202,17,3.438058228149989
-eur,69,1.0,3225,25,3.351238647045658
-eur,69,0.5,1613,25,3.4776614474664913
-eur,69,0.25,807,22,3.4388383792069415
-eur,69,0.125,404,20,3.3849100495537625
-eur,69,0.0625,202,17,3.2357190134764817
-eur,70,1.0,3225,26,3.4216646135342836
-eur,70,0.5,1613,24,3.3113661585777763
-eur,70,0.25,807,21,3.389059637099504
-eur,70,0.125,404,19,3.333994485642317
-eur,70,0.0625,202,18,3.4728450678593688
-eur,71,1.0,3225,24,3.399478983322958
-eur,71,0.5,1613,23,3.384437445747144
-eur,71,0.25,807,23,3.4343405546193986
-eur,71,0.125,404,23,3.4303278321899136
-eur,71,0.0625,202,18,3.331119409108028
-eur,72,1.0,3225,25,3.406355056029027
-eur,72,0.5,1613,23,3.4075501443325233
-eur,72,0.25,807,22,3.4073891167899144
-eur,72,0.125,404,18,3.3485865497214466
-eur,72,0.0625,202,18,3.3047016014034707
-eur,73,1.0,3225,25,3.4579206392977047
-eur,73,0.5,1613,24,3.3850491516710477
-eur,73,0.25,807,22,3.4104056300499246
-eur,73,0.125,404,22,3.418068217851836
-eur,73,0.0625,202,18,3.3639849240595443
-eur,74,1.0,3225,25,3.4366855793502946
-eur,74,0.5,1613,23,3.4487404464631473
-eur,74,0.25,807,21,3.4045367213478492
-eur,74,0.125,404,22,3.2484676333510323
-eur,74,0.0625,202,18,3.343384637700993
-eur,75,1.0,3225,25,3.4454611285052628
-eur,75,0.5,1613,23,3.411356854786576
-eur,75,0.25,807,23,3.369362228472339
-eur,75,0.125,404,20,3.38119499197061
-eur,75,0.0625,202,18,3.3584971181710066
-eur,76,1.0,3225,24,3.462573531826556
-eur,76,0.5,1613,22,3.4395184869712803
-eur,76,0.25,807,22,3.5004179069491745
-eur,76,0.125,404,21,3.4714468156085796
-eur,76,0.0625,202,19,3.5519608604990047
-eur,77,1.0,3225,26,3.446342315645178
-eur,77,0.5,1613,22,3.410250736242478
-eur,77,0.25,807,21,3.37902821440935
-eur,77,0.125,404,23,3.4519551188714943
-eur,77,0.0625,202,17,3.2975228838109225
-eur,78,1.0,3225,25,3.384959092440941
-eur,78,0.5,1613,22,3.3805168211894294
-eur,78,0.25,807,22,3.435519828999052
-eur,78,0.125,404,18,3.2260373083064553
-eur,78,0.0625,202,16,3.331903315927196
-eur,79,1.0,3225,26,3.4432849964983725
-eur,79,0.5,1613,25,3.435071318866295
-eur,79,0.25,807,24,3.5320733014689054
-eur,79,0.125,404,21,3.414775334493576
-eur,79,0.0625,202,16,3.267048631798395
-eur,80,1.0,3225,25,3.429492232709172
-eur,80,0.5,1613,24,3.3827042837559285
-eur,80,0.25,807,23,3.441508011739502
-eur,80,0.125,404,20,3.3847454701244155
-eur,80,0.0625,202,19,3.2590442845720067
-eur,81,1.0,3225,23,3.394007639783459
-eur,81,0.5,1613,23,3.3745837604847533
-eur,81,0.25,807,23,3.425032165169099
-eur,81,0.125,404,18,3.348302629871145
-eur,81,0.0625,202,17,3.3372142006401675
-eur,82,1.0,3225,24,3.4408849637023655
-eur,82,0.5,1613,23,3.4165835312182473
-eur,82,0.25,807,21,3.3433828615762775
-eur,82,0.125,404,21,3.34729968536678
-eur,82,0.0625,202,18,3.5087017537362333
-eur,83,1.0,3225,25,3.433130009850272
-eur,83,0.5,1613,22,3.3960526581960533
-eur,83,0.25,807,21,3.326265926185572
-eur,83,0.125,404,19,3.269074335445708
-eur,83,0.0625,202,19,3.3262427101372603
-eur,84,1.0,3225,25,3.3780348747406745
-eur,84,0.5,1613,22,3.404294460019899
-eur,84,0.25,807,22,3.3946779979498753
-eur,84,0.125,404,18,3.451486112371851
-eur,84,0.0625,202,18,3.3519286361326808
-eur,85,1.0,3225,26,3.4477150821346827
-eur,85,0.5,1613,23,3.39825218021093
-eur,85,0.25,807,21,3.3960116251891774
-eur,85,0.125,404,18,3.4491480770238154
-eur,85,0.0625,202,18,3.2731811960549035
-eur,86,1.0,3225,25,3.4639785435511246
-eur,86,0.5,1613,24,3.3612500764771083
-eur,86,0.25,807,24,3.409320133535052
-eur,86,0.125,404,20,3.496303894573856
-eur,86,0.0625,202,16,3.303063753805685
-eur,87,1.0,3225,26,3.4191793458458273
-eur,87,0.5,1613,24,3.4240159887631427
-eur,87,0.25,807,22,3.443211563770745
-eur,87,0.125,404,20,3.356973386325864
-eur,87,0.0625,202,16,3.2146473143201977
-eur,88,1.0,3225,24,3.408621462729007
-eur,88,0.5,1613,24,3.392718916826927
-eur,88,0.25,807,22,3.4262081134546873
-eur,88,0.125,404,19,3.416879039637172
-eur,88,0.0625,202,19,3.203475924083989
-eur,89,1.0,3225,26,3.4502185119663094
-eur,89,0.5,1613,25,3.414581514224973
-eur,89,0.25,807,22,3.467009404569807
-eur,89,0.125,404,19,3.36413997727734
-eur,89,0.0625,202,17,3.250392302691773
-eur,90,1.0,3225,26,3.4021176953967864
-eur,90,0.5,1613,24,3.4004117701506797
-eur,90,0.25,807,20,3.3582782556429867
-eur,90,0.125,404,20,3.3726623414494425
-eur,90,0.0625,202,18,3.3470456640939736
-eur,91,1.0,3225,26,3.427437163771925
-eur,91,0.5,1613,25,3.425108602409436
-eur,91,0.25,807,21,3.389096451662415
-eur,91,0.125,404,21,3.2870104929263926
-eur,91,0.0625,202,19,3.3282727015456883
-eur,92,1.0,3225,25,3.4329091076862057
-eur,92,0.5,1613,24,3.50877490948523
-eur,92,0.25,807,20,3.3349402512738986
-eur,92,0.125,404,21,3.2935891733530336
-eur,92,0.0625,202,17,3.2315160120657525
-eur,93,1.0,3225,25,3.462396810991073
-eur,93,0.5,1613,22,3.3992261214074713
-eur,93,0.25,807,22,3.4211771055381757
-eur,93,0.125,404,20,3.3643211235484785
-eur,93,0.0625,202,18,3.343369354173593
-eur,94,1.0,3225,24,3.4436224814409266
-eur,94,0.5,1613,24,3.429845277694871
-eur,94,0.25,807,24,3.4415356553397474
-eur,94,0.125,404,21,3.4312266384843744
-eur,94,0.0625,202,17,3.0533448197719646
-eur,95,1.0,3225,25,3.3996805741278884
-eur,95,0.5,1613,24,3.386358150889258
-eur,95,0.25,807,23,3.3294085405711047
-eur,95,0.125,404,21,3.4813153567998154
-eur,95,0.0625,202,18,3.581251512809877
-eur,96,1.0,3225,26,3.443312038100572
-eur,96,0.5,1613,23,3.3969174508003945
-eur,96,0.25,807,22,3.3492196489622734
-eur,96,0.125,404,20,3.334567405019217
-eur,96,0.0625,202,17,3.327079008104388
-eur,97,1.0,3225,24,3.3735288430985193
-eur,97,0.5,1613,22,3.3995413883506385
-eur,97,0.25,807,20,3.442906922089975
-eur,97,0.125,404,18,3.385046423377046
-eur,97,0.0625,202,18,3.3076438627875246
-eur,98,1.0,3225,25,3.3946591693881194
-eur,98,0.5,1613,23,3.350261665222101
-eur,98,0.25,807,22,3.410635702007768
-eur,98,0.125,404,19,3.334222911841192
-eur,98,0.0625,202,17,3.2378349699177074
-eur,99,1.0,3225,26,3.3976821295274315
-eur,99,0.5,1613,23,3.35528165484345
-eur,99,0.25,807,23,3.394212014132637
-eur,99,0.125,404,20,3.461666145818208
-eur,99,0.0625,202,18,3.3884409302995886
-eur,100,1.0,3225,25,3.4166288127861573
-eur,100,0.5,1613,24,3.4665953281620228
-eur,100,0.25,807,21,3.3575387976429596
-eur,100,0.125,404,22,3.299045228195985
-eur,100,0.0625,202,18,3.407376926220941
-eV,1,1.0,5222,168,6.062425216379017
-eV,1,0.5,2611,158,6.069769527114146
-eV,1,0.25,1306,142,5.998890905259539
-eV,1,0.125,653,107,5.895785675608753
-eV,1,0.0625,327,94,5.800598325040488
-eV,2,1.0,5222,173,6.075346221267557
-eV,2,0.5,2611,163,6.058959826261737
-eV,2,0.25,1306,134,6.035508409616014
-eV,2,0.125,653,121,6.113381892872616
-eV,2,0.0625,327,85,5.792875099314108
-eV,3,1.0,5222,169,6.070466592226784
-eV,3,0.5,2611,154,6.041178999890442
-eV,3,0.25,1306,138,6.064697079350247
-eV,3,0.125,653,110,5.895334348233694
-eV,3,0.0625,327,78,5.70589445967515
-eV,4,1.0,5222,173,6.100142792670414
-eV,4,0.5,2611,159,6.09456915203959
-eV,4,0.25,1306,136,6.022004822504557
-eV,4,0.125,653,110,5.8623690161093025
-eV,4,0.0625,327,91,5.9008628490759865
-eV,5,1.0,5222,170,6.070394004915353
-eV,5,0.5,2611,162,6.111344284009365
-eV,5,0.25,1306,138,6.109162101671927
-eV,5,0.125,653,102,5.898141887216753
-eV,5,0.0625,327,80,5.669350349179564
-eV,6,1.0,5222,170,6.041117180809831
-eV,6,0.5,2611,158,6.078673245867942
-eV,6,0.25,1306,131,5.9679367503310115
-eV,6,0.125,653,109,5.948251600156377
-eV,6,0.0625,327,83,5.626830153082029
-eV,7,1.0,5222,169,6.078013064489676
-eV,7,0.5,2611,158,6.03361867067489
-eV,7,0.25,1306,133,6.03930810365585
-eV,7,0.125,653,113,5.990820198503571
-eV,7,0.0625,327,91,5.848452967858049
-eV,8,1.0,5222,169,6.054758300659184
-eV,8,0.5,2611,162,6.087758194130187
-eV,8,0.25,1306,132,6.014487228191923
-eV,8,0.125,653,108,5.9310123829913906
-eV,8,0.0625,327,84,5.753243113320749
-eV,9,1.0,5222,174,6.060248693672962
-eV,9,0.5,2611,158,6.084609762714447
-eV,9,0.25,1306,133,6.063966028214135
-eV,9,0.125,653,114,5.929052844591669
-eV,9,0.0625,327,94,5.885103127817432
-eV,10,1.0,5222,165,6.042671882381302
-eV,10,0.5,2611,154,6.0774502725848505
-eV,10,0.25,1306,136,6.025079774542297
-eV,10,0.125,653,113,5.934844897404843
-eV,10,0.0625,327,83,5.77629515275319
-eV,11,1.0,5222,174,6.088639093490777
-eV,11,0.5,2611,161,6.1067965269370985
-eV,11,0.25,1306,134,5.986421988067403
-eV,11,0.125,653,105,5.834492323011566
-eV,11,0.0625,327,79,5.68312723640716
-eV,12,1.0,5222,170,6.092528024653717
-eV,12,0.5,2611,161,6.079164423752615
-eV,12,0.25,1306,125,5.994182041489089
-eV,12,0.125,653,108,5.889772046648916
-eV,12,0.0625,327,88,5.703087325185548
-eV,13,1.0,5222,173,6.093185489857185
-eV,13,0.5,2611,153,6.07503962625778
-eV,13,0.25,1306,135,6.045413761065315
-eV,13,0.125,653,102,5.8065089638798915
-eV,13,0.0625,327,80,5.7117533870887796
-eV,14,1.0,5222,174,6.066239899246912
-eV,14,0.5,2611,156,6.053071734644188
-eV,14,0.25,1306,136,6.008795910077306
-eV,14,0.125,653,108,5.870264119822731
-eV,14,0.0625,327,92,5.9029216464515395
-eV,15,1.0,5222,171,6.110185055612544
-eV,15,0.5,2611,152,6.039378632811935
-eV,15,0.25,1306,131,5.966510155639663
-eV,15,0.125,653,102,5.886278984517477
-eV,15,0.0625,327,87,5.851326528768299
-eV,16,1.0,5222,170,6.082253175164509
-eV,16,0.5,2611,145,6.003233364190826
-eV,16,0.25,1306,124,6.01033022571682
-eV,16,0.125,653,106,5.919730330364181
-eV,16,0.0625,327,92,5.927052102866152
-eV,17,1.0,5222,175,6.098121201221932
-eV,17,0.5,2611,157,5.998969898180532
-eV,17,0.25,1306,131,5.904225220853478
-eV,17,0.125,653,112,5.8982122810488296
-eV,17,0.0625,327,88,5.800340400532325
-eV,18,1.0,5222,173,6.061668104249508
-eV,18,0.5,2611,155,5.998260840149894
-eV,18,0.25,1306,126,5.971205309293555
-eV,18,0.125,653,107,5.9169073851894005
-eV,18,0.0625,327,80,5.734770864720291
-eV,19,1.0,5222,171,6.089210894474371
-eV,19,0.5,2611,154,6.106865292756554
-eV,19,0.25,1306,137,6.061784814008608
-eV,19,0.125,653,104,5.8260567919992825
-eV,19,0.0625,327,75,5.539974072728248
-eV,20,1.0,5222,171,6.080519379975901
-eV,20,0.5,2611,156,6.061003667287157
-eV,20,0.25,1306,135,5.99682700035845
-eV,20,0.125,653,112,5.948043673877426
-eV,20,0.0625,327,89,5.809498170824445
-eV,21,1.0,5222,167,6.05730525760646
-eV,21,0.5,2611,155,6.05147344480071
-eV,21,0.25,1306,133,5.9957898049320235
-eV,21,0.125,653,114,5.9750271034054565
-eV,21,0.0625,327,91,5.8675301731520015
-eV,22,1.0,5222,175,6.081580193884598
-eV,22,0.5,2611,154,6.047781453894756
-eV,22,0.25,1306,137,6.008889918855735
-eV,22,0.125,653,103,5.903912262840815
-eV,22,0.0625,327,77,5.685949842025504
-eV,23,1.0,5222,173,6.042188466554067
-eV,23,0.5,2611,152,6.038459328920214
-eV,23,0.25,1306,138,6.04571541481099
-eV,23,0.125,653,114,5.945995067673699
-eV,23,0.0625,327,86,5.8048067736372655
-eV,24,1.0,5222,179,6.062158321933875
-eV,24,0.5,2611,159,6.069000049719555
-eV,24,0.25,1306,133,6.0418775047400235
-eV,24,0.125,653,104,5.872347127151988
-eV,24,0.0625,327,77,5.664906049777756
-eV,25,1.0,5222,171,6.043789604378855
-eV,25,0.5,2611,154,6.011552832286438
-eV,25,0.25,1306,135,6.006383511539572
-eV,25,0.125,653,108,5.936860105728073
-eV,25,0.0625,327,88,5.777182535506292
-eV,26,1.0,5222,172,6.067930321203012
-eV,26,0.5,2611,153,5.989800939793505
-eV,26,0.25,1306,139,6.064099509576013
-eV,26,0.125,653,109,5.918595443756758
-eV,26,0.0625,327,79,5.717958349475112
-eV,27,1.0,5222,174,6.121634446650544
-eV,27,0.5,2611,152,5.981454802485115
-eV,27,0.25,1306,143,6.071162889990877
-eV,27,0.125,653,110,5.969643581801343
-eV,27,0.0625,327,88,5.752582753104393
-eV,28,1.0,5222,174,6.069766133505285
-eV,28,0.5,2611,158,6.051585706413782
-eV,28,0.25,1306,139,6.038080820838297
-eV,28,0.125,653,109,5.894781328859116
-eV,28,0.0625,327,74,5.513781183225371
-eV,29,1.0,5222,170,6.023807472225436
-eV,29,0.5,2611,159,6.018793375686016
-eV,29,0.25,1306,133,6.055719509547641
-eV,29,0.125,653,102,5.753287120517329
-eV,29,0.0625,327,86,5.773485932370976
-eV,30,1.0,5222,170,6.056949243662991
-eV,30,0.5,2611,154,6.041636916075269
-eV,30,0.25,1306,130,5.962801387828533
-eV,30,0.125,653,115,5.982561264331673
-eV,30,0.0625,327,85,5.721239959414914
-eV,31,1.0,5222,172,6.054577599464428
-eV,31,0.5,2611,160,6.063627784584789
-eV,31,0.25,1306,142,6.034216495818732
-eV,31,0.125,653,109,5.899079402899708
-eV,31,0.0625,327,92,5.849646581640957
-eV,32,1.0,5222,170,6.041516203096534
-eV,32,0.5,2611,157,6.0393963715940675
-eV,32,0.25,1306,136,5.988947713706673
-eV,32,0.125,653,110,5.886806568824972
-eV,32,0.0625,327,87,5.849710924477061
-eV,33,1.0,5222,172,6.0757562686675035
-eV,33,0.5,2611,157,6.115017541830746
-eV,33,0.25,1306,140,6.026034925943486
-eV,33,0.125,653,110,5.964149369977625
-eV,33,0.0625,327,78,5.724688082250288
-eV,34,1.0,5222,171,6.081473004374008
-eV,34,0.5,2611,147,6.002781114917679
-eV,34,0.25,1306,140,6.053621682801477
-eV,34,0.125,653,105,5.924097665208317
-eV,34,0.0625,327,80,5.741573661172125
-eV,35,1.0,5222,176,6.121562274161722
-eV,35,0.5,2611,158,6.034610217220561
-eV,35,0.25,1306,125,5.925599043792753
-eV,35,0.125,653,118,6.002166874604481
-eV,35,0.0625,327,90,5.861124402315969
-eV,36,1.0,5222,173,6.109432176470012
-eV,36,0.5,2611,149,6.017626918655985
-eV,36,0.25,1306,129,5.954248888436534
-eV,36,0.125,653,108,5.839138619106346
-eV,36,0.0625,327,78,5.639215193861239
-eV,37,1.0,5222,170,6.107065858269669
-eV,37,0.5,2611,150,6.0093007798127065
-eV,37,0.25,1306,131,5.976070446469739
-eV,37,0.125,653,109,5.922021506271512
-eV,37,0.0625,327,91,5.894743727356692
-eV,38,1.0,5222,169,6.073129513620034
-eV,38,0.5,2611,156,6.038668525558572
-eV,38,0.25,1306,133,6.006887218891386
-eV,38,0.125,653,110,5.878736409722572
-eV,38,0.0625,327,89,5.7543780800127
-eV,39,1.0,5222,172,6.078887697598587
-eV,39,0.5,2611,157,6.093237625268101
-eV,39,0.25,1306,128,5.999570656747591
-eV,39,0.125,653,107,5.951668886858935
-eV,39,0.0625,327,93,5.831716422463222
-eV,40,1.0,5222,175,6.072345782024036
-eV,40,0.5,2611,154,6.001286460784586
-eV,40,0.25,1306,138,6.041519376033366
-eV,40,0.125,653,109,5.890990511836573
-eV,40,0.0625,327,90,5.921193867546619
-eV,41,1.0,5222,173,6.074645020976574
-eV,41,0.5,2611,162,6.040113652694201
-eV,41,0.25,1306,128,5.9877173259831675
-eV,41,0.125,653,109,5.863550983141851
-eV,41,0.0625,327,86,5.822166697645036
-eV,42,1.0,5222,172,6.07134252580873
-eV,42,0.5,2611,159,6.071872148161233
-eV,42,0.25,1306,133,6.023927578711191
-eV,42,0.125,653,110,5.864685625367632
-eV,42,0.0625,327,92,5.866318759113189
-eV,43,1.0,5222,172,6.0583717810786
-eV,43,0.5,2611,153,6.062155730692099
-eV,43,0.25,1306,131,5.99620470811985
-eV,43,0.125,653,106,5.865216578681867
-eV,43,0.0625,327,84,5.759716456578259
-eV,44,1.0,5222,174,6.071838707088603
-eV,44,0.5,2611,159,6.080381280090947
-eV,44,0.25,1306,138,6.000605103969993
-eV,44,0.125,653,109,5.971903045476062
-eV,44,0.0625,327,86,5.793871494971036
-eV,45,1.0,5222,166,6.016981606798026
-eV,45,0.5,2611,150,6.015333749078872
-eV,45,0.25,1306,138,6.063100441364668
-eV,45,0.125,653,103,5.8054170914587235
-eV,45,0.0625,327,88,5.771730614062174
-eV,46,1.0,5222,173,6.084390073445137
-eV,46,0.5,2611,160,6.063015091482129
-eV,46,0.25,1306,130,5.989628122633833
-eV,46,0.125,653,106,5.86162891883274
-eV,46,0.0625,327,89,5.7522454684955395
-eV,47,1.0,5222,171,6.067776403189815
-eV,47,0.5,2611,156,6.022199339725447
-eV,47,0.25,1306,133,5.9813990788346105
-eV,47,0.125,653,105,5.897935978844095
-eV,47,0.0625,327,92,5.820241306246821
-eV,48,1.0,5222,173,6.055541300449616
-eV,48,0.5,2611,162,6.0709701745351765
-eV,48,0.25,1306,144,6.0842274521619135
-eV,48,0.125,653,110,5.935349685118283
-eV,48,0.0625,327,83,5.689485905010823
-eV,49,1.0,5222,174,6.060966231840341
-eV,49,0.5,2611,159,6.00712385460989
-eV,49,0.25,1306,132,6.0005564039203785
-eV,49,0.125,653,118,5.936698645010463
-eV,49,0.0625,327,85,5.7288842367033554
-eV,50,1.0,5222,171,6.0539127931997525
-eV,50,0.5,2611,161,6.049791645268231
-eV,50,0.25,1306,132,6.031982433045014
-eV,50,0.125,653,113,5.939803052919613
-eV,50,0.0625,327,88,5.778946489009045
-eV,51,1.0,5222,172,6.094594984795869
-eV,51,0.5,2611,154,6.0483719139952985
-eV,51,0.25,1306,133,5.951041165398119
-eV,51,0.125,653,112,6.0736105246662575
-eV,51,0.0625,327,81,5.723598621510104
-eV,52,1.0,5222,167,6.061602391745782
-eV,52,0.5,2611,160,6.0458156474928995
-eV,52,0.25,1306,134,5.9861311407296665
-eV,52,0.125,653,113,5.975713793997383
-eV,52,0.0625,327,87,5.801656263462962
-eV,53,1.0,5222,172,6.053901773666632
-eV,53,0.5,2611,159,6.093082279528868
-eV,53,0.25,1306,132,5.951764155665377
-eV,53,0.125,653,107,5.919139594961838
-eV,53,0.0625,327,78,5.677966214188645
-eV,54,1.0,5222,174,6.059003663396525
-eV,54,0.5,2611,153,6.054811838832208
-eV,54,0.25,1306,129,5.94925876783467
-eV,54,0.125,653,113,5.999840068414273
-eV,54,0.0625,327,83,5.7877368896349575
-eV,55,1.0,5222,172,6.086511504154249
-eV,55,0.5,2611,158,6.030056082786483
-eV,55,0.25,1306,130,5.977129202155527
-eV,55,0.125,653,108,5.960666501622072
-eV,55,0.0625,327,82,5.709094266990619
-eV,56,1.0,5222,174,6.088232992591834
-eV,56,0.5,2611,151,6.053714565726358
-eV,56,0.25,1306,131,5.9838351666789205
-eV,56,0.125,653,116,6.030915888477831
-eV,56,0.0625,327,82,5.675189464008532
-eV,57,1.0,5222,174,6.090945126494052
-eV,57,0.5,2611,155,6.078249851847051
-eV,57,0.25,1306,128,6.0133089582659665
-eV,57,0.125,653,107,5.93589821117702
-eV,57,0.0625,327,90,5.8438689606777166
-eV,58,1.0,5222,168,6.0799926533159745
