sfx,iter,period,factor,sample_size,n_types,entropy
er,12,1550-1649,1.0,58,19,3.8133744188525585
er,12,1550-1649,0.5,29,13,3.28523477187113
er,12,1550-1649,0.25,15,7,2.5492553971685
er,12,1550-1649,0.125,8,5,2.0
er,12,1550-1649,0.0625,4,3,1.5
er,13,1550-1649,1.0,58,19,3.6206095599767147
er,13,1550-1649,0.5,29,13,3.427500186321915
er,13,1550-1649,0.25,15,8,2.8225797618424915
er,13,1550-1649,0.125,8,7,2.75
er,13,1550-1649,0.0625,4,3,1.5
er,14,1550-1649,1.0,58,22,4.0027633601854165
er,14,1550-1649,0.5,29,13,3.525939943986513
er,14,1550-1649,0.25,15,10,2.9995812306460645
er,14,1550-1649,0.125,8,7,2.75
er,14,1550-1649,0.0625,4,4,2.0
er,15,1550-1649,1.0,58,20,3.8022473844858733
er,15,1550-1649,0.5,29,16,3.771437029461126
er,15,1550-1649,0.25,15,10,3.189898095464288
er,15,1550-1649,0.125,8,4,1.9056390622295665
er,15,1550-1649,0.0625,4,4,2.0
er,16,1550-1649,1.0,58,19,3.7930737814576068
er,16,1550-1649,0.5,29,13,3.395692306970099
er,16,1550-1649,0.25,15,9,2.866247897312731
er,16,1550-1649,0.125,8,5,2.25
er,16,1550-1649,0.0625,4,4,2.0
er,17,1550-1649,1.0,58,21,3.7584217276996856
er,17,1550-1649,0.5,29,17,3.788341339656749
er,17,1550-1649,0.25,15,11,3.3735572622751855
er,17,1550-1649,0.125,8,6,2.5
er,17,1550-1649,0.0625,4,3,1.5
er,18,1550-1649,1.0,58,21,4.157477710936352
er,18,1550-1649,0.5,29,15,3.504149101029639
er,18,1550-1649,0.25,15,8,2.6062389286533896
er,18,1550-1649,0.125,8,6,2.5
er,18,1550-1649,0.0625,4,4,2.0
er,19,1550-1649,1.0,58,19,3.893956805502831
er,19,1550-1649,0.5,29,17,3.853863219997787
er,19,1550-1649,0.25,15,9,3.056564762130954
er,19,1550-1649,0.125,8,5,2.1556390622295667
er,19,1550-1649,0.0625,4,4,2.0
er,20,1550-1649,1.0,58,23,4.197571296441396
er,20,1550-1649,0.5,29,15,3.6638709784692716
er,20,1550-1649,0.25,15,10,3.189898095464288
er,20,1550-1649,0.125,8,6,2.5
er,20,1550-1649,0.0625,4,4,2.0
er,21,1550-1649,1.0,58,18,3.748146877156458
er,21,1550-1649,0.5,29,14,3.529383580886854
er,21,1550-1649,0.25,15,7,2.523231428797621
er,21,1550-1649,0.125,8,6,2.5
er,21,1550-1649,0.0625,4,3,1.5
er,22,1550-1649,1.0,58,20,3.8355633236422646
er,22,1550-1649,0.5,29,16,3.8109283062792865
er,22,1550-1649,0.25,15,8,2.732914563979398
er,22,1550-1649,0.125,8,6,2.4056390622295667
er,22,1550-1649,0.0625,4,3,1.5
er,23,1550-1649,1.0,58,19,3.668205358437299
er,23,1550-1649,0.5,29,15,3.6729972717965267
er,23,1550-1649,0.25,15,10,3.189898095464288
er,23,1550-1649,0.125,8,7,2.75
er,23,1550-1649,0.0625,4,4,2.0
er,24,1550-1649,1.0,58,23,4.0439291457527355
er,24,1550-1649,0.5,29,13,3.423165806353888
er,24,1550-1649,0.25,15,8,2.599581230646064
er,24,1550-1649,0.125,8,6,2.4056390622295667
er,24,1550-1649,0.0625,4,4,2.0
er,25,1550-1649,1.0,58,16,3.4463550816633095
er,25,1550-1649,0.5,29,12,3.0109629672193927
er,25,1550-1649,0.25,15,8,2.8402239289418523
er,25,1550-1649,0.125,8,7,2.75
er,25,1550-1649,0.0625,4,4,2.0
er,26,1550-1649,1.0,58,19,3.7544967760399084
er,26,1550-1649,0.5,29,14,3.5385098742141086
er,26,1550-1649,0.25,15,11,3.323231428797621
er,26,1550-1649,0.125,8,5,2.1556390622295667
er,26,1550-1649,0.0625,4,4,2.0
er,27,1550-1649,1.0,58,17,3.3451157331433388
er,27,1550-1649,0.5,29,15,3.525939943986513
er,27,1550-1649,0.25,15,11,3.2729055953200565
er,27,1550-1649,0.125,8,6,2.4056390622295667
er,27,1550-1649,0.0625,4,4,2.0
er,28,1550-1649,1.0,58,22,4.0199920479874365
er,28,1550-1649,0.5,29,18,3.8833374604210054
er,28,1550-1649,0.25,15,8,2.4634582986483036
er,28,1550-1649,0.125,8,6,2.5
er,28,1550-1649,0.0625,4,4,2.0
er,29,1550-1649,1.0,58,20,3.7986372986409487
er,29,1550-1649,0.5,29,12,3.3055827189670928
er,29,1550-1649,0.25,15,10,3.240223928941852
er,29,1550-1649,0.125,8,7,2.75
er,29,1550-1649,0.0625,4,4,2.0
er,30,1550-1649,1.0,58,17,3.3455193673190973
er,30,1550-1649,0.5,29,14,3.374548236208472
er,30,1550-1649,0.25,15,8,2.682588730501833
er,30,1550-1649,0.125,8,6,2.4056390622295667
er,30,1550-1649,0.0625,4,4,2.0
er,31,1550-1649,1.0,58,18,3.4428396152204073
er,31,1550-1649,0.5,29,15,3.4955749604956075
er,31,1550-1649,0.25,15,11,3.323231428797621
er,31,1550-1649,0.125,8,8,3.0
er,31,1550-1649,0.0625,4,3,1.5
er,32,1550-1649,1.0,58,20,3.8774978668410505
er,32,1550-1649,0.5,29,16,3.6166016847827445
er,32,1550-1649,0.25,15,11,3.323231428797621
er,32,1550-1649,0.125,8,7,2.75
er,32,1550-1649,0.0625,4,3,1.5
er,33,1550-1649,1.0,58,20,3.561868444660761
er,33,1550-1649,0.5,29,15,3.6595365985012447
er,33,1550-1649,0.25,15,10,3.240223928941852
er,33,1550-1649,0.125,8,6,2.4056390622295667
er,33,1550-1649,0.0625,4,2,1.0
er,34,1550-1649,1.0,58,16,3.4203244781404316
er,34,1550-1649,0.5,29,13,3.226844136203211
er,34,1550-1649,0.25,15,11,3.323231428797621
er,34,1550-1649,0.125,8,7,2.75
er,34,1550-1649,0.0625,4,4,2.0
er,35,1550-1649,1.0,58,20,3.9062689215821393
er,35,1550-1649,0.5,29,15,3.6074753914554885
er,35,1550-1649,0.25,15,8,2.682588730501833
er,35,1550-1649,0.125,8,6,2.4056390622295667
er,35,1550-1649,0.0625,4,3,1.5
er,36,1550-1649,1.0,58,20,3.922006412313463
er,36,1550-1649,0.5,29,14,3.2726648416435338
er,36,1550-1649,0.25,15,9,3.056564762130954
er,36,1550-1649,0.125,8,6,2.4056390622295667
er,36,1550-1649,0.0625,4,3,1.5
er,37,1550-1649,1.0,58,19,3.8373034043407603
er,37,1550-1649,0.5,29,16,3.7974676329840045
er,37,1550-1649,0.25,15,10,2.9995812306460645
er,37,1550-1649,0.125,8,5,2.25
er,37,1550-1649,0.0625,4,4,2.0
er,38,1550-1649,1.0,58,18,3.61420572810313
er,38,1550-1649,0.5,29,14,3.2466342381206554
er,38,1550-1649,0.25,15,8,2.6062389286533896
er,38,1550-1649,0.125,8,7,2.75
er,38,1550-1649,0.0625,4,3,1.5
er,39,1550-1649,1.0,58,23,4.039737686396516
er,39,1550-1649,0.5,29,14,3.4646578242114785
er,39,1550-1649,0.25,15,10,2.9995812306460645
er,39,1550-1649,0.125,8,6,2.5
er,39,1550-1649,0.0625,4,4,2.0
er,40,1550-1649,1.0,58,20,3.8676736539161154
er,40,1550-1649,0.5,29,13,3.2036993244021548
er,40,1550-1649,0.25,15,10,3.189898095464288
er,40,1550-1649,0.125,8,7,2.75
er,40,1550-1649,0.0625,4,4,2.0
er,41,1550-1649,1.0,58,23,4.045476402981225
er,41,1550-1649,0.5,29,11,3.0777860673537676
er,41,1550-1649,0.25,15,10,3.139572261986723
er,41,1550-1649,0.125,8,6,2.4056390622295667
er,41,1550-1649,0.0625,4,4,2.0
er,42,1550-1649,1.0,58,18,3.5718854810557032
er,42,1550-1649,0.5,29,16,3.6286194622171153
er,42,1550-1649,0.25,15,9,3.056564762130954
er,42,1550-1649,0.125,8,6,2.5
er,42,1550-1649,0.0625,4,2,0.8112781244591328
er,43,1550-1649,1.0,58,20,3.8806181176437677
er,43,1550-1649,0.5,29,20,4.060759771721925
er,43,1550-1649,0.25,15,10,3.139572261986723
er,43,1550-1649,0.125,8,7,2.75
er,43,1550-1649,0.0625,4,2,1.0
er,44,1550-1649,1.0,58,23,4.123790084472552
er,44,1550-1649,0.5,29,13,3.2972525493055014
er,44,1550-1649,0.25,15,10,3.139572261986723
er,44,1550-1649,0.125,8,6,2.4056390622295667
er,44,1550-1649,0.0625,4,4,2.0
er,45,1550-1649,1.0,58,21,3.862992359517689
er,45,1550-1649,0.5,29,16,3.8573068568981284
er,45,1550-1649,0.25,15,8,2.7898980954642876
er,45,1550-1649,0.125,8,6,2.5
er,45,1550-1649,0.0625,4,4,2.0
er,46,1550-1649,1.0,58,23,4.039292314862673
er,46,1550-1649,0.5,29,17,3.740519893176996
er,46,1550-1649,0.25,15,11,3.323231428797621
er,46,1550-1649,0.125,8,7,2.75
er,46,1550-1649,0.0625,4,3,1.5
er,47,1550-1649,1.0,58,20,3.941454865884959
er,47,1550-1649,0.5,29,11,3.0952425303426154
er,47,1550-1649,0.25,15,10,3.1068905956085193
er,47,1550-1649,0.125,8,6,2.5
er,47,1550-1649,0.0625,4,4,2.0
er,48,1550-1649,1.0,58,17,3.7319098094173713
er,48,1550-1649,0.5,29,16,3.715932185515029
er,48,1550-1649,0.25,15,10,2.872905595320056
er,48,1550-1649,0.125,8,6,2.4056390622295667
er,48,1550-1649,0.0625,4,3,1.5
er,49,1550-1649,1.0,58,19,3.4657443955976426
er,49,1550-1649,0.5,29,17,3.8143719431796264
er,49,1550-1649,0.25,15,11,3.323231428797621
er,49,1550-1649,0.125,8,8,3.0
er,49,1550-1649,0.0625,4,4,2.0
er,50,1550-1649,1.0,58,21,3.9495836348851463
er,50,1550-1649,0.5,29,17,3.8664331502253835
er,50,1550-1649,0.25,15,9,2.866247897312731
er,50,1550-1649,0.125,8,6,2.5
er,50,1550-1649,0.0625,4,3,1.5
er,51,1550-1649,1.0,58,19,3.8447369266705316
er,51,1550-1649,0.5,29,12,3.3055827189670928
er,51,1550-1649,0.25,15,10,3.189898095464288
er,51,1550-1649,0.125,8,6,2.4056390622295667
er,51,1550-1649,0.0625,4,4,2.0
er,52,1550-1649,1.0,58,20,3.7739014042827237
er,52,1550-1649,0.5,29,15,3.7454064259382465
er,52,1550-1649,0.25,15,10,3.056564762130954
er,52,1550-1649,0.125,8,7,2.75
er,52,1550-1649,0.0625,4,4,2.0
er,53,1550-1649,1.0,58,21,3.8513190766219143
er,53,1550-1649,0.5,29,11,3.01370708287364
er,53,1550-1649,0.25,15,9,3.056564762130954
er,53,1550-1649,0.125,8,8,3.0
er,53,1550-1649,0.0625,4,4,2.0
er,54,1550-1649,1.0,58,18,3.4585393080422646
er,54,1550-1649,0.5,29,13,3.331613322489971
er,54,1550-1649,0.25,15,10,3.189898095464288
er,54,1550-1649,0.125,8,6,2.5
er,54,1550-1649,0.0625,4,4,2.0
er,55,1550-1649,1.0,58,22,3.8706666531981617
er,55,1550-1649,0.5,29,18,4.004364184708141
er,55,1550-1649,0.25,15,12,3.506890595608519
er,55,1550-1649,0.125,8,7,2.75
er,55,1550-1649,0.0625,4,4,2.0
er,56,1550-1649,1.0,58,20,3.8555850384479573
er,56,1550-1649,0.5,29,17,3.8278326164749092
er,56,1550-1649,0.25,15,10,3.189898095464288
er,56,1550-1649,0.125,8,8,3.0
er,56,1550-1649,0.0625,4,2,0.8112781244591328
er,57,1550-1649,1.0,58,18,3.5244970481256033
er,57,1550-1649,0.5,29,16,3.590571081259866
er,57,1550-1649,0.25,15,9,3.006238928653389
er,57,1550-1649,0.125,8,7,2.75
er,57,1550-1649,0.0625,4,3,1.5
er,58,1550-1649,1.0,58,23,4.131447107413473
er,58,1550-1649,0.5,29,11,3.0777860673537676
er,58,1550-1649,0.25,15,9,2.8159220638351665
er,58,1550-1649,0.125,8,7,2.75
er,58,1550-1649,0.0625,4,3,1.5
er,59,1550-1649,1.0,58,16,3.6875056253125367
er,59,1550-1649,0.5,29,16,3.771437029461126
er,59,1550-1649,0.25,15,7,2.4662478973127313
er,59,1550-1649,0.125,8,5,2.0
er,59,1550-1649,0.0625,4,3,1.5
er,60,1550-1649,1.0,58,19,3.6114863853258914
er,60,1550-1649,0.5,29,14,3.5645404777369865
er,60,1550-1649,0.25,15,9,2.8159220638351665
er,60,1550-1649,0.125,8,6,2.5
er,60,1550-1649,0.0625,4,3,1.5
er,61,1550-1649,1.0,58,19,3.44852511783997
er,61,1550-1649,0.5,29,16,3.2366172017257147
er,61,1550-1649,0.25,15,9,2.5967916319816364
er,61,1550-1649,0.125,8,7,2.75
er,61,1550-1649,0.0625,4,3,1.5
er,62,1550-1649,1.0,58,17,3.5183785319563885
er,62,1550-1649,0.5,29,15,3.7362801326109905
er,62,1550-1649,0.25,15,10,3.056564762130954
er,62,1550-1649,0.125,8,6,2.4056390622295667
er,62,1550-1649,0.0625,4,3,1.5
er,63,1550-1649,1.0,58,22,3.7032346975082855
er,63,1550-1649,0.5,29,13,3.4864486671683528
er,63,1550-1649,0.25,15,9,2.739572261986723
er,63,1550-1649,0.125,8,6,2.5
er,63,1550-1649,0.0625,4,4,2.0
er,64,1550-1649,1.0,58,22,3.945296564618131
er,64,1550-1649,0.5,29,11,3.008024426446725
er,64,1550-1649,0.25,15,11,3.3735572622751855
er,64,1550-1649,0.125,8,7,2.75
er,64,1550-1649,0.0625,4,3,1.5
er,65,1550-1649,1.0,58,22,3.9060454209709885
er,65,1550-1649,0.5,29,16,3.8234982365068824
er,65,1550-1649,0.25,15,8,2.706890595608519
er,65,1550-1649,0.125,8,6,2.5
er,65,1550-1649,0.0625,4,4,2.0
er,66,1550-1649,1.0,58,23,4.26092598679842
er,66,1550-1649,0.5,29,14,3.4091529802653815
er,66,1550-1649,0.25,15,10,3.240223928941852
er,66,1550-1649,0.125,8,6,2.4056390622295667
er,66,1550-1649,0.0625,4,4,2.0
er,67,1550-1649,1.0,58,19,3.826184482251173
er,67,1550-1649,0.5,29,13,3.003690046478698
er,67,1550-1649,0.25,15,9,2.9232314287976213
er,67,1550-1649,0.125,8,7,2.75
er,67,1550-1649,0.0625,4,4,2.0
er,68,1550-1649,1.0,58,19,3.7185447470328845
er,68,1550-1649,0.5,29,11,3.0340550299696036
er,68,1550-1649,0.25,15,11,3.3735572622751855
er,68,1550-1649,0.125,8,6,2.5
er,68,1550-1649,0.0625,4,4,2.0
er,69,1550-1649,1.0,58,19,3.5744856845893684
er,69,1550-1649,0.5,29,13,3.2886784087714704
er,69,1550-1649,0.25,15,9,2.866247897312731
er,69,1550-1649,0.125,8,5,2.1556390622295667
er,69,1550-1649,0.0625,4,3,1.5
er,70,1550-1649,1.0,58,20,3.782501746076793
er,70,1550-1649,0.5,29,16,3.788341339656749
er,70,1550-1649,0.25,15,9,2.9232314287976213
er,70,1550-1649,0.125,8,5,2.25
er,70,1550-1649,0.0625,4,4,2.0
er,71,1550-1649,1.0,58,22,4.1114253926077815
er,71,1550-1649,0.5,29,15,3.6729972717965267
er,71,1550-1649,0.25,15,10,3.189898095464288
er,71,1550-1649,0.125,8,7,2.75
er,71,1550-1649,0.0625,4,4,2.0
er,72,1550-1649,1.0,58,20,3.7849005489490546
er,72,1550-1649,0.5,29,15,3.628619462217115
er,72,1550-1649,0.25,15,10,2.872905595320056
er,72,1550-1649,0.125,8,7,2.75
er,72,1550-1649,0.0625,4,3,1.5
er,73,1550-1649,1.0,58,21,3.9062506593338133
er,73,1550-1649,0.5,29,16,3.745406425938248
er,73,1550-1649,0.25,15,8,2.7898980954642876
er,73,1550-1649,0.125,8,6,2.5
er,73,1550-1649,0.0625,4,4,2.0
er,74,1550-1649,1.0,58,21,3.75954408365562
er,74,1550-1649,0.5,29,12,2.925093139782391
er,74,1550-1649,0.25,15,8,2.7898980954642876
er,74,1550-1649,0.125,8,8,3.0
er,74,1550-1649,0.0625,4,4,2.0
er,75,1550-1649,1.0,58,19,3.8592214988183047
er,75,1550-1649,0.5,29,14,3.2964564256398377
er,75,1550-1649,0.25,15,11,3.323231428797621
er,75,1550-1649,0.125,8,6,2.5
er,75,1550-1649,0.0625,4,4,2.0
er,76,1550-1649,1.0,58,19,3.870093391963966
er,76,1550-1649,0.5,29,15,3.58144478793261
er,76,1550-1649,0.25,15,8,2.7898980954642876
er,76,1550-1649,0.125,8,8,3.0
er,76,1550-1649,0.0625,4,2,0.8112781244591328
er,77,1550-1649,1.0,58,19,3.603705249781092
er,77,1550-1649,0.5,29,16,3.643523031373309
er,77,1550-1649,0.25,15,12,3.456564762130954
er,77,1550-1649,0.125,8,6,2.5
er,77,1550-1649,0.0625,4,4,2.0
er,78,1550-1649,1.0,58,20,3.731064248883037
er,78,1550-1649,0.5,29,12,3.0657682899193963
er,78,1550-1649,0.25,15,9,3.056564762130954
er,78,1550-1649,0.125,8,6,2.4056390622295667
er,78,1550-1649,0.0625,4,4,2.0
er,79,1550-1649,1.0,58,19,3.854863590517502
er,79,1550-1649,0.5,29,16,3.547084014748141
er,79,1550-1649,0.25,15,12,3.456564762130954
er,79,1550-1649,0.125,8,7,2.75
er,79,1550-1649,0.0625,4,4,2.0
er,80,1550-1649,1.0,58,21,3.744732287708803
er,80,1550-1649,0.5,29,15,3.341630358884913
er,80,1550-1649,0.25,15,13,3.640223928941852
er,80,1550-1649,0.125,8,6,2.4056390622295667
er,80,1550-1649,0.0625,4,4,2.0
er,81,1550-1649,1.0,58,19,3.7109236673175574
er,81,1550-1649,0.5,29,14,3.4309438232222558
er,81,1550-1649,0.25,15,11,3.323231428797621
er,81,1550-1649,0.125,8,7,2.75
er,81,1550-1649,0.0625,4,3,1.5
er,82,1550-1649,1.0,58,21,4.000246409578356
er,82,1550-1649,0.5,29,16,3.676440908696869
er,82,1550-1649,0.25,15,9,2.9232314287976213
er,82,1550-1649,0.125,8,7,2.75
er,82,1550-1649,0.0625,4,4,2.0
er,83,1550-1649,1.0,58,23,4.060658894726677
er,83,1550-1649,0.5,29,12,3.2014603048755803
er,83,1550-1649,0.25,15,7,2.498929563690935
er,83,1550-1649,0.125,8,6,2.4056390622295667
er,83,1550-1649,0.0625,4,3,1.5
er,84,1550-1649,1.0,58,19,3.784796825761161
er,84,1550-1649,0.5,29,13,3.3224870291627155
er,84,1550-1649,0.25,15,12,3.456564762130954
er,84,1550-1649,0.125,8,7,2.75
er,84,1550-1649,0.0625,4,4,2.0
er,85,1550-1649,1.0,58,20,3.897798504236002
er,85,1550-1649,0.5,29,13,3.456974426745134
er,85,1550-1649,0.25,15,13,3.640223928941852
er,85,1550-1649,0.125,8,6,2.5
er,85,1550-1649,0.0625,4,4,2.0
er,86,1550-1649,1.0,58,18,3.70820432454032
er,86,1550-1649,0.5,29,14,3.4526400467771063
er,86,1550-1649,0.25,15,13,3.640223928941852
er,86,1550-1649,0.125,8,8,3.0
er,86,1550-1649,0.0625,4,4,2.0
er,87,1550-1649,1.0,58,18,3.631784176528197
er,87,1550-1649,0.5,29,15,3.5336233414528575
er,87,1550-1649,0.25,15,10,3.056564762130954
er,87,1550-1649,0.125,8,5,2.1556390622295667
er,87,1550-1649,0.0625,4,4,2.0
er,88,1550-1649,1.0,58,20,3.8955216867999614
er,88,1550-1649,0.5,29,14,3.4815621344071013
er,88,1550-1649,0.25,15,13,3.640223928941852
er,88,1550-1649,0.125,8,7,2.75
er,88,1550-1649,0.0625,4,4,2.0
er,89,1550-1649,1.0,58,19,3.7204953321786562
er,89,1550-1649,0.5,29,15,3.4343874601225965
er,89,1550-1649,0.25,15,11,3.323231428797621
er,89,1550-1649,0.125,8,6,2.5
er,89,1550-1649,0.0625,4,4,2.0
er,90,1550-1649,1.0,58,20,3.825389350094283
er,90,1550-1649,0.5,29,15,3.5336233414528575
er,90,1550-1649,0.25,15,10,3.139572261986723
er,90,1550-1649,0.125,8,5,2.1556390622295667
er,90,1550-1649,0.0625,4,4,2.0
er,91,1550-1649,1.0,58,19,3.7821783599791696
er,91,1550-1649,0.5,29,12,3.121273133865493
er,91,1550-1649,0.25,15,10,3.240223928941852
er,91,1550-1649,0.125,8,6,2.5
er,91,1550-1649,0.0625,4,4,2.0
er,92,1550-1649,1.0,58,20,3.6170470563165864
er,92,1550-1649,0.5,29,18,3.922828737239166
er,92,1550-1649,0.25,15,6,2.1464657985040723
er,92,1550-1649,0.125,8,4,1.811278124459133
er,92,1550-1649,0.0625,4,4,2.0
er,93,1550-1649,1.0,58,19,3.716656479638131
er,93,1550-1649,0.5,29,15,3.4343874601225965
er,93,1550-1649,0.25,15,8,2.7898980954642876
er,93,1550-1649,0.125,8,7,2.75
er,93,1550-1649,0.0625,4,4,2.0
er,94,1550-1649,1.0,58,23,4.281671995727216
er,94,1550-1649,0.5,29,16,3.715932185515029
er,94,1550-1649,0.25,15,10,3.1068905956085193
er,94,1550-1649,0.125,8,7,2.75
er,94,1550-1649,0.0625,4,4,2.0
er,95,1550-1649,1.0,58,20,3.741861912042659
er,95,1550-1649,0.5,29,17,3.9523029776623857
er,95,1550-1649,0.25,15,9,3.056564762130954
er,95,1550-1649,0.125,8,4,1.5487949406953987
er,95,1550-1649,0.0625,4,4,2.0
er,96,1550-1649,1.0,58,18,3.725384711132555
er,96,1550-1649,0.5,29,15,3.6074753914554885
er,96,1550-1649,0.25,15,12,3.456564762130954
er,96,1550-1649,0.125,8,7,2.75
er,96,1550-1649,0.0625,4,3,1.5
er,97,1550-1649,1.0,58,22,3.968883901760383
er,97,1550-1649,0.5,29,14,3.4266094432542284
er,97,1550-1649,0.25,15,11,3.323231428797621
er,97,1550-1649,0.125,8,7,2.75
er,97,1550-1649,0.0625,4,4,2.0
er,98,1550-1649,1.0,58,21,3.990867568187264
er,98,1550-1649,0.5,29,12,3.060085633492481
er,98,1550-1649,0.25,15,9,2.9735572622751856
er,98,1550-1649,0.125,8,7,2.75
er,98,1550-1649,0.0625,4,4,2.0
er,99,1550-1649,1.0,58,20,3.8312762533752487
er,99,1550-1649,0.5,29,16,3.7024715122197462
er,99,1550-1649,0.25,15,8,2.7898980954642876
er,99,1550-1649,0.125,8,8,3.0
er,99,1550-1649,0.0625,4,4,2.0
er,100,1550-1649,1.0,58,21,3.849745444868002
er,100,1550-1649,0.5,29,13,3.28523477187113
er,100,1550-1649,0.25,15,11,3.132914563979398
er,100,1550-1649,0.125,8,6,2.5
er,100,1550-1649,0.0625,4,3,1.5
er,1,1650-1749,1.0,42,21,4.100916685694771
er,1,1650-1749,0.5,21,12,3.27280432733462
er,1,1650-1749,0.25,11,8,2.7321588913645702
er,1,1650-1749,0.125,6,6,2.584962500721156
er,1,1650-1749,0.0625,3,3,1.584962500721156
er,2,1650-1749,1.0,42,21,4.1212679469393745
er,2,1650-1749,0.5,21,12,3.403989446485261
er,2,1650-1749,0.25,11,9,3.095795255000934
er,2,1650-1749,0.125,6,6,2.584962500721156
er,2,1650-1749,0.0625,3,3,1.584962500721156
er,3,1650-1749,1.0,42,20,4.1532912318904796
er,3,1650-1749,0.5,21,12,3.368042422572715
er,3,1650-1749,0.25,11,8,2.9139770731827523
er,3,1650-1749,0.125,6,5,2.2516291673878226
er,3,1650-1749,0.0625,3,3,1.584962500721156
er,4,1650-1749,1.0,42,20,4.177566232096524
er,4,1650-1749,0.5,21,14,3.5351745656359026
er,4,1650-1749,0.25,11,8,2.9139770731827523
er,4,1650-1749,0.125,6,4,1.9182958340544893
er,4,1650-1749,0.0625,3,3,1.584962500721156
er,5,1650-1749,1.0,42,19,3.9750367695566062
er,5,1650-1749,0.5,21,13,3.4585250192341497
er,5,1650-1749,0.25,11,8,2.8453509366224368
er,5,1650-1749,0.125,6,5,2.2516291673878226
er,5,1650-1749,0.0625,3,3,1.584962500721156
er,6,1650-1749,1.0,42,17,3.641153731787458
er,6,1650-1749,0.5,21,14,3.6897037321995465
er,6,1650-1749,0.25,11,9,3.095795255000934
er,6,1650-1749,0.125,6,6,2.584962500721156
er,6,1650-1749,0.0625,3,2,0.9182958340544894
er,7,1650-1749,1.0,42,19,4.064354624902156
er,7,1650-1749,0.5,21,14,3.6897037321995465
er,7,1650-1749,0.25,11,9,3.0271691184406184
er,7,1650-1749,0.125,6,4,1.9182958340544893
er,7,1650-1749,0.0625,3,2,0.9182958340544894
er,8,1650-1749,1.0,42,16,3.778640339187871
er,8,1650-1749,0.5,21,15,3.784941827437642
er,8,1650-1749,0.25,11,8,2.9139770731827523
er,8,1650-1749,0.125,6,5,2.2516291673878226
er,8,1650-1749,0.0625,3,3,1.584962500721156
er,9,1650-1749,1.0,42,20,4.139241458895647
er,9,1650-1749,0.5,21,13,3.5585186130489053
er,9,1650-1749,0.25,11,7,2.663532754804255
er,9,1650-1749,0.125,6,5,2.2516291673878226
er,9,1650-1749,0.0625,3,3,1.584962500721156
er,10,1650-1749,1.0,42,21,4.138245173658352
er,10,1650-1749,0.5,21,14,3.6537567082870006
er,10,1650-1749,0.25,11,9,3.0271691184406184
er,10,1650-1749,0.125,6,6,2.584962500721156
er,10,1650-1749,0.0625,3,3,1.584962500721156
er,11,1650-1749,1.0,42,21,4.089244661988269
er,11,1650-1749,0.5,21,15,3.7489948035250955
er,11,1650-1749,0.25,11,8,2.8453509366224368
er,11,1650-1749,0.125,6,6,2.584962500721156
er,11,1650-1749,0.0625,3,3,1.584962500721156
er,12,1650-1749,1.0,42,19,3.9837160070947077
er,12,1650-1749,0.5,21,14,3.630412660873998
er,12,1650-1749,0.25,11,10,3.277613436819116
er,12,1650-1749,0.125,6,5,2.2516291673878226
er,12,1650-1749,0.0625,3,2,0.9182958340544894
er,13,1650-1749,1.0,42,20,4.127569435189145
er,13,1650-1749,0.5,21,11,3.232101804845413
er,13,1650-1749,0.25,11,7,2.663532754804255
er,13,1650-1749,0.125,6,5,2.2516291673878226
er,13,1650-1749,0.0625,3,3,1.584962500721156
er,14,1650-1749,1.0,42,20,4.046381112945883
er,14,1650-1749,0.5,21,14,3.6537567082870006
er,14,1650-1749,0.25,11,8,2.9139770731827523
er,14,1650-1749,0.125,6,4,1.9182958340544893
er,14,1650-1749,0.0625,3,2,0.9182958340544894
er,15,1650-1749,1.0,42,20,4.031335054713755
er,15,1650-1749,0.5,21,11,3.08232813685843
er,15,1650-1749,0.25,11,8,2.8453509366224368
er,15,1650-1749,0.125,6,5,2.2516291673878226
er,15,1650-1749,0.0625,3,3,1.584962500721156
er,16,1650-1749,1.0,42,22,4.195539744052796
er,16,1650-1749,0.5,21,12,3.327339900083508
er,16,1650-1749,0.25,11,8,2.9139770731827523
er,16,1650-1749,0.125,6,5,2.2516291673878226
er,16,1650-1749,0.0625,3,3,1.584962500721156
er,17,1650-1749,1.0,42,19,4.02602985170128
er,17,1650-1749,0.5,21,14,3.6537567082870006
er,17,1650-1749,0.25,11,9,3.095795255000934
er,17,1650-1749,0.125,6,5,2.2516291673878226
er,17,1650-1749,0.0625,3,2,0.9182958340544894
er,18,1650-1749,1.0,42,18,3.951143017707788
er,18,1650-1749,0.5,21,14,3.6897037321995465
er,18,1650-1749,0.25,11,8,2.9139770731827523
er,18,1650-1749,0.125,6,5,2.2516291673878226
er,18,1650-1749,0.0625,3,2,0.9182958340544894
er,19,1650-1749,1.0,42,23,4.300072113709063
er,19,1650-1749,0.5,21,13,3.5585186130489053
er,19,1650-1749,0.25,11,9,3.095795255000934
er,19,1650-1749,0.125,6,6,2.584962500721156
er,19,1650-1749,0.0625,3,2,0.9182958340544894
er,20,1650-1749,1.0,42,21,4.034709089239381
er,20,1650-1749,0.5,21,13,3.4992275417233563
er,20,1650-1749,0.25,11,10,3.277613436819116
er,20,1650-1749,0.125,6,4,1.9182958340544893
er,20,1650-1749,0.0625,3,3,1.584962500721156
er,21,1650-1749,1.0,42,17,3.8900892339739777
er,21,1650-1749,0.5,21,13,3.522571589136359
er,21,1650-1749,0.25,11,8,2.9139770731827523
