lemma,unique_candidates,pos,lemma_freq,base_freq
Montant,montieren,VVINF,4,2565
Transmigrant,transmigrieren,VVINF,20,0
Mitzelebrant,mitzelebrieren,VVINF,7,0
Reklamant,reklamieren,VVINF,6,564
Applikant,applikieren,VVINF,3,0
Bummelant,bummelieren,VVINF,7,0
Strassenmusikant,strassenmusikieren,VVINF,5,0
Partizipant,partizipieren,VVINF,17,491
Schwarzwaldmusikant,schwarzwaldmusikieren,VVINF,0,0
Exponant,exponieren,VVINF,6,48
Exfoliant,exfoliieren,VVINF,1,0
Fotant,fotieren,VVINF,0,0
venant,venieren,VVINF,0,0
Vormusikant,vormusikieren,VVINF,0,0
Vorpraktikant,vorpraktikieren,VVINF,5,0
Vizeleutnant,vizeleutnieren,VVINF,9,0
Mitkonfirmant,mitkonfirmieren,VVINF,0,0
Habilitant,habilitieren,VVINF,2,43
Illuminant,illuminieren,VVINF,0,25
