morph,doc.url,doc.id,s.idx,word,lemma,compana,cpd.N1,cpd.N2
-and,http://www.alfonspaquet.de/buecher/rheinischeutopie.html,b7c5b1fdcce2d3041e28d398db92e470eedd,2,Stromlande,Stromland,Strom_Land,Strom,Land
-and,http://www.gesundheit-foerdern.de/seite.php?m=3%26p=check-up.htm,14c0c444f7ea4553ee57f7adc51967738a81,3,Fitnesszustand,Fitnesszustand,Fitness_Zustand,Fitness,Zustand
-and,http://www.careerservice.uni-oldenburg.de/48707.html,2500e1b58ce2f581fa6b37e09d66517e9411,12,Gastland,Gastland,Gast_Land,Gast,Land
-and,http://www.cybermag.de/Gourmetshop/Zigarrenshop,b0c2e833819aa24cf33a9bb77f4e19337a8a,10,Mutterland,Mutterland,Mutter_Land,Mutter,Land
-and,http://www.consolewars.de/messageboard/archive/index.php/t-51325-p-30.html,5cfc24873c89386eedbadc8cbadd22873d01,644,Zwischenzustand,Zwischenzustand,zwischen_Zustand,zwischen,Zustand
-and,http://www.schwaebisch-sibirien.de/html/naturpark.html,642c29369a24c9f8db0af2c621500f7740c1,113,Keuperstufenrand,Keuperstufenrand,Keuper_Stufe_+n_Rand,Keuper,Rand
-and,http://www.kreuzbund-dv-mainz.de/aktuellesberichte/2008%20OEAT%20Magedburg.html,7657b56bbfc50febf2b459d900e88a8759b7,2,Bundesverband,Bundesverband,Bund_(e)_+s_Verband,Bund,Verband
-and,http://www.tabletopwelt.de/forum/archive/index.php/t-6272.html,18067d75415c7e7ceb93eeb2fdc988881e5d,126,Land,Land,_,,
-and,http://www.banjala.de/welness-bayerisch-wald.php,369ddad5cb5fa4dd763f01bc90498b8e0cee,33,Unterrichtsgegenstand,Unterrichtsgegenstand,Unterricht_+s_Gegenstand,Unterricht,Gegenstand
-and,http://idg.geographie.uni-frankfurt.de/arbeit/Lehrerinfo.htm,c121af8d21765e3c22b0fc0a86f05bf10010,51,Schwellenländern,Schwellenland,Schwelle_+n_Land,Schwelle,Land
-and,http://www.zet-magazin.de/zeitlos/roman/blau-oder-gruen/index.htm,760483cef3d1760f885a066ec7d5ea21a5cb,51,Land,Land,_,,
-and,http://www.comicforum.de/archive/index.php/t-31115.html,4136304287032b704f53379e969b13a23ddf,36,Land,Land,_,,
-and,http://forum.surf-magazin.de/archive/index.php/t-8273.html,4fd7aff4310391860ff65b67c1e582e17bac,24,Masthand,Masthand,Mast_Hand,Mast,Hand
-and,http://www.aerzte-ohne-grenzen.de/presse/pressemitteilungen/2011/pm-2011-07-12b/index.html,ce43a7d96d68f22bee640a9a9a899583b388,2,Länder,Land,_,,
-and,http://politik.politik-web.de/2009/07/steueroasen.htm,c5c3284179c7c18de457063bf4bd8b86c3f6,57,Ländern,Land,_,,
-and,http://bloggingtom.ch/archives/2007/10/24/google-straft-textlink-verkaufer,7a1ae0b8d09200d20e720ce3d0a1c65f9af8,7,Land,Land,_,,
-and,http://eifelphilosoph.blog.de/2010/01/13,63772092db69e10bddb97572013f07db4f44,45,Land,Land,_,,
-and,http://www.tt-board.de/forum/archive/index.php/t-2269.html,b232967dfab09b8adeb7a34a950e3ac1cc57,73,Umbaustand,Umbaustand,Umbau_Stand,Umbau,Stand
-and,http://www.peters-radtouren.de/1997.htm,2df6ba459fc2786ca8ce55aa3b6b1e8b7cd2,363,Straßenzustand,Straßenzustand,Straße_+n_Zustand,Straße,Zustand
-and,http://www.erg.slf.th.schule.de/projekte/1998/1498phys.htm,2eb26ed6ea6dfe083b8cc5104c60278afa3f,88,Innenwiderstand,Innenwiderstand,innen_Widerstand,innen,Widerstand
-and,http://www.beauty-im-web.de/2008/06,a016d016acebe810eea481243ad38cebbea0,22,Urlaubsländer,Urlaubsland,Urlaub_+s_Land,Urlaub,Land
-and,http://www.landesrecht-mv.de/jportal/portal/page/bsmvprod.psml?showdoccase=1%26doc.id=jlr-ArchDLbGr2E1_2APOMVrahmen%26doc.part=X%26doc.origin=bs%26st=lr,dbc535ddbfe68ed426144d19065e5df5fa83,29,Landes,Land,_,,
-and,http://foren.waffen-online.de/lofiversion/index.php/t380173.html,d684558343d657a2a9818ac33de8d9e2d8bf,20,land,Land,_,,
-and,http://www.buecherlei.de/fab/streusel/streu10.htm,6bdc8eec4abbfb1c7723247367568dd48ba2,165,Ländern,Land,_,,
-and,http://www.erlangen-hoechstadt.de/klimaschutz-energie/energieberatung.html?barrierearm=1,6e200bc437da7ee7f1628c53e28b0863bd0d,24,Ist-Zustandes,Ist-Zustand,Ist_--_Zustand,Ist,Zustand
-and,http://wiki.vorratsdatenspeicherung.de/Slogans_und_Parolen,57e3e2052652aca7778ea575a1b085357906,49,Land,Land,_,,
-and,http://www.personalfitness.de/lifestyle/237,697c661dbcc308ea23da5ba10790c204f55a,2,Thera-Band,Thera-Band,Thera_--_Band,Thera,Band
-and,http://www.dresdnerblaettl.de/Ausgaben/99/12/kiesabba.htm,55d5d02b51341904a5d98123cce4519b17b7,3,Ländern,Land,_,,
-and,http://www.deutsch-tuerkische-nachrichten.de/2011/05/96205,f487c2229df5e3825e802d01c3c0bf22d70d,428,Land,Land,_,,
-and,http://www.ungarisches-institut.de/mitarbeiter/lengyel/le08-05-01-d.htm,b5df0be93c23a86bbaa9722f481acf403601,60,Landes,Land,_,,
-and,http://www.asendorf-online.de/press,3a0db2f86f116870c053b41a4408d55865cd,79,Sand,Sand,_,,
-and,http://www.baunatal.de/presse/1549.aspx,d4c7baa29a4ea54982a8b86d1c67afd8388a,32,Waldland,Waldland,Wald_Land,Wald,Land
-and,http://www.kandil.de/gedankensplitter/index.php?id=10,c75668dda1832383bd6de118108657ad927c,6,Ländern,Land,_,,
-and,http://www.naviboard.de/vb/archive/index.php/t-40914.html,3a4db0f5eef500978414543ef6d9478a67e9,435,Ländern,Land,_,,
-and,http://www.niederelbe.de/spd-hemmoor/spd-ov-archiv2007.htm,fbb53edc24144739e71b1b33f4a00e563490,6,Land,Land,_,,
-and,http://www.enno-hagenah.de/cms/default/dok/197/197252.rede_enno_hagenah_transrapidunglueck_ein.html,1b17972f19ee4908f041af2f2d26d2d7bd7f,40,Vorschriftenstand,Vorschriftenstand,Vorschrift_+en_Stand,Vorschrift,Stand
-and,http://www.tvgelnhausen.de/leichtathletik/la.php?pageId=news/index%26beitragNr=255,ee213171f7ff343f2da851d38305c3d665e6,65,Kolland,Kolland,_,,
-and,http://www.ag-friedensforschung.de/themen/Aussenpolitik/gv07-merkel.html,1c4b955586d1db82c979dc581c58ecf609d8,34,Schwellenländer,Schwellenland,Schwelle_+n_Land,Schwelle,Land
-and,http://www.summer-breeze.de/de/rueckblick/rueckblick-2008.html,f0a1f771febf236866be96ef5f1a1b9f326d,414,Heimatbundesland,Heimatbundesland,Heimat_Bund_(e)_+s_Land,Heimat,Land
-and,http://svwestfalen.de/jugend/aktuelles.html,12e0392a642721868ac8e03b7d2a5f91c1f0,63,Landen,Land|Landen,_,,
-and,http://www.ruhrbarone.de/waldorfschule-versteinerte-erziehung/50441/comment-page-1,f1080bcc9f4d6844bb2f02dbe18f716943d1,386,Ländern,Land,_,,
-and,http://www.home-of-rock.de/ArtikelBios/Thin_Lizzy/History_Teil7.html,51128fac395ac444c10cf46dbfc3f5351797,106,NWOBHM-Band,NWOBHM-Band,_,,
-and,http://www.heise.de/ct/artikel/Kulturkampf-1049862.html,5090b282cea92546cd53d9218d18874aedf9,73,Verlegerverbände,Verlegerverband,Verleger_Verband,Verleger,Verband
-and,http://www.gruene-wangen.de,d86e3c82755182f7fc4b115a96a13050378a,76,Land,Land,_,,
-and,http://www.triller-online.de/f0079.htm,2428dda0b567789edcc8e024bcd3cdd981d5,141,Land,Land,_,,
-and,http://www.innovativ-in.de/blog/2007/05/12/warum-sind-wir-so-wenige,f9726bfeb5bc0a6df56dc5309d37c19f67c5,41,Land,Land,_,,
-and,http://www.cdu-rotenburg.de/ktw2011_bremervoerde.php,f704020f8f57fd97064a716ed8fb09bfb331,1,Land,Land,_,,
-and,http://www.gelon.de/finanzen-nachrichten/weidmann-fuehrt-ab-mai-die-bundesbank_20066.html,692a7366d4d68fd338f7ae693ed322c477fd,25,Landes,Land,_,,
-and,http://www.realschule-feucht.de/SZ%2007-08/ereignisse/berlin.htm,cf4bc1da8c5981607256a7925e9cc3dfccfe,23,Reichstagsbrand,Reichstagsbrand,Reichstag_+s_Brand,Reichstag,Brand
-and,http://www.rz.uni-duesseldorf.de/WWW/PhilFak/fshisto/old/archiv/sose97/vorlesun.htm,2da767ba339745bebc492107076044313a21,33,Altsiedelland,Altsiedelland,alt_siedeln_#n_Land,alt,Land
-and,http://blogya.de/mietwagen,f43b63f35f7f57d7601fe78eca356ad9386f,81,Urlaubsländern,Urlaubsland,Urlaub_+s_Land,Urlaub,Land
-and,http://www.arendt-erhard.de/deutsch/texte/lateinisches_patriarchat_jerusalem_osterbotschaft_2005.htm,263c286798d9572c3647ab385e03df96ae34,48,Land,Land,_,,
-and,http://www.deochandorais.de/diary/diary06.htm,407972cee21c7dd46dfd25a90ad1e492b61a,76,Land,Land,_,,
-and,http://www.spiegel.de/spiegel/print/d-32060847.html,f518c451442e209b7baa58699dc74e7d7902,28,Land,Land,_,,
-and,http://www.schillergymnasium-koeln.de/index-10-11.htm,dc876dc834ae63c34433313b2751beb67864,412,Sand,Sand,_,,
-and,http://www.hausarbeiten.de/faecher/vorschau/110798.html,0f16b22a21b6fb1675af735e3d1ecf330c78,199,Land,Land,_,,
-and,http://www.hans-joachimhacker.de/deutscher_bundestag/eine_woche_in_berlin/index.html,7194a3d8671eef88fbcd1c2fc876880f8922,9,Fraktionsvorstände,Fraktionsvorstand,Fraktion_+s_Vorstand,Fraktion,Vorstand
-and,http://www.mietwagen-guide.de/danemark/mietwagen.php,dfec0eee2f6b3220cd7ce934778a948e01ad,8,Tiefland,Tiefland,tief_Land,tief,Land
-and,http://www.wissen-digital.de/index.php?title=Panama%26oldid=171984,63c7c22d8752e89f227a412e4c122cabe540,3,Land,Land,_,,
-and,http://www.churermagazin.ch/pages/archive/200108/churmix.htm,bb20726ec43ea019b2920b6899714892c58e,6,Schulvorstand,Schulvorstand,Schule_-e_Vorstand,Schule,Vorstand
-and,http://www.bjv-judo.de/Aktuelles/2006/02-06.htm,5f05e9846b1c28bf85ae6e8492b606fab67a,36,Ländern,Land,_,,
